name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Sasa Kalajdzic,Wolves,Chelsea,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Nottingham Forest,
Sasa Kalajdzic,Wolves,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Crystal Palace,3.09
Sasa Kalajdzic,Wolves,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Leeds United,-1.61
Sasa Kalajdzic,Wolves,Leeds United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Brentford,-1.55
Sasa Kalajdzic,Wolves,Brentford,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Brighton,5.19
Sasa Kalajdzic,Wolves,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Arsenal,1.59
Sasa Kalajdzic,Wolves,Arsenal,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Everton,-1.05
Sasa Kalajdzic,Wolves,Everton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Manchester United,-0.79
Sasa Kalajdzic,Wolves,Manchester United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Aston Villa,-2.09
Sasa Kalajdzic,Wolves,Aston Villa,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,West Ham,-2.69
Sasa Kalajdzic,Wolves,West Ham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Manchester City,-0.09
Sasa Kalajdzic,Wolves,Manchester City,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Liverpool,0.37
Sasa Kalajdzic,Wolves,Liverpool,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Southampton,-2.8
Sasa Kalajdzic,Wolves,Southampton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Bournemouth,
Sasa Kalajdzic,Wolves,Bournemouth,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Fulham,
Sasa Kalajdzic,Wolves,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Liverpool,0.91
Sasa Kalajdzic,Wolves,Liverpool,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Tottenham,2.05
Sasa Kalajdzic,Wolves,Tottenham,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Newcastle United,3.01
Sasa Kalajdzic,Wolves,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Leicester City,2.07
Sasa Kalajdzic,Wolves,Leicester City,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Nottingham Forest,
Sasa Kalajdzic,Wolves,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Chelsea,-1.03
Sasa Kalajdzic,Wolves,Chelsea,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Brentford,3.23
Sasa Kalajdzic,Wolves,Brentford,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Leeds United,0.21
Sasa Kalajdzic,Wolves,Leeds United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Crystal Palace,
Sasa Kalajdzic,Wolves,Crystal Palace,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Brighton,-1.83
Sasa Kalajdzic,Wolves,Brighton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Aston Villa,
Sasa Kalajdzic,Wolves,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Manchester United,-0.63
Sasa Kalajdzic,Wolves,Manchester United,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,True,Everton,-1.31
Sasa Kalajdzic,Wolves,Everton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,0,Wolves,False,Arsenal,
Sasa Kalajdzic,Wolves,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,0,0,0,0,0,1,Wolves,True,Southampton,-2.12
Sasa Kalajdzic,Wolves,Southampton,2022-09-03,True,FW,45,0.0,0.52,0.0,0.0,1,1.0,0.0,0.7,0,False,0.0,0.0,1.45,0,0,0,0,0,0,Wolves,True,Manchester City,3.44
Sasa Kalajdzic,Wolves,Manchester City,,True,,0,,,,,0,,,0.0,0,False,0.2,0.1,1.41,0,0,0,0,0,0,Wolves,False,West Ham,4.15
Sasa Kalajdzic,Wolves,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.2,0.1,1.36,0,0,0,0,0,1,Wolves,False,Manchester United,-0.63
