name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Diogo Teixeira da Silva,Liverpool,Fulham,False,0,0,0.0,0,False,5.0,Liverpool,False,Arsenal,-2.38,-0.0
Diogo Teixeira da Silva,Liverpool,Arsenal,False,80,5,4.7,0,False,1.0,Liverpool,True,Manchester City,0.85,
Diogo Teixeira da Silva,Liverpool,Manchester City,True,90,1,9.1,0,False,0.0,Liverpool,True,West Ham,0.04,
Diogo Teixeira da Silva,Liverpool,West Ham,True,0,0,0.0,0,False,0.0,Liverpool,False,Nottingham Forest,,
Diogo Teixeira da Silva,Liverpool,Nottingham Forest,False,0,0,0.0,0,False,0.0,Liverpool,True,Leicester City,-7.96,
Diogo Teixeira da Silva,Liverpool,Leicester City,True,0,0,0.0,0,False,0.0,Liverpool,False,Tottenham,3.08,-0.03
Diogo Teixeira da Silva,Liverpool,Tottenham,False,0,0,0.0,0,False,0.0,Liverpool,True,Southampton,-3.78,-0.38
Diogo Teixeira da Silva,Liverpool,Southampton,True,0,0,0.0,0,False,0.0,Liverpool,False,Aston Villa,1.3,
Diogo Teixeira da Silva,Liverpool,Aston Villa,False,0,0,0.0,0,False,0.0,Liverpool,True,Leeds United,-2.07,
Diogo Teixeira da Silva,Liverpool,Leeds United,True,0,0,0.0,0,False,0.0,Liverpool,False,Brentford,4.84,-0.55
Diogo Teixeira da Silva,Liverpool,Brentford,False,0,0,0.0,0,False,0.0,Liverpool,True,Crystal Palace,-3.98,
Diogo Teixeira da Silva,Liverpool,Crystal Palace,True,0,0,0.0,0,False,0.0,Liverpool,False,Brighton,-2.51,-0.39
Diogo Teixeira da Silva,Liverpool,Brighton,False,0,0,0.0,0,False,0.0,Liverpool,True,Chelsea,0.29,-0.25
Diogo Teixeira da Silva,Liverpool,Chelsea,True,0,0,0.0,0,False,0.0,Liverpool,False,Wolverhampton,-0.13,-0.46
Diogo Teixeira da Silva,Liverpool,Wolverhampton,False,0,0,0.0,0,False,1.0,Liverpool,True,Everton,-0.32,0.34
Diogo Teixeira da Silva,Liverpool,Everton,True,20,1,0.1,0,False,1.0,Liverpool,False,Newcastle United,-1.4,
Diogo Teixeira da Silva,Liverpool,Newcastle United,False,31,1,2.6,0,False,2.0,Liverpool,False,Crystal Palace,-1.03,
Diogo Teixeira da Silva,Liverpool,Crystal Palace,False,70,2,4.4,0,True,5.0,Liverpool,True,Wolverhampton,0.05,-0.48
Diogo Teixeira da Silva,Liverpool,Wolverhampton,True,75,5,5.6,0,True,1.0,Liverpool,True,Manchester United,-4.04,
Diogo Teixeira da Silva,Liverpool,Manchester United,True,12,1,0.7,0,False,1.0,Liverpool,False,Bournemouth,,0.19
Diogo Teixeira da Silva,Liverpool,Bournemouth,False,45,1,3.6,0,False,5.0,Liverpool,False,Manchester City,,
Diogo Teixeira da Silva,Liverpool,Manchester City,False,69,5,5.2,0,True,2.0,Liverpool,False,Chelsea,,-0.72
Diogo Teixeira da Silva,Liverpool,Chelsea,False,90,2,1.4,0,True,0.0,Liverpool,False,Manchester United,-0.0,
Diogo Teixeira da Silva,Liverpool,Manchester United,False,0,0,0.0,0,False,2.0,Liverpool,True,Arsenal,-3.99,0.36
Diogo Teixeira da Silva,Liverpool,Arsenal,True,60,2,2.8,0,True,16.0,Liverpool,False,Leicester City,-5.24,
Diogo Teixeira da Silva,Liverpool,Leicester City,False,81,16,12.4,3,True,13.0,Liverpool,True,Nottingham Forest,,
Diogo Teixeira da Silva,Liverpool,Nottingham Forest,True,80,13,16.0,3,True,1.0,Liverpool,False,West Ham,4.92,
Diogo Teixeira da Silva,Liverpool,West Ham,False,58,1,2.3,0,True,4.0,Liverpool,True,Tottenham,,1.07
Diogo Teixeira da Silva,Liverpool,Tottenham,True,27,4,5.4,0,False,1.0,Liverpool,True,Fulham,,-0.3
Diogo Teixeira da Silva,Liverpool,Fulham,True,7,1,0.0,0,False,2.0,Liverpool,True,Brentford,,0.69
Diogo Teixeira da Silva,Liverpool,Brentford,True,72,2,4.8,0,True,1.0,Liverpool,False,Leeds United,1.77,
Diogo Teixeira da Silva,Liverpool,Leeds United,False,16,1,0.7,0,False,1.0,Liverpool,True,Aston Villa,-1.22,
Diogo Teixeira da Silva,Liverpool,Aston Villa,True,27,1,1.8,0,False,13.0,Liverpool,False,Southampton,,-1.07
Diogo Teixeira da Silva,Liverpool,Southampton,False,90,13,0.0,3,True,0.0,Liverpool,True,Bournemouth,-5.88,1.46
Diogo Teixeira da Silva,Liverpool,Bournemouth,True,0,0,0.0,0,False,0.0,Liverpool,True,Newcastle United,0.08,
Diogo Teixeira da Silva,Liverpool,Newcastle United,True,0,0,0.0,0,False,1.0,Liverpool,False,Everton,-0.44,-0.63
Diogo Teixeira da Silva,Liverpool,Everton,False,10,1,3.4,0,False,1.0,Liverpool,True,Brighton,2.85,-0.71
Diogo Teixeira da Silva,Liverpool,Brighton,True,15,1,0.5,0,False,,Sheffield Utd,True,Brighton,,-0.71
