name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Euan Pollock,Bournemouth,Nottingham Forest,True,0,0,0.0,0,False,0.0,Bournemouth,False,Brighton,,-0.39
Euan Pollock,Bournemouth,Brighton,False,0,0,0.0,0,False,0.0,Bournemouth,True,Newcastle United,,0.73
Euan Pollock,Bournemouth,Newcastle United,True,0,0,0.0,0,False,0.0,Bournemouth,False,Wolverhampton,,-0.46
Euan Pollock,Bournemouth,Wolverhampton,False,0,0,0.0,0,False,0.0,Bournemouth,True,Manchester City,,-1.17
Euan Pollock,Bournemouth,Manchester City,True,0,0,0.0,0,False,0.0,Bournemouth,False,Arsenal,,-0.0
Euan Pollock,Bournemouth,Arsenal,False,0,0,0.0,0,False,0.0,Bournemouth,True,Liverpool,,-0.53
Euan Pollock,Bournemouth,Liverpool,True,0,0,0.0,0,False,0.0,Bournemouth,False,Aston Villa,,0.59
Euan Pollock,Bournemouth,Aston Villa,False,0,0,0.0,0,False,0.0,Bournemouth,True,Fulham,,-0.3
Euan Pollock,Bournemouth,Fulham,True,0,0,0.0,0,False,0.0,Bournemouth,True,Brighton,,-0.71
Euan Pollock,Bournemouth,Brighton,True,0,0,0.0,0,False,0.0,Bournemouth,False,Leeds United,,-0.8
Euan Pollock,Bournemouth,Leeds United,False,0,0,0.0,0,False,0.0,Bournemouth,False,Tottenham,,-0.03
Euan Pollock,Bournemouth,Tottenham,False,0,0,0.0,0,False,0.0,Bournemouth,True,West Ham,,0.63
Euan Pollock,Bournemouth,West Ham,True,0,0,0.0,0,False,0.0,Bournemouth,False,Southampton,,-1.07
Euan Pollock,Bournemouth,Southampton,False,0,0,0.0,0,False,0.0,Bournemouth,True,Leicester City,,0.83
Euan Pollock,Bournemouth,Leicester City,True,0,0,0.0,0,False,0.0,Bournemouth,True,Chelsea,,-0.25
Euan Pollock,Bournemouth,Chelsea,True,0,0,0.0,0,False,0.0,Bournemouth,False,Crystal Palace,,0.13
Euan Pollock,Bournemouth,Crystal Palace,False,0,0,0.0,0,False,0.0,Bournemouth,True,Manchester United,,0.38
Euan Pollock,Bournemouth,Manchester United,True,0,0,0.0,0,False,0.0,Bournemouth,False,Everton,,-0.63
Euan Pollock,Bournemouth,Everton,False,0,0,0.0,0,False,,Chelsea,True,Liverpool,2.38,-0.53
