name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Kieffer Moore,Bournemouth,Aston Villa,2022-08-06,True,FW,90,1,0.03,0,0.0,6,1,0,5.8,0,False,0.0,0.0,90.0,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Leeds United,2022-10-08,True,Sub,1,0,0.0,0,0.0,1,0,0,0.4,0,False,6.0,0.03,45.5,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Fulham,2022-10-15,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,3.5,0.01,30.67,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Southampton,2022-10-19,True,Sub,7,0,0.0,0,0.0,1,0,0,0.6,0,False,2.67,0.01,24.75,0,0,0,0,0,1
Kieffer Moore,Bournemouth,West Ham,2022-10-24,False,Sub,45,0,0.0,0,0.06,1,0,1,2.7,0,False,2.25,0.01,28.8,0,0,0,0,0,13
Kieffer Moore,Bournemouth,Tottenham,2022-10-29,True,FW,90,2,0.8,0,0.0,13,3,0,13.5,3,False,2.0,0.01,39.0,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Leicester City,2022-11-05,False,FW,90,0,0.41,0,0.0,2,1,0,3.2,0,False,3.4,0.16,46.29,0,0,0,0,0,6
Kieffer Moore,Bournemouth,Everton,2022-11-12,True,FW,66,1,0.81,0,0.0,6,1,0,7.6,0,True,3.6,0.24,48.75,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Chelsea,2022-12-27,False,FW,84,0,0.0,0,0.0,2,0,0,0.2,0,True,4.6,0.4,52.67,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Crystal Palace,2022-12-31,True,FW,90,0,0.69,0,0.0,2,2,0,2.9,0,True,4.8,0.4,56.4,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Manchester United,2023-01-03,False,Sub,14,0,0.0,0,0.0,1,0,0,0.5,0,False,5.0,0.54,52.55,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Manchester City,2022-08-13,False,FW,89,0,0.0,0,0.04,2,0,1,2.1,0,False,2.6,0.38,55.58,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Brentford,2023-01-14,False,FW,90,0,0.14,0,0.0,2,3,0,1.9,0,True,2.6,0.3,58.23,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Nottingham Forest,2023-01-21,True,FW,90,0,0.63,0,0.0,2,2,0,1.6,0,True,1.8,0.17,60.5,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Aston Villa,2023-03-18,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,1.8,0.29,56.53,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Arsenal,2022-08-20,True,FW,90,0,0.05,0,0.07,2,2,1,2.7,0,False,1.6,0.15,58.62,0,0,0,0,0,0
Kieffer Moore,Bournemouth,West Ham,2023-04-23,True,Sub,45,0,0.35,0,0.0,0,3,0,2.1,0,False,1.8,0.16,57.82,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Southampton,2023-04-27,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,1.4,0.23,54.67,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Leicester City,2023-04-30,True,Sub,20,0,0.44,0,0.0,1,1,0,0.3,0,False,1.2,0.21,52.84,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Crystal Palace,2023-05-13,False,Sub,30,0,0.0,0,0.0,1,0,0,0.8,0,False,1.0,0.17,51.7,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Manchester United,2023-05-20,True,Sub,34,0,0.32,0,0.0,1,1,0,2.2,0,False,1.0,0.17,50.86,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Everton,2023-05-28,False,Sub,25,0,0.04,0,0.04,1,1,1,0.0,0,False,0.8,0.22,49.68,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Liverpool,2022-08-27,False,FW,90,0,0.12,0,0.0,2,2,0,3.8,0,False,1.0,0.16,51.43,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Wolverhampton,2022-08-31,True,Sub,13,0,0.0,0,0.0,1,0,0,0.1,0,False,1.2,0.18,49.83,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Nottingham Forest,2022-09-03,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,1.2,0.1,47.88,0,0,0,0,0,1
Kieffer Moore,Bournemouth,Newcastle United,2022-09-17,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,1.2,0.1,46.08,0,0,0,0,0,2
Kieffer Moore,Bournemouth,Brentford,2022-10-01,True,FW,71,0,0.0,0,0.32,2,0,1,2.1,0,False,1.2,0.03,47.0,0,0,0,0,0,1
