name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Divin Mubama,West Ham,Arsenal,2022-12-26,False,Sub,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.0,0.0,3.0,0,0,0,0,0,0,West Ham,True,Brentford,1.03
Divin Mubama,West Ham,Brentford,,True,,0,,,,,0,,,0.0,0,False,1.0,0.0,1.5,0,0,0,0,0,0,West Ham,False,Leicester City,-1.62
Divin Mubama,West Ham,Leicester City,,False,,0,,,,,0,,,0.0,0,False,0.5,0.0,1.0,0,0,0,0,0,0,West Ham,False,Wolverhampton,1.36
Divin Mubama,West Ham,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.33,0.0,0.75,0,0,0,0,0,0,West Ham,True,Everton,-1.58
Divin Mubama,West Ham,Everton,,True,,0,,,,,0,,,0.0,0,False,0.25,0.0,0.6,0,0,0,0,0,0,West Ham,False,Newcastle United,-0.16
Divin Mubama,West Ham,Newcastle United,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,0.5,0,0,0,0,0,0,West Ham,True,Chelsea,-2.62
Divin Mubama,West Ham,Chelsea,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.43,0,0,0,0,0,0,West Ham,False,Tottenham,1.24
Divin Mubama,West Ham,Tottenham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.38,0,0,0,0,0,0,West Ham,True,Nottingham Forest,-3.27
Divin Mubama,West Ham,Nottingham Forest,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.33,0,0,0,0,0,0,West Ham,False,Brighton,0.97
Divin Mubama,West Ham,Brighton,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.3,0,0,0,0,0,0,West Ham,True,Aston Villa,-0.86
Divin Mubama,West Ham,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.27,0,0,0,0,0,0,West Ham,True,Southampton,0.91
Divin Mubama,West Ham,Southampton,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.25,0,0,0,0,0,0,West Ham,True,Newcastle United,1.05
Divin Mubama,West Ham,Newcastle United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.23,0,0,0,0,0,0,West Ham,False,Fulham,1.3
Divin Mubama,West Ham,Fulham,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.21,0,0,0,0,0,0,West Ham,True,Arsenal,2.39
Divin Mubama,West Ham,Arsenal,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.2,0,0,0,0,0,0,West Ham,False,Bournemouth,-3.46
Divin Mubama,West Ham,Bournemouth,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.19,0,0,0,0,0,0,West Ham,True,Liverpool,-1.57
Divin Mubama,West Ham,Liverpool,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.18,0,0,0,0,0,0,West Ham,False,Crystal Palace,0.59
Divin Mubama,West Ham,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.17,0,0,0,0,0,0,West Ham,False,Manchester City,1.66
Divin Mubama,West Ham,Manchester City,,False,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.16,0,0,0,0,0,0,West Ham,True,Manchester United,-1.91
Divin Mubama,West Ham,Manchester United,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.15,0,0,0,0,0,1,West Ham,False,Brentford,3.32
Divin Mubama,West Ham,Brentford,2023-05-14,False,Sub,32,0.0,0.0,0.0,0.06,1,0.0,1.0,1.4,0,False,0.0,0.0,1.67,0,0,0,0,0,1,West Ham,True,Leicester City,0.16
Divin Mubama,West Ham,Leicester City,2023-05-21,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.2,0.0,1.64,0,0,0,0,0,0,West Ham,False,Leeds United,1.87
Divin Mubama,West Ham,Leeds United,,False,,0,,,,,0,,,0.0,0,False,0.4,0.0,1.57,0,0,0,0,0,0,West Ham,False,Bournemouth,-3.46
