name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Erling Haaland,Man City,West Ham,2022-08-07,False,FW,77,2,2.17,0,0.0,13,5,0,14.0,3,False,0.0,0.0,77.0,0,0,0,0,0,6
Erling Haaland,Man City,Southampton,2022-10-08,True,FW,90,1,0.73,0,0.36,6,5,2,12.8,0,False,13.0,2.17,83.5,0,0,0,0,0,2
Erling Haaland,Man City,Liverpool,2022-10-16,False,FW,90,0,0.55,0,0.08,2,6,1,15.4,0,False,9.5,1.45,85.67,0,0,0,0,0,13
Erling Haaland,Man City,Brighton,2022-10-22,True,FW,79,2,1.14,0,0.06,13,3,1,13.6,3,False,7.0,1.15,84.0,0,0,0,0,0,5
Erling Haaland,Man City,Fulham,2022-11-05,True,Sub,26,1,0.98,0,0.0,5,4,0,9.4,1,False,8.5,1.15,72.4,0,0,0,0,0,1
Erling Haaland,Man City,Brentford,2022-11-12,True,FW,90,0,0.05,0,0.57,1,1,3,6.4,0,True,7.8,1.11,75.33,0,0,0,0,0,13
Erling Haaland,Man City,Leicester City,2022-12-28,False,FW,90,2,1.58,0,0.37,13,8,1,19.6,3,True,5.4,0.69,77.43,0,0,0,0,0,6
Erling Haaland,Man City,Everton,2022-12-31,True,FW,90,1,0.84,0,0.0,6,2,0,6.2,1,True,6.8,0.86,79.0,0,0,0,0,0,2
Erling Haaland,Man City,Chelsea,2023-01-05,False,FW,90,0,0.58,0,0.03,2,3,1,2.7,0,True,7.6,0.92,80.22,0,0,0,0,0,5
Erling Haaland,Man City,Bournemouth,2022-08-13,True,FW,73,0,0.22,1,0.42,5,2,1,5.5,0,False,5.4,0.8,79.5,0,0,0,0,0,2
Erling Haaland,Man City,Manchester United,2023-01-14,False,FW,90,0,0.11,0,0.0,2,2,0,1.7,0,True,5.4,0.85,80.45,0,0,0,0,0,6
Erling Haaland,Man City,Tottenham,2023-01-19,True,FW,89,1,1.1,0,0.0,6,3,0,10.0,0,True,5.6,0.86,81.17,0,0,0,0,0,17
Erling Haaland,Man City,Wolverhampton,2023-01-22,True,FW,60,3,1.88,0,0.0,17,4,0,17.6,3,True,4.2,0.77,79.54,0,0,0,0,0,2
Erling Haaland,Man City,Tottenham,2023-02-05,False,FW,90,0,0.0,0,0.06,2,0,1,1.8,0,True,6.4,0.98,80.29,0,0,0,0,0,4
Erling Haaland,Man City,Aston Villa,2023-02-12,True,FW,45,0,0.54,1,0.52,4,1,1,3.2,0,True,6.4,0.86,77.93,0,0,0,0,0,6
Erling Haaland,Man City,Arsenal,2023-02-15,False,FW,90,1,0.79,0,0.0,6,3,0,8.1,0,True,6.2,0.92,78.69,0,0,0,0,0,2
Erling Haaland,Man City,Nottingham Forest,2023-02-18,False,FW,90,0,1.07,0,0.0,2,2,0,1.2,0,True,7.0,1.06,79.35,0,0,0,0,0,10
Erling Haaland,Man City,Bournemouth,2023-02-25,False,FW,71,1,0.95,0,0.0,10,3,0,8.6,1,True,6.2,1.05,78.89,0,0,0,0,0,4
Erling Haaland,Man City,Newcastle United,2023-03-04,True,FW,90,0,0.18,1,0.11,4,2,1,5.2,0,True,4.8,0.87,79.47,0,0,0,0,0,6
Erling Haaland,Man City,Crystal Palace,2023-03-11,False,FW,90,1,1.54,0,0.0,6,5,0,7.0,0,True,5.2,1.1,80.0,0,0,0,0,0,6
