name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Erling Haaland,Man City,Newcastle United,2022-08-21,False,FW,90,1,1.52,0,0.28,6,4,1,12.5,0,False,5.6,1.11,80.48,0,0,0,0,0,12
Erling Haaland,Man City,Southampton,2023-04-08,False,FW,68,2,1.13,0,0.0,12,3,0,12.3,3,True,5.6,1.25,79.91,0,0,0,0,0,12
Erling Haaland,Man City,Leeds United,2023-04-15,True,FW,45,2,1.22,0,0.14,12,3,1,11.4,3,True,7.6,1.26,78.39,0,0,0,0,0,14
Erling Haaland,Man City,Arsenal,2023-04-26,True,FW,90,1,1.15,2,0.32,14,6,3,21.6,2,True,8.0,1.32,78.88,0,0,0,0,0,8
Erling Haaland,Man City,Fulham,2023-04-30,False,FW,90,1,0.99,0,0.14,8,4,2,10.7,2,True,10.0,1.71,79.32,0,0,0,0,0,8
Erling Haaland,Man City,West Ham,2023-05-03,True,FW,90,1,0.88,0,0.36,8,2,2,9.1,2,True,10.4,1.6,79.73,0,0,0,0,0,2
Erling Haaland,Man City,Leicester City,2023-05-06,True,FW,90,0,1.37,0,0.0,2,6,0,5.7,0,True,10.8,1.47,80.11,0,0,0,0,0,7
Erling Haaland,Man City,Everton,2023-05-14,False,FW,77,1,0.71,0,0.0,7,2,0,7.5,1,True,8.8,1.52,80.0,0,0,0,0,0,1
Erling Haaland,Man City,Chelsea,2023-05-21,True,Sub,16,0,0.13,0,0.0,1,1,0,0.4,0,False,7.8,1.42,77.79,0,0,0,0,0,5
Erling Haaland,Man City,Brighton,2023-05-24,False,FW,90,0,1.22,1,0.48,5,6,2,8.3,0,True,5.2,0.82,78.2,0,0,0,0,0,17
Erling Haaland,Man City,Crystal Palace,2022-08-27,True,FW,83,3,1.62,0,0.0,17,7,0,19.4,3,False,4.6,1.06,78.35,0,0,0,0,0,17
Erling Haaland,Man City,Nottingham Forest,2022-08-31,True,FW,68,3,1.81,0,0.0,17,4,0,18.9,3,False,6.4,1.21,78.03,0,0,0,0,0,9
Erling Haaland,Man City,Aston Villa,2022-09-03,False,FW,90,1,0.86,0,0.44,9,3,1,13.5,3,False,9.4,1.3,78.39,0,0,0,0,0,6
Erling Haaland,Man City,Wolverhampton,2022-09-17,False,FW,90,1,0.15,0,0.0,6,2,0,6.3,0,False,9.8,1.33,78.74,0,0,0,0,0,23
Erling Haaland,Man City,Manchester United,2022-10-02,True,FW,90,3,1.02,2,1.11,23,6,4,30.5,3,False,10.8,1.33,79.06,0,0,0,0,0,13
