name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kelechi Iheanacho,Leicester,Brentford,,True,,0,,,,,0,,,0.0,0,False,0.0,0.0,0.0,4.0,5.0,3.61,2.71,0.06,1.0,Leicester,False,Bournemouth,,0.19
Kelechi Iheanacho,Leicester,Bournemouth,2022-10-08,False,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,False,0.0,0.0,5.5,4.0,5.0,3.61,2.71,0.06,1.0,Leicester,True,Crystal Palace,-0.43,
Kelechi Iheanacho,Leicester,Crystal Palace,2022-10-15,True,Sub,5,0.0,0.03,0.0,0.05,1,1.0,1.0,3.5,0,False,0.5,0.0,5.33,4.0,5.0,3.61,2.71,0.06,1.0,Leicester,True,Leicester City,2.25,
Kelechi Iheanacho,Leicester,Leicester City,2022-10-20,True,Sub,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.67,0.01,5.25,4.0,5.0,3.61,2.71,0.06,0.0,Leicester,False,Wolverhampton,3.01,-0.46
Kelechi Iheanacho,Leicester,Wolverhampton,,False,,0,,,,,0,,,0.0,0,False,0.75,0.01,4.2,4.0,5.0,3.61,2.71,0.06,1.0,Leicester,True,Manchester City,2.25,
Kelechi Iheanacho,Leicester,Manchester City,2022-10-29,True,Sub,19,0.0,0.1,0.0,0.14,1,2.0,1.0,3.5,0,False,0.6,0.01,6.67,4.0,5.0,3.61,2.71,0.06,0.0,Leicester,False,Everton,1.31,-0.63
Kelechi Iheanacho,Leicester,Everton,,False,,0,,,,,0,,,0.0,0,False,0.8,0.03,5.71,4.0,5.0,3.61,2.71,0.06,0.0,Leicester,False,West Ham,-0.48,
Kelechi Iheanacho,Leicester,West Ham,,False,,0,,,,,0,,,0.0,0,False,0.6,0.03,5.0,4.0,5.0,3.61,2.71,0.06,1.0,Leicester,True,Newcastle United,2.07,
Kelechi Iheanacho,Leicester,Newcastle United,2022-12-26,True,Sub,19,0.0,0.07,0.0,0.0,1,2.0,0.0,2.0,0,False,0.4,0.02,6.56,4.0,5.0,3.61,2.71,0.06,1.0,Leicester,False,Liverpool,-0.04,-1.33
Kelechi Iheanacho,Leicester,Liverpool,2022-12-30,False,Sub,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.4,0.03,7.8,4.0,5.0,3.61,2.71,0.06,1.0,Leicester,True,Fulham,,-0.3
