name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Neal Maupay,Everton,Manchester United,2022-10-09,True,FW,83,0,0.0,0,0.0,2,0,0,0.8,0,False,0.0,0.0,83.0,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Tottenham,2022-10-15,False,FW,65,0,0.0,0,0.0,1,0,0,0.0,0,False,2.0,0.0,74.0,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Newcastle United,2022-10-19,False,Sub,17,0,0.0,0,0.0,1,0,0,0.3,0,False,1.5,0.0,55.0,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Crystal Palace,2022-10-22,True,Sub,12,0,0.0,0,0.0,1,0,0,0.1,0,False,1.33,0.0,44.25,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Fulham,2022-10-29,False,Sub,4,0,0.0,0,0.0,1,0,0,0.0,0,False,1.25,0.0,36.2,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Leeds United,2022-11-05,True,Sub,29,0,0.09,0,0.0,1,1,0,4.4,0,False,1.2,0.0,35.0,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Bournemouth,2022-11-12,False,FW,73,0,0.12,0,0.02,2,2,1,4.5,0,True,1.0,0.02,40.43,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Wolverhampton,2022-12-26,True,FW,82,0,0.09,0,0.0,2,2,0,2.3,0,True,1.2,0.04,45.62,8,2,8.28,2.45,0.04,0
Neal Maupay,Everton,Manchester City,2022-12-31,False,Sub,20,0,0.0,0,0.0,0,0,0,0.0,0,False,1.4,0.06,42.78,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Brighton,2023-01-03,True,Sub,26,0,0.0,0,0.0,1,0,0,0.2,0,False,1.2,0.06,41.1,8,2,8.28,2.45,0.04,0
Neal Maupay,Everton,Arsenal,2023-02-04,True,Sub,28,0,0.02,0,0.0,0,1,0,1.0,0,False,1.2,0.06,39.91,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Liverpool,2023-02-13,False,Sub,12,0,0.0,0,0.0,1,0,0,0.0,0,False,1.0,0.05,37.58,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Leicester City,2023-02-18,True,FW,80,0,0.49,0,0.0,2,3,0,4.3,0,True,0.8,0.02,40.85,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Aston Villa,2023-02-25,True,FW,75,0,0.78,0,0.06,2,3,1,6.0,0,True,0.8,0.1,43.29,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Arsenal,2023-03-01,False,FW,60,0,0.89,0,0.0,2,5,0,6.0,0,True,1.2,0.26,44.4,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Nottingham Forest,2023-03-05,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,1.4,0.44,41.69,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Brentford,2023-03-11,True,Sub,4,0,0.0,0,0.0,1,0,0,0.1,0,False,1.6,0.43,39.47,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Manchester United,2023-04-08,False,Sub,20,0,0.04,0,0.0,1,1,0,0.6,0,False,1.6,0.43,38.39,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Fulham,2023-04-15,True,FW,73,0,0.86,0,0.02,2,2,1,5.7,0,True,1.4,0.34,40.21,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Crystal Palace,2023-04-22,False,Sub,1,0,0.0,0,0.0,1,0,0,0.0,0,False,1.4,0.36,38.25,8,2,8.28,2.45,0.04,0
Neal Maupay,Everton,Newcastle United,2023-04-27,True,Sub,17,0,0.0,0,0.0,0,0,0,0.0,0,False,1.2,0.18,37.24,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Brighton,2023-05-08,False,Sub,3,0,0.0,0,0.0,1,0,0,0.0,0,False,1.0,0.18,35.68,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Manchester City,2023-05-14,True,Sub,45,0,0.12,0,0.0,1,1,0,1.0,0,False,1.0,0.18,36.09,8,2,8.28,2.45,0.04,1
Neal Maupay,Everton,Wolverhampton,2023-05-20,False,Sub,8,0,0.09,0,0.0,1,1,0,0.6,0,False,1.0,0.2,34.92,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Liverpool,2022-09-03,True,FW,90,0,0.94,0,0.26,2,5,4,10.3,0,False,0.8,0.04,37.12,8,2,8.28,2.45,0.04,9
Neal Maupay,Everton,West Ham,2022-09-18,True,FW,88,1,0.12,0,0.0,9,2,0,6.4,3,False,1.0,0.23,39.08,8,2,8.28,2.45,0.04,2
Neal Maupay,Everton,Southampton,2022-10-01,False,FW,88,0,0.8,0,0.0,2,3,0,7.6,0,False,2.8,0.25,40.89,8,2,8.28,2.45,0.04,2
