name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Darwin Núñez Ribeiro,Liverpool,Fulham,2022-08-06,False,Sub,39,1.0,1.67,1.0,0.49,9,4.0,2.0,18.6,1,False,0.0,0.0,39.0,0,0,0,0,0,6,Liverpool,False,Arsenal,2.26
Darwin Núñez Ribeiro,Liverpool,Arsenal,2022-10-09,False,FW,90,1.0,0.54,0.0,0.0,6,3.0,0.0,8.6,0,False,9.0,2.67,64.5,0,0,0,0,0,1,Liverpool,True,Manchester City,-0.87
Darwin Núñez Ribeiro,Liverpool,Manchester City,2022-10-16,True,Sub,18,0.0,0.37,0.0,0.5,1,3.0,1.0,2.5,0,False,7.5,1.61,49.0,0,0,0,0,0,5,Liverpool,True,West Ham,-0.03
Darwin Núñez Ribeiro,Liverpool,West Ham,2022-10-19,True,FW,56,1.0,0.67,0.0,0.0,5,6.0,0.0,10.1,0,False,5.33,1.2,50.75,0,0,0,0,0,0,Liverpool,False,Nottingham Forest,1.75
Darwin Núñez Ribeiro,Liverpool,Nottingham Forest,,False,,0,,,,,0,,,0.0,0,False,5.25,1.06,40.6,0,0,0,0,0,2,Liverpool,True,Leicester City,-2.17
Darwin Núñez Ribeiro,Liverpool,Leicester City,2022-10-29,True,FW,90,0.0,0.42,0.0,0.48,2,4.0,4.0,9.4,0,False,4.2,0.85,48.83,0,0,0,0,0,7,Liverpool,False,Tottenham,1.56
Darwin Núñez Ribeiro,Liverpool,Tottenham,2022-11-06,False,FW,86,0.0,0.33,1.0,0.54,7,4.0,2.0,9.4,2,False,2.8,0.4,54.14,0,0,0,0,0,13,Liverpool,True,Southampton,-2.6
Darwin Núñez Ribeiro,Liverpool,Southampton,2022-11-12,True,FWL,86,2.0,1.14,0.0,0.76,13,3.0,2.0,16.1,3,True,3.0,0.56,58.12,0,0,0,0,0,2,Liverpool,False,Aston Villa,1.03
Darwin Núñez Ribeiro,Liverpool,Aston Villa,2022-12-26,False,FW,87,0.0,1.44,0.0,0.08,2,6.0,1.0,9.9,0,True,5.4,0.71,61.33,0,0,0,0,0,5,Liverpool,True,Leeds United,-1.23
Darwin Núñez Ribeiro,Liverpool,Leeds United,2022-12-30,True,FW,90,0.0,0.79,0.0,0.55,5,7.0,2.0,10.6,0,True,4.8,0.87,64.2,0,0,0,0,0,1,Liverpool,False,Brentford,2.56
Darwin Núñez Ribeiro,Liverpool,Brentford,2023-01-02,False,FW,90,0.0,0.87,0.0,0.0,1,3.0,0.0,7.1,0,True,5.8,1.02,66.55,0,0,0,0,0,-2,Liverpool,True,Crystal Palace,1.28
Darwin Núñez Ribeiro,Liverpool,Crystal Palace,2022-08-15,True,FW,56,0.0,0.82,0.0,0.0,-2,5.0,0.0,3.5,0,False,5.6,1.11,65.67,0,0,0,0,0,0,Liverpool,False,Brighton,1.25
Darwin Núñez Ribeiro,Liverpool,Brighton,,False,,0,,,,,0,,,0.0,0,False,3.8,1.01,60.62,0,0,0,0,0,1,Liverpool,True,Chelsea,-1.38
Darwin Núñez Ribeiro,Liverpool,Chelsea,2023-01-21,True,Sub,27,0.0,0.1,0.0,0.11,1,1.0,1.0,4.3,0,False,1.2,0.78,58.21,0,0,0,0,0,2,Liverpool,False,Wolverhampton,1.32
Darwin Núñez Ribeiro,Liverpool,Wolverhampton,2023-02-04,False,FW,90,0.0,0.44,0.0,0.12,2,5.0,1.0,6.9,0,True,1.0,0.52,60.33,0,0,0,0,0,5,Liverpool,True,Everton,-1.61
Darwin Núñez Ribeiro,Liverpool,Everton,2023-02-13,True,FWL,69,0.0,0.33,1.0,0.66,5,5.0,2.0,8.2,0,True,0.4,0.45,60.88,0,0,0,0,0,5,Liverpool,False,Newcastle United,-0.43
Darwin Núñez Ribeiro,Liverpool,Newcastle United,2023-02-18,False,FWL,58,1.0,0.44,0.0,0.0,5,2.0,0.0,7.3,0,True,1.2,0.54,60.71,0,0,0,0,0,0,Liverpool,False,Crystal Palace,0.35
Darwin Núñez Ribeiro,Liverpool,Crystal Palace,,False,,0,,,,,0,,,0.0,0,False,2.6,0.46,57.33,0,0,0,0,0,2,Liverpool,True,Wolverhampton,-1.46
Darwin Núñez Ribeiro,Liverpool,Wolverhampton,2023-03-01,True,FWL,88,0.0,0.4,0.0,0.49,2,3.0,3.0,5.6,0,True,2.6,0.46,58.95,0,0,0,0,0,12,Liverpool,True,Manchester United,-2.66
Darwin Núñez Ribeiro,Liverpool,Manchester United,2023-03-05,True,FWL,77,2.0,1.3,0.0,0.0,12,4.0,0.0,13.6,2,True,2.8,0.52,59.85,0,0,0,0,0,2,Liverpool,False,Bournemouth,-0.9
Darwin Núñez Ribeiro,Liverpool,Bournemouth,2023-03-11,False,FWL,65,0.0,0.02,0.0,0.0,2,1.0,0.0,2.5,0,True,4.8,0.7,60.1,0,0,0,0,0,1,Liverpool,False,Manchester City,1.11
Darwin Núñez Ribeiro,Liverpool,Manchester City,2023-04-01,False,Sub,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,4.2,0.43,58.27,0,0,0,0,0,2,Liverpool,False,Chelsea,0.3
Darwin Núñez Ribeiro,Liverpool,Chelsea,2023-04-04,False,FWL,78,0.0,0.03,0.0,0.03,2,2.0,1.0,5.6,0,True,3.4,0.35,59.13,0,0,0,0,0,0,Liverpool,False,Manchester United,0.18
Darwin Núñez Ribeiro,Liverpool,Manchester United,,False,,0,,,,,0,,,0.0,0,False,3.8,0.35,56.67,0,0,0,0,0,1,Liverpool,True,Arsenal,-0.54
Darwin Núñez Ribeiro,Liverpool,Arsenal,2023-04-09,True,Sub,30,0.0,0.33,0.0,0.67,1,1.0,1.0,4.0,0,False,3.4,0.27,55.6,0,0,0,0,0,5,Liverpool,False,Leicester City,-2.79
Darwin Núñez Ribeiro,Liverpool,Leicester City,2023-04-17,False,Sub,9,1.0,0.36,0.0,0.0,5,1.0,0.0,5.1,0,False,1.2,0.08,53.81,0,0,0,0,0,1,Liverpool,True,Nottingham Forest,-1.23
Darwin Núñez Ribeiro,Liverpool,Nottingham Forest,2023-04-22,True,Sub,30,0.0,0.52,0.0,0.0,1,1.0,0.0,0.8,0,False,1.8,0.14,52.93,0,0,0,0,0,1,Liverpool,False,West Ham,2.89
Darwin Núñez Ribeiro,Liverpool,West Ham,2023-04-26,False,Sub,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,False,1.8,0.25,51.46,0,0,0,0,0,1,Liverpool,True,Tottenham,0.66
Darwin Núñez Ribeiro,Liverpool,Tottenham,2023-04-30,True,Sub,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,1.6,0.24,50.28,0,0,0,0,0,5,Liverpool,True,Fulham,0.57
Darwin Núñez Ribeiro,Liverpool,Fulham,2023-05-03,True,FW,82,0.0,0.09,0.0,0.06,5,1.0,2.0,3.7,0,True,1.8,0.24,51.33,0,0,0,0,0,2,Liverpool,True,Brentford,-2.96
Darwin Núñez Ribeiro,Liverpool,Brentford,2023-05-06,True,FWL,64,0.0,0.53,0.0,0.02,2,2.0,1.0,2.5,0,True,2.6,0.19,51.74,0,0,0,0,0,0,Liverpool,False,Leeds United,0.15
Darwin Núñez Ribeiro,Liverpool,Leeds United,,False,,0,,,,,0,,,0.0,0,False,2.0,0.23,50.12,0,0,0,0,0,0,Liverpool,True,Aston Villa,-0.35
Darwin Núñez Ribeiro,Liverpool,Aston Villa,,True,,0,,,,,0,,,0.0,0,False,1.8,0.12,48.61,0,0,0,0,0,0,Liverpool,False,Southampton,2.18
Darwin Núñez Ribeiro,Liverpool,Southampton,,False,,0,,,,,0,,,0.0,0,False,1.6,0.12,47.18,0,0,0,0,0,0,Liverpool,True,Bournemouth,-4.12
Darwin Núñez Ribeiro,Liverpool,Bournemouth,,True,,0,,,,,0,,,0.0,0,False,1.4,0.12,45.83,0,0,0,0,0,0,Liverpool,True,Newcastle United,-0.89
Darwin Núñez Ribeiro,Liverpool,Newcastle United,,True,,0,,,,,0,,,0.0,0,False,0.4,0.11,44.56,0,0,0,0,0,2,Liverpool,False,Everton,1.81
Darwin Núñez Ribeiro,Liverpool,Everton,2022-09-03,False,FW,79,0.0,0.38,0.0,0.1,2,6.0,2.0,9.7,0,False,0.0,0.0,45.49,0,0,0,0,0,1,Liverpool,True,Brighton,1.7
Darwin Núñez Ribeiro,Liverpool,Brighton,2022-10-01,True,Sub,1,0.0,0.04,0.0,0.0,1,1.0,0.0,0.1,0,False,0.4,0.08,44.32,0,0,0,0,0,1,Liverpool,False,Chelsea,0.3
