name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_fixture_difficulty
Jimmy Morgan,Southampton,Brighton,True,0,0,0.0,0,False,0.0,Southampton,False,Fulham,1.81
Jimmy Morgan,Southampton,Fulham,False,0,0,0.0,0,False,0.0,Southampton,True,Nottingham Forest,3.03
Jimmy Morgan,Southampton,Nottingham Forest,True,0,0,0.0,0,False,0.0,Southampton,False,Everton,2.07
Jimmy Morgan,Southampton,Everton,False,0,0,0.0,0,False,0.0,Southampton,True,Aston Villa,0.29
Jimmy Morgan,Southampton,Aston Villa,True,0,0,0.0,0,False,0.0,Southampton,False,Brentford,4.79
Jimmy Morgan,Southampton,Brentford,False,0,0,0.0,0,False,0.0,Southampton,True,Wolverhampton,2.57
Jimmy Morgan,Southampton,Wolverhampton,True,0,0,0.0,0,False,0.0,Southampton,False,Chelsea,0.51
Jimmy Morgan,Southampton,Chelsea,False,0,0,0.0,0,False,0.0,Southampton,False,Leicester City,-0.79
Jimmy Morgan,Southampton,Leicester City,False,0,0,0.0,0,False,0.0,Southampton,True,Leeds United,-1.21
Jimmy Morgan,Southampton,Leeds United,True,0,0,0.0,0,False,0.0,Southampton,False,Manchester United,0.89
Jimmy Morgan,Southampton,Manchester United,False,0,0,0.0,0,False,0.0,Southampton,True,Brentford,0.03
Jimmy Morgan,Southampton,Brentford,True,0,0,0.0,0,False,0.0,Southampton,True,Tottenham,0.56
Jimmy Morgan,Southampton,Tottenham,True,0,0,0.0,0,False,0.0,Southampton,False,West Ham,0.0
Jimmy Morgan,Southampton,West Ham,False,0,0,0.0,0,False,0.0,Southampton,True,Manchester City,0.1
Jimmy Morgan,Southampton,Manchester City,True,0,0,0.0,0,False,0.0,Southampton,True,Crystal Palace,2.32
Jimmy Morgan,Southampton,Crystal Palace,True,0,0,0.0,0,False,0.0,Southampton,False,Arsenal,0.71
Jimmy Morgan,Southampton,Arsenal,False,0,0,0.0,0,False,0.0,Southampton,True,Bournemouth,2.76
Jimmy Morgan,Southampton,Bournemouth,True,0,0,0.0,0,False,0.0,Southampton,False,Newcastle United,1.29
Jimmy Morgan,Southampton,Newcastle United,False,0,0,0.0,0,False,0.0,Southampton,False,Nottingham Forest,1.95
Jimmy Morgan,Southampton,Nottingham Forest,False,0,0,0.0,0,False,0.0,Southampton,True,Fulham,2.66
Jimmy Morgan,Southampton,Fulham,True,0,0,0.0,0,False,0.0,Southampton,False,Brighton,1.32
Jimmy Morgan,Southampton,Brighton,False,0,0,0.0,0,False,0.0,Southampton,True,Liverpool,-0.47
Jimmy Morgan,Southampton,Liverpool,True,0,0,0.0,0,False,,Chelsea,True,Liverpool,-0.16
