name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Danny Welbeck,Brighton,Manchester United,2022-08-07,False,FW,90,0,0.34,1,0.62,7,5,3,11.2,2,False,0.0,0.0,90.0,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Tottenham,2022-10-08,True,FW,90,0,0.14,0,0.05,2,3,1,5.2,0,False,7.0,1.34,90.0,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Brentford,2022-10-14,False,FW,90,0,0.3,0,0.0,2,3,0,5.1,0,False,4.5,0.74,90.0,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Nottingham Forest,2022-10-18,True,FW,90,0,0.99,0,0.44,2,4,2,9.2,0,False,3.67,0.59,90.0,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Manchester City,2022-10-22,False,FW,78,0,0.05,0,0.0,2,2,0,1.2,0,False,3.25,0.69,87.6,6,1,8.27,0.89,0.06,1
Danny Welbeck,Brighton,Wolverhampton,2022-11-05,False,Sub,25,0,0.03,0,0.0,1,1,0,1.5,0,False,3.0,0.57,77.17,6,1,8.27,0.89,0.06,1
Danny Welbeck,Brighton,Aston Villa,2022-11-13,True,FW,58,0,0.0,0,0.0,1,0,0,0.0,0,True,1.8,0.3,74.43,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Newcastle United,2022-08-13,True,FW,90,0,0.14,0,0.02,2,1,1,3.9,0,False,1.6,0.27,76.38,6,1,8.27,0.89,0.06,5
Danny Welbeck,Brighton,Liverpool,2023-01-14,True,Sub,24,1,0.7,0,0.0,5,2,0,7.8,0,False,1.6,0.24,70.56,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Leeds United,2023-01-21,False,FW,65,0,0.55,0,0.59,2,1,2,3.7,0,True,2.2,0.18,70.0,6,1,8.27,0.89,0.06,1
Danny Welbeck,Brighton,Bournemouth,2023-02-04,True,FW,56,0,0.96,0,0.05,1,3,1,4.5,0,True,2.2,0.28,68.73,6,1,8.27,0.89,0.06,5
Danny Welbeck,Brighton,West Ham,2023-03-04,True,Sub,14,1,0.1,0,0.0,5,2,0,4.0,0,False,2.2,0.47,64.17,6,1,8.27,0.89,0.06,1
Danny Welbeck,Brighton,Leicester City,2023-03-11,False,Sub,22,0,0.31,0,0.0,1,1,0,1.1,0,False,3.0,0.49,60.92,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Crystal Palace,2023-03-15,True,FW,78,0,0.03,0,0.0,2,1,0,1.7,0,True,2.8,0.52,62.14,6,1,8.27,0.89,0.06,6
Danny Welbeck,Brighton,Brentford,2023-04-01,True,FW,82,1,0.74,0,0.06,6,3,1,10.0,0,True,2.2,0.39,63.47,6,1,8.27,0.89,0.06,1
Danny Welbeck,Brighton,Bournemouth,2023-04-04,False,Sub,17,0,0.1,0,0.0,1,1,0,3.0,0,False,3.0,0.43,60.56,6,1,8.27,0.89,0.06,5
Danny Welbeck,Brighton,West Ham,2022-08-21,False,FW,90,0,0.0,0,0.05,5,0,1,2.8,0,False,3.0,0.25,62.29,6,1,8.27,0.89,0.06,2
Danny Welbeck,Brighton,Tottenham,2023-04-08,False,FW,65,0,0.13,0,0.04,2,2,1,4.6,0,True,3.0,0.23,62.44,6,1,8.27,0.89,0.06,5
Danny Welbeck,Brighton,Chelsea,2023-04-15,False,Sub,51,1,0.65,0,0.09,5,6,2,11.3,0,False,3.2,0.2,61.84,6,1,8.27,0.89,0.06,1
Danny Welbeck,Brighton,Nottingham Forest,2023-04-26,False,Sub,17,0,0.0,0,0.0,1,0,0,0.4,0,False,3.8,0.33,59.6,6,1,8.27,0.89,0.06,15
Danny Welbeck,Brighton,Wolverhampton,2023-04-29,True,FW,55,2,0.89,1,0.63,15,5,2,19.5,3,True,2.8,0.18,59.38,6,1,8.27,0.89,0.06,2
