name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Ollie Watkins,Aston Villa,Bournemouth,2022-08-06,False,Sub,24,0.0,0.0,0.0,0.02,1,0.0,1.0,1.6,0,False,0.0,0.0,24.0,11.0,2.0,11.48,2.99,0.04,2,Aston Villa,False,Nottingham Forest,
Ollie Watkins,Aston Villa,Nottingham Forest,2022-10-10,False,FW,90,0.0,0.2,0.0,0.04,2,1.0,1.0,6.4,0,False,1.0,0.0,57.0,11.0,2.0,11.48,2.99,0.04,2,Aston Villa,True,Chelsea,2.75
Ollie Watkins,Aston Villa,Chelsea,2022-10-16,True,FWL,90,0.0,0.57,0.0,0.06,2,3.0,1.0,4.1,0,False,1.5,0.1,68.0,11.0,2.0,11.48,2.99,0.04,2,Aston Villa,False,Fulham,
Ollie Watkins,Aston Villa,Fulham,2022-10-20,False,AMC,90,0.0,0.24,0.0,0.07,2,4.0,1.0,8.6,0,False,1.67,0.26,73.5,11.0,2.0,11.48,2.99,0.04,6,Aston Villa,True,Brentford,-0.37
Ollie Watkins,Aston Villa,Brentford,2022-10-23,True,AMR,80,1.0,2.24,0.0,0.02,6,5.0,1.0,16.4,0,False,1.75,0.25,74.8,11.0,2.0,11.48,2.99,0.04,1,Aston Villa,False,Newcastle United,1.88
Ollie Watkins,Aston Villa,Newcastle United,2022-10-29,False,AMR,90,0.0,0.0,0.0,0.08,1,0.0,1.0,2.2,0,False,2.6,0.65,77.33,11.0,2.0,11.48,2.99,0.04,5,Aston Villa,True,Manchester United,0.0
Ollie Watkins,Aston Villa,Manchester United,2022-11-06,True,FW,77,0.0,0.0,1.0,0.11,5,0.0,1.0,4.0,0,False,2.6,0.65,77.29,11.0,2.0,11.48,2.99,0.04,0,Aston Villa,False,Brighton,-4.31
Ollie Watkins,Aston Villa,Brighton,,False,,0,,,,,0,,,0.0,0,False,3.2,0.81,67.62,11.0,2.0,11.48,2.99,0.04,6,Aston Villa,True,Liverpool,-0.88
Ollie Watkins,Aston Villa,Liverpool,2022-12-26,True,FW,90,1.0,0.69,0.0,0.09,6,4.0,1.0,12.9,0,True,2.8,0.7,70.11,11.0,2.0,11.48,2.99,0.04,5,Aston Villa,False,Tottenham,2.01
Ollie Watkins,Aston Villa,Tottenham,2023-01-01,False,FW,90,0.0,0.32,1.0,0.15,5,4.0,3.0,11.4,0,True,3.6,0.79,72.1,11.0,2.0,11.48,2.99,0.04,2,Aston Villa,True,Wolverhampton,1.52
