name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lyle Taylor,Nott'm Forest,Newcastle United,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Aston Villa,,0.55
Lyle Taylor,Nott'm Forest,Aston Villa,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Wolverhampton,,-0.46
Lyle Taylor,Nott'm Forest,Wolverhampton,False,0,0,0.0,0,False,0.0,Nott'm Forest,False,Brighton,,-0.39
Lyle Taylor,Nott'm Forest,Brighton,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Liverpool,,-0.53
Lyle Taylor,Nott'm Forest,Liverpool,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Arsenal,,-0.0
Lyle Taylor,Nott'm Forest,Arsenal,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Brentford,,0.69
Lyle Taylor,Nott'm Forest,Brentford,True,0,0,0.0,0,False,0.0,Nott'm Forest,True,Crystal Palace,,0.81
Lyle Taylor,Nott'm Forest,Crystal Palace,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Manchester United,,-0.1
Lyle Taylor,Nott'm Forest,Manchester United,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Chelsea,,-0.25
Lyle Taylor,Nott'm Forest,Chelsea,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Southampton,,-1.07
Lyle Taylor,Nott'm Forest,Southampton,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,West Ham,,0.63
Lyle Taylor,Nott'm Forest,West Ham,True,0,0,0.0,0,False,0.0,Nott'm Forest,True,Leeds United,,-0.79
Lyle Taylor,Nott'm Forest,Leeds United,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Bournemouth,,0.19
Lyle Taylor,Nott'm Forest,Bournemouth,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Leicester City,,0.83
Lyle Taylor,Nott'm Forest,Leicester City,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Fulham,,1.37
Lyle Taylor,Nott'm Forest,Fulham,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Manchester City,,-1.17
Lyle Taylor,Nott'm Forest,Manchester City,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,West Ham,,0.14
Lyle Taylor,Nott'm Forest,West Ham,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Everton,,0.34
Lyle Taylor,Nott'm Forest,Everton,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Tottenham,,-0.03
Lyle Taylor,Nott'm Forest,Tottenham,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Newcastle United,,0.73
Lyle Taylor,Nott'm Forest,Newcastle United,True,0,0,0.0,0,False,0.0,Nott'm Forest,True,Wolverhampton,,-0.48
Lyle Taylor,Nott'm Forest,Wolverhampton,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Leicester City,,-0.05
Lyle Taylor,Nott'm Forest,Leicester City,False,0,0,0.0,0,False,0.0,Nott'm Forest,False,Everton,0.64,-0.63
Lyle Taylor,Nott'm Forest,Everton,False,0,0,0.0,0,False,0.0,Nott'm Forest,False,Aston Villa,,0.59
Lyle Taylor,Nott'm Forest,Aston Villa,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Manchester United,,0.38
Lyle Taylor,Nott'm Forest,Manchester United,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Liverpool,,-1.33
Lyle Taylor,Nott'm Forest,Liverpool,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Brighton,,-0.71
Lyle Taylor,Nott'm Forest,Brighton,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Brentford,,-0.55
Lyle Taylor,Nott'm Forest,Brentford,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Southampton,,-0.38
Lyle Taylor,Nott'm Forest,Southampton,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Chelsea,,-0.72
Lyle Taylor,Nott'm Forest,Chelsea,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Arsenal,,0.36
Lyle Taylor,Nott'm Forest,Arsenal,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Crystal Palace,,0.13
Lyle Taylor,Nott'm Forest,Crystal Palace,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Tottenham,5.64,1.07
Lyle Taylor,Nott'm Forest,Tottenham,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Manchester City,4.94,-1.26
Lyle Taylor,Nott'm Forest,Manchester City,False,0,0,0.0,0,False,0.0,Nott'm Forest,True,Bournemouth,0.55,1.46
Lyle Taylor,Nott'm Forest,Bournemouth,True,0,0,0.0,0,False,0.0,Nott'm Forest,True,Fulham,0.28,-0.3
Lyle Taylor,Nott'm Forest,Fulham,True,0,0,0.0,0,False,0.0,Nott'm Forest,False,Leeds United,3.17,-0.8
Lyle Taylor,Nott'm Forest,Leeds United,False,0,0,0.0,0,False,,Chelsea,True,Liverpool,,-0.53
