name,team,opponent_team,was_home,minutes,total_points,ict_index,bonus,starts,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rodrigo Muniz Carvalho,Fulham,Liverpool,True,0,0,0.0,0,False,0,Fulham,False,West Ham,,
Rodrigo Muniz Carvalho,Fulham,West Ham,False,0,0,0.0,0,False,0,Fulham,True,Bournemouth,,1.46
Rodrigo Muniz Carvalho,Fulham,Bournemouth,True,0,0,0.0,0,False,0,Fulham,True,Aston Villa,,
Rodrigo Muniz Carvalho,Fulham,Aston Villa,True,0,0,0.0,0,False,0,Fulham,False,Leicester City,,
Rodrigo Muniz Carvalho,Fulham,Leicester City,False,0,0,0.0,0,False,0,Fulham,True,Everton,,0.34
Rodrigo Muniz Carvalho,Fulham,Everton,True,0,0,0.0,0,False,0,Fulham,False,Manchester City,,
Rodrigo Muniz Carvalho,Fulham,Manchester City,False,0,0,0.0,0,False,0,Fulham,True,Manchester United,,
Rodrigo Muniz Carvalho,Fulham,Manchester United,True,0,0,0.0,0,False,0,Fulham,False,Crystal Palace,,
Rodrigo Muniz Carvalho,Fulham,Crystal Palace,False,0,0,0.0,0,False,0,Fulham,True,Southampton,,-0.38
Rodrigo Muniz Carvalho,Fulham,Southampton,True,0,0,0.0,0,False,0,Fulham,False,Leeds United,,
Rodrigo Muniz Carvalho,Fulham,Leeds United,False,0,0,0.0,0,False,0,Fulham,True,Chelsea,,-0.25
Rodrigo Muniz Carvalho,Fulham,Chelsea,True,0,0,0.0,0,False,0,Fulham,False,Wolverhampton,,-0.46
Rodrigo Muniz Carvalho,Fulham,Wolverhampton,False,0,0,0.0,0,False,0,Fulham,False,Newcastle United,,
Rodrigo Muniz Carvalho,Fulham,Newcastle United,False,0,0,0.0,0,False,0,Fulham,True,Tottenham,,1.07
Rodrigo Muniz Carvalho,Fulham,Tottenham,True,0,0,0.0,0,False,0,Fulham,False,Chelsea,,-0.72
Rodrigo Muniz Carvalho,Fulham,Chelsea,False,0,0,0.0,0,False,0,Fulham,True,Nottingham Forest,,
Rodrigo Muniz Carvalho,Fulham,Nottingham Forest,True,0,0,0.0,0,False,0,Fulham,False,Brighton,,-0.39
Rodrigo Muniz Carvalho,Fulham,Brighton,False,0,0,0.0,0,False,0,Fulham,True,Wolverhampton,,-0.48
Rodrigo Muniz Carvalho,Fulham,Wolverhampton,True,0,0,0.0,0,False,0,Fulham,False,Brentford,,-0.55
Rodrigo Muniz Carvalho,Fulham,Brentford,False,0,0,0.0,0,False,0,Fulham,True,Arsenal,,0.36
Rodrigo Muniz Carvalho,Fulham,Arsenal,True,0,0,0.0,0,False,0,Fulham,False,Bournemouth,,0.19
Rodrigo Muniz Carvalho,Fulham,Bournemouth,False,0,0,0.0,0,False,0,Fulham,True,Brentford,-2.09,0.69
Rodrigo Muniz Carvalho,Fulham,Brentford,True,0,0,0.0,0,False,0,Fulham,True,West Ham,,
Rodrigo Muniz Carvalho,Fulham,West Ham,True,0,0,0.0,0,False,0,Fulham,False,Everton,,-0.63
Rodrigo Muniz Carvalho,Fulham,Everton,False,0,0,0.0,0,False,0,Fulham,True,Leicester City,,
Rodrigo Muniz Carvalho,Fulham,Leicester City,True,0,0,0.0,0,False,0,Fulham,False,Aston Villa,,
Rodrigo Muniz Carvalho,Fulham,Aston Villa,False,0,0,0.0,0,False,0,Fulham,True,Manchester City,,
Rodrigo Muniz Carvalho,Fulham,Manchester City,True,0,0,0.0,0,False,0,Fulham,False,Liverpool,,-1.33
Rodrigo Muniz Carvalho,Fulham,Liverpool,False,0,0,0.0,0,False,0,Fulham,True,Leeds United,,
Rodrigo Muniz Carvalho,Fulham,Leeds United,True,0,0,0.0,0,False,0,Fulham,False,Southampton,,-1.07
Rodrigo Muniz Carvalho,Fulham,Southampton,False,0,0,0.0,0,False,0,Fulham,True,Crystal Palace,,
Rodrigo Muniz Carvalho,Fulham,Crystal Palace,True,0,0,0.0,0,False,0,Fulham,False,Manchester United,,
Rodrigo Muniz Carvalho,Fulham,Manchester United,False,0,0,0.0,0,False,0,Fulham,False,Arsenal,0.0,-0.0
Rodrigo Muniz Carvalho,Fulham,Arsenal,False,0,0,0.0,0,False,0,Fulham,True,Brighton,-0.52,-0.71
Rodrigo Muniz Carvalho,Fulham,Brighton,True,0,0,0.0,0,False,0,Fulham,False,Tottenham,1.23,-0.03
Rodrigo Muniz Carvalho,Fulham,Tottenham,False,0,0,0.0,0,False,0,Fulham,False,Nottingham Forest,-0.51,
Rodrigo Muniz Carvalho,Fulham,Nottingham Forest,False,0,0,0.0,0,False,0,Fulham,True,Newcastle United,3.93,
Rodrigo Muniz Carvalho,Fulham,Newcastle United,True,0,0,0.0,0,False,0,Fulham,False,Everton,,-0.63
