name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Sam Surridge,Nott'm Forest,Newcastle United,2022-08-06,False,FW,62,0.0,0.12,0.0,0.0,2,2.0,0.0,1.4,0,False,0.0,0.0,62.0,0,0,0,0,0,1,Nott'm Forest,True,Aston Villa,
Sam Surridge,Nott'm Forest,Aston Villa,2022-10-10,True,Sub,19,0.0,0.0,0.0,0.05,1,0.0,1.0,1.0,0,False,2.0,0.12,40.5,0,0,0,0,0,1,Nott'm Forest,False,Wolverhampton,
Sam Surridge,Nott'm Forest,Wolverhampton,2022-10-15,False,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.5,0.06,27.33,0,0,0,0,0,0,Nott'm Forest,False,Brighton,
Sam Surridge,Nott'm Forest,Brighton,,False,,0,,,,,0,,,0.0,0,False,1.33,0.04,20.5,0,0,0,0,0,0,Nott'm Forest,True,Liverpool,
Sam Surridge,Nott'm Forest,Liverpool,,True,,0,,,,,0,,,0.0,0,False,1.0,0.03,16.4,0,0,0,0,0,0,Nott'm Forest,False,Arsenal,
Sam Surridge,Nott'm Forest,Arsenal,,False,,0,,,,,0,,,0.0,0,False,0.8,0.02,13.67,0,0,0,0,0,1,Nott'm Forest,True,Brentford,
Sam Surridge,Nott'm Forest,Brentford,2022-11-05,True,Sub,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,0.4,0.0,11.86,0,0,0,0,0,1,Nott'm Forest,True,Crystal Palace,
Sam Surridge,Nott'm Forest,Crystal Palace,2022-11-12,True,Sub,9,0.0,0.08,0.0,0.0,1,1.0,0.0,0.8,0,False,0.4,0.0,11.5,0,0,0,0,0,1,Nott'm Forest,False,Manchester United,
Sam Surridge,Nott'm Forest,Manchester United,2022-12-27,False,Sub,28,0.0,0.09,0.0,0.0,1,1.0,0.0,2.3,0,False,0.4,0.02,13.33,0,0,0,0,0,1,Nott'm Forest,True,Chelsea,
Sam Surridge,Nott'm Forest,Chelsea,2023-01-01,True,Sub,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,0.6,0.03,12.8,0,0,0,0,0,1,Nott'm Forest,False,Southampton,
Sam Surridge,Nott'm Forest,Southampton,2023-01-04,False,Sub,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,False,0.8,0.03,13.36,0,0,0,0,0,0,Nott'm Forest,True,West Ham,
Sam Surridge,Nott'm Forest,West Ham,2022-08-14,True,Sub,18,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,False,1.0,0.03,13.75,0,0,0,0,0,1,Nott'm Forest,True,Leeds United,
Sam Surridge,Nott'm Forest,Leeds United,2023-01-14,True,Sub,35,0.0,0.57,0.0,0.0,1,2.0,0.0,1.0,0,False,0.8,0.03,15.38,0,0,0,0,0,8,Nott'm Forest,False,Bournemouth,
Sam Surridge,Nott'm Forest,Bournemouth,2023-01-21,False,Sub,15,1.0,0.8,0.0,0.0,8,2.0,0.0,7.3,3,False,0.8,0.13,15.36,0,0,0,0,0,0,Nott'm Forest,True,Leicester City,
Sam Surridge,Nott'm Forest,Leicester City,2023-02-05,True,Sub,17,0.0,0.04,0.0,0.0,0,1.0,0.0,0.1,0,False,2.2,0.27,15.47,0,0,0,0,0,0,Nott'm Forest,False,Fulham,
Sam Surridge,Nott'm Forest,Fulham,,False,,0,,,,,0,,,0.0,0,False,2.0,0.28,14.5,0,0,0,0,0,0,Nott'm Forest,True,Manchester City,
Sam Surridge,Nott'm Forest,Manchester City,,True,,0,,,,,0,,,0.0,0,False,1.8,0.28,13.65,0,0,0,0,0,1,Nott'm Forest,False,West Ham,
Sam Surridge,Nott'm Forest,West Ham,2023-02-25,False,Sub,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,1.8,0.28,13.11,0,0,0,0,0,0,Nott'm Forest,True,Everton,
Sam Surridge,Nott'm Forest,Everton,,True,,0,,,,,0,,,0.0,0,False,1.8,0.17,12.42,0,0,0,0,0,0,Nott'm Forest,False,Tottenham,
Sam Surridge,Nott'm Forest,Tottenham,,False,,0,,,,,0,,,0.0,0,False,0.2,0.01,11.8,0,0,0,0,0,1,Nott'm Forest,True,Newcastle United,
Sam Surridge,Nott'm Forest,Newcastle United,2023-03-17,True,Sub,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.2,0.0,11.76,0,0,0,0,0,0,Nott'm Forest,True,Wolverhampton,
Sam Surridge,Nott'm Forest,Wolverhampton,,True,,0,,,,,0,,,0.0,0,False,0.4,0.0,11.23,0,0,0,0,0,0,Nott'm Forest,False,Leicester City,
Sam Surridge,Nott'm Forest,Leicester City,,False,,0,,,,,0,,,0.0,0,False,0.4,0.0,10.74,0,0,0,0,0,0,Nott'm Forest,False,Everton,0.64
Sam Surridge,Nott'm Forest,Everton,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,10.29,0,0,0,0,0,0,Nott'm Forest,False,Aston Villa,
Sam Surridge,Nott'm Forest,Aston Villa,,False,,0,,,,,0,,,0.0,0,False,0.2,0.0,9.88,0,0,0,0,0,1,Nott'm Forest,True,Manchester United,
Sam Surridge,Nott'm Forest,Manchester United,2023-04-16,True,Sub,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,False,0.2,0.0,10.46,0,0,0,0,0,1,Nott'm Forest,False,Liverpool,
Sam Surridge,Nott'm Forest,Liverpool,2023-04-22,False,Sub,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,False,0.2,0.0,10.19,0,0,0,0,0,0,Nott'm Forest,True,Brighton,
Sam Surridge,Nott'm Forest,Brighton,,True,,0,,,,,0,,,0.0,0,False,0.4,0.0,9.82,0,0,0,0,0,0,Nott'm Forest,False,Brentford,
Sam Surridge,Nott'm Forest,Brentford,,False,,0,,,,,0,,,0.0,0,False,0.4,0.0,9.48,0,0,0,0,0,1,Nott'm Forest,True,Southampton,
