name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Moisés Caicedo Corozo,Chelsea,Manchester City,2024-08-18,True,90.0,0.0,0.02,0.0,0.03,1.0,1.0,1.0,4.2,0.0,1.0,0.53,1.0,0.02,90.0,1.0,3.0,0.3,2.49,0.03,2.0,Chelsea,False,Wolverhampton,,-0.53
Moisés Caicedo Corozo,Chelsea,Wolverhampton,2024-08-25,False,75.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,1.0,0.6,1.5,0.01,82.5,1.0,3.0,0.3,2.49,0.03,2.0,Chelsea,True,Crystal Palace,,0.88
Moisés Caicedo Corozo,Chelsea,Crystal Palace,2024-09-01,True,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,0.0,1.0,0.56,1.67,0.01,85.0,1.0,3.0,0.3,2.49,0.03,3.0,Chelsea,False,Bournemouth,,-0.04
Moisés Caicedo Corozo,Chelsea,Bournemouth,2024-09-14,False,90.0,0.0,0.02,0.0,0.0,3.0,1.0,0.0,2.4,0.0,1.0,0.56,2.0,0.01,86.25,1.0,3.0,0.3,2.49,0.03,6.0,Chelsea,False,West Ham,,-0.34
Moisés Caicedo Corozo,Chelsea,West Ham,2024-09-21,False,90.0,0.0,0.11,1.0,0.34,6.0,1.0,1.0,8.1,0.0,1.0,0.64,2.8,0.23,87.0,1.0,3.0,0.3,2.49,0.03,2.0,Chelsea,True,Brighton,,-0.42
Moisés Caicedo Corozo,Chelsea,Brighton,2024-09-28,True,90.0,0.0,0.0,0.0,0.49,2.0,0.0,2.0,3.6,0.0,1.0,0.91,3.0,0.23,87.5,1.0,3.0,0.3,2.49,0.03,1.0,Chelsea,True,Nottingham Forest,,1.2
Moisés Caicedo Corozo,Chelsea,Nottingham Forest,2024-10-06,True,90.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,2.3,0.0,1.0,1.0,2.8,0.23,87.86,1.0,3.0,0.3,2.49,0.03,5.0,Chelsea,False,Liverpool,,-1.08
Moisés Caicedo Corozo,Chelsea,Liverpool,2024-10-20,False,90.0,0.0,0.0,1.0,0.43,5.0,0.0,2.0,5.8,0.0,1.0,0.95,3.4,0.43,88.12,1.0,3.0,0.3,2.49,0.03,2.0,Chelsea,True,Newcastle United,,0.67
Moisés Caicedo Corozo,Chelsea,Newcastle United,2024-10-27,True,90.0,0.0,0.05,0.0,0.08,2.0,1.0,2.0,4.8,0.0,1.0,1.0,3.2,0.44,88.33,1.0,3.0,0.3,2.49,0.03,9.0,Chelsea,False,Manchester United,,-0.41
Moisés Caicedo Corozo,Chelsea,Manchester United,2024-11-03,False,90.0,1.0,0.03,0.0,0.13,9.0,1.0,1.0,7.9,2.0,1.0,1.01,3.8,0.22,88.5,1.0,3.0,0.3,2.49,0.03,2.0,Chelsea,True,Arsenal,,-0.32
Moisés Caicedo Corozo,Chelsea,Arsenal,2024-11-10,True,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.8,0.0,1.0,1.35,3.8,0.22,88.64,1.0,3.0,0.3,2.49,0.03,2.0,Chelsea,False,Leicester City,,-0.22
Moisés Caicedo Corozo,Chelsea,Leicester City,2024-11-23,False,80.0,0.0,0.07,0.0,0.0,2.0,1.0,0.0,1.7,0.0,1.0,1.59,4.0,0.23,87.92,1.0,3.0,0.3,2.49,0.03,,Chelsea,True,Aston Villa,,0.66
,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,Chelsea,False,Southampton,,-0.31
,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,Chelsea,False,Tottenham,,-0.3
