name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ethan Nwaneri,Arsenal,Wolverhampton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,Arsenal,False,Aston Villa,,0.11
Ethan Nwaneri,Arsenal,Aston Villa,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,Arsenal,True,Brighton,,-0.42
Ethan Nwaneri,Arsenal,Brighton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,1.0,Arsenal,False,Tottenham,,-0.3
Ethan Nwaneri,Arsenal,Tottenham,2024-09-15,False,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9,0.0,0.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.02,0.08,0.0,Arsenal,False,Manchester City,,-1.51
Ethan Nwaneri,Arsenal,Manchester City,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.26,0.2,0.0,0.8,0.0,0.0,0.0,0.02,0.08,1.0,Arsenal,True,Leicester City,,0.47
Ethan Nwaneri,Arsenal,Leicester City,2024-09-28,True,5.0,0.0,0.02,0.0,0.1,1.0,1.0,1.0,3.2,0.0,0.0,0.27,0.4,0.0,1.5,0.0,0.0,0.0,0.02,0.08,0.0,Arsenal,True,Southampton,,0.24
Ethan Nwaneri,Arsenal,Southampton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.31,0.4,0.0,1.29,0.0,0.0,0.0,0.02,0.08,1.0,Arsenal,False,Bournemouth,,-0.04
Ethan Nwaneri,Arsenal,Bournemouth,2024-10-19,False,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.3,0.6,0.0,2.25,0.0,0.0,0.0,0.02,0.08,1.0,Arsenal,True,Liverpool,,0.24
Ethan Nwaneri,Arsenal,Liverpool,2024-10-27,True,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.3,0.6,0.0,2.56,0.0,0.0,0.0,0.02,0.08,1.0,Arsenal,False,Newcastle United,,-0.44
Ethan Nwaneri,Arsenal,Newcastle United,2024-11-02,False,29.0,0.0,0.03,0.0,0.0,1.0,1.0,0.0,0.4,0.0,0.0,0.32,0.8,0.01,5.2,0.0,0.0,0.0,0.02,0.08,0.0,Arsenal,False,Chelsea,,-0.9
Ethan Nwaneri,Arsenal,Chelsea,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.33,0.6,0.01,4.73,0.0,0.0,0.0,0.02,0.08,6.0,Arsenal,True,Nottingham Forest,,1.2
Ethan Nwaneri,Arsenal,Nottingham Forest,2024-11-23,True,8.0,1.0,0.21,0.0,0.04,6.0,2.0,1.0,7.1,0.0,0.0,0.33,1.8,0.05,5.0,0.0,0.0,0.0,0.02,0.08,,Arsenal,False,West Ham,,-0.34
,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal,True,Manchester United,,0.39
,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal,False,Fulham,,0.53
