name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty
Luis Guilherme Lira dos Santos,West Ham,Aston Villa,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,3225.0,0.0,0.0,0.0,0.0,West Ham,False,Crystal Palace,,0.2,0.0,0.0,
Luis Guilherme Lira dos Santos,West Ham,Crystal Palace,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,3121.0,0.0,0.0,0.0,0.0,West Ham,True,Manchester City,,-1.18,0.0,0.0,
Luis Guilherme Lira dos Santos,West Ham,Manchester City,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,3021.0,0.0,0.0,0.0,0.0,West Ham,False,Fulham,,0.53,0.0,0.0,
Luis Guilherme Lira dos Santos,West Ham,Fulham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,2891.0,0.0,0.0,0.0,0.0,West Ham,True,Chelsea,,0.0,0.0,0.0,
Luis Guilherme Lira dos Santos,West Ham,Chelsea,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,2801.0,0.0,0.0,0.0,0.0,West Ham,False,Brentford,,-0.15,0.0,0.0,
Luis Guilherme Lira dos Santos,West Ham,Brentford,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,2863.0,0.0,0.0,0.0,1.0,West Ham,True,Ipswich Town,,,0.0,0.0,
Luis Guilherme Lira dos Santos,West Ham,Ipswich Town,2024-10-05,True,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2862.0,0.2,0.0,0.57,0.0,West Ham,False,Tottenham,,-0.3,4.0,4.0,
Luis Guilherme Lira dos Santos,West Ham,Tottenham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,2840.0,0.2,0.0,0.5,0.0,West Ham,True,Manchester United,,0.39,4.0,4.0,
Luis Guilherme Lira dos Santos,West Ham,Manchester United,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,2768.0,0.2,0.0,0.44,0.0,West Ham,False,Nottingham Forest,,-0.54,4.0,4.0,
Luis Guilherme Lira dos Santos,West Ham,Nottingham Forest,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,2735.0,0.2,0.0,0.4,1.0,West Ham,True,Everton,,0.61,0.0,4.0,
Luis Guilherme Lira dos Santos,West Ham,Everton,2024-11-09,True,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,2757.0,0.4,0.0,1.0,,West Ham,False,Newcastle United,,-0.44,7.0,11.0,
Luis Guilherme Lira dos Santos,West Ham,,,,,,,,,,,,,,,,,,,,West Ham,True,Arsenal,,-0.32,7.0,7.0,
Luis Guilherme Lira dos Santos,West Ham,,,,,,,,,,,,,,,,,,,,West Ham,False,Leicester City,,-0.22,7.0,7.0,
