name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty
Boubakary Soumaré,Leicester,Tottenham,2024-08-19,True,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,17951.0,1.0,0.0,11.0,0.0,Leicester,False,Fulham,,0.53,11.0,11.0,
Boubakary Soumaré,Leicester,Fulham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,20681.0,0.5,0.0,5.5,0.0,Leicester,True,Aston Villa,,0.66,11.0,11.0,
Boubakary Soumaré,Leicester,Aston Villa,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,20154.0,0.33,0.0,3.67,0.0,Leicester,False,Crystal Palace,,0.2,11.0,11.0,
Boubakary Soumaré,Leicester,Crystal Palace,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,20459.0,0.25,0.0,2.75,0.0,Leicester,True,Everton,,0.61,0.0,11.0,
Boubakary Soumaré,Leicester,Everton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,19781.0,0.2,0.0,2.2,0.0,Leicester,False,Arsenal,,-0.56,0.0,11.0,
Boubakary Soumaré,Leicester,Arsenal,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,18525.0,0.0,0.0,1.83,0.0,Leicester,True,Bournemouth,,0.84,0.0,0.0,
Boubakary Soumaré,Leicester,Bournemouth,2024-10-05,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17653.0,0.0,0.0,1.86,0.0,Leicester,False,Southampton,,-0.31,2.0,2.0,
Boubakary Soumaré,Leicester,Southampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,17869.0,0.0,0.0,1.62,0.0,Leicester,True,Nottingham Forest,,1.2,2.0,2.0,
Boubakary Soumaré,Leicester,Nottingham Forest,2024-10-25,True,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,21775.0,0.0,0.0,3.22,1.0,Leicester,False,Ipswich Town,,,18.0,18.0,
Boubakary Soumaré,Leicester,Ipswich Town,2024-11-02,False,19.0,0.0,0.06,0.0,0.0,1.0,1.0,0.0,0.7,0.0,0.0,28060.0,0.2,0.01,4.8,2.0,Leicester,False,Manchester United,,-0.41,35.0,37.0,
Boubakary Soumaré,Leicester,Manchester United,2024-11-10,False,90.0,0.0,0.0,0.0,0.01,2.0,0.0,1.0,3.6,0.0,1.0,30075.0,0.6,0.01,12.55,,Leicester,True,Chelsea,,0.0,125.0,127.0,
Boubakary Soumaré,Leicester,,,,,,,,,,,,,,,,,,,,Leicester,False,Brentford,,-0.15,109.0,125.0,
Boubakary Soumaré,Leicester,,,,,,,,,,,,,,,,,,,,Leicester,True,West Ham,,0.48,90.0,125.0,
