name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty
Omari Giraud-Hutchinson,Ipswich,Liverpool,2024-08-17,True,90.0,0.0,0.17,0.0,0.0,1.0,3.0,0.0,2.7,0.0,1.0,51791.0,1.0,0.17,90.0,2.0,Ipswich,False,Manchester City,,-1.51,90.0,90.0,
Omari Giraud-Hutchinson,Ipswich,Manchester City,2024-08-24,False,88.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.0,1.0,52172.0,1.5,0.09,89.0,2.0,Ipswich,True,Fulham,,0.27,178.0,178.0,
Omari Giraud-Hutchinson,Ipswich,Fulham,2024-08-31,True,90.0,0.0,0.09,0.0,0.0,2.0,2.0,0.0,3.5,0.0,1.0,50708.0,1.67,0.09,89.33,2.0,Ipswich,False,Brighton,,-0.61,268.0,268.0,
Omari Giraud-Hutchinson,Ipswich,Brighton,2024-09-14,False,84.0,0.0,0.09,0.0,0.0,2.0,1.0,0.0,1.5,0.0,1.0,44439.0,1.75,0.09,88.0,1.0,Ipswich,False,Southampton,,-0.31,262.0,352.0,
Omari Giraud-Hutchinson,Ipswich,Southampton,2024-09-21,False,90.0,0.0,0.03,0.0,0.17,1.0,1.0,3.0,8.0,0.0,1.0,43227.0,1.6,0.07,88.4,6.0,Ipswich,True,Aston Villa,,0.66,264.0,442.0,
Omari Giraud-Hutchinson,Ipswich,Aston Villa,2024-09-29,True,90.0,0.0,0.03,1.0,0.5,6.0,1.0,1.0,4.3,1.0,1.0,37535.0,2.6,0.25,88.67,2.0,Ipswich,False,West Ham,,-0.34,264.0,442.0,
Omari Giraud-Hutchinson,Ipswich,West Ham,2024-10-05,False,82.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,1.0,38624.0,2.6,0.25,87.71,2.0,Ipswich,True,Everton,,0.61,262.0,436.0,
Omari Giraud-Hutchinson,Ipswich,Everton,2024-10-19,True,90.0,0.0,0.11,0.0,0.24,2.0,2.0,3.0,6.6,0.0,1.0,39008.0,2.6,0.25,88.0,0.0,Ipswich,False,Brentford,,-0.15,262.0,436.0,
Omari Giraud-Hutchinson,Ipswich,Brentford,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,36440.0,2.2,0.23,78.22,3.0,Ipswich,True,Leicester City,,0.47,172.0,352.0,
Omari Giraud-Hutchinson,Ipswich,Leicester City,2024-11-02,True,80.0,0.0,0.14,0.0,0.57,3.0,3.0,2.0,6.1,0.0,1.0,34130.0,2.6,0.26,78.4,1.0,Ipswich,False,Tottenham,,-0.3,170.0,342.0,
Omari Giraud-Hutchinson,Ipswich,Tottenham,2024-11-10,False,90.0,0.0,0.09,0.0,0.02,1.0,1.0,1.0,3.3,0.0,1.0,31201.0,1.6,0.07,79.45,,Ipswich,True,Manchester United,,0.39,170.0,342.0,
Omari Giraud-Hutchinson,Ipswich,,,,,,,,,,,,,,,,,,,,Ipswich,False,Nottingham Forest,,-0.54,170.0,260.0,
Omari Giraud-Hutchinson,Ipswich,,,,,,,,,,,,,,,,,,,,Ipswich,True,Crystal Palace,,0.88,90.0,170.0,
