name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty
Hamza Choudhury,Leicester,Tottenham,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,26479.0,0.0,0.0,0.0,0.0,Leicester,False,Fulham,,0.53,0.0,0.0,
Hamza Choudhury,Leicester,Fulham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,27224.0,0.0,0.0,0.0,0.0,Leicester,True,Aston Villa,,0.66,0.0,0.0,
Hamza Choudhury,Leicester,Aston Villa,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,25280.0,0.0,0.0,0.0,1.0,Leicester,False,Crystal Palace,,0.2,0.0,0.0,
Hamza Choudhury,Leicester,Crystal Palace,2024-09-14,False,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,24444.0,0.25,0.0,3.5,0.0,Leicester,True,Everton,,0.61,14.0,14.0,
Hamza Choudhury,Leicester,Everton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,24112.0,0.2,0.0,2.8,0.0,Leicester,False,Arsenal,,-0.56,14.0,14.0,
Hamza Choudhury,Leicester,Arsenal,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,54852.0,0.2,0.0,2.33,0.0,Leicester,True,Bournemouth,,0.84,14.0,14.0,
Hamza Choudhury,Leicester,Bournemouth,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,63830.0,0.2,0.0,2.0,0.0,Leicester,False,Southampton,,-0.31,0.0,14.0,
Hamza Choudhury,Leicester,Southampton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,52475.0,0.2,0.0,1.75,0.0,Leicester,True,Nottingham Forest,,1.2,0.0,14.0,
Hamza Choudhury,Leicester,Nottingham Forest,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,47574.0,0.0,0.0,1.56,0.0,Leicester,False,Ipswich Town,,,0.0,0.0,
Hamza Choudhury,Leicester,Ipswich Town,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,43934.0,0.0,0.0,1.4,0.0,Leicester,False,Manchester United,,-0.41,0.0,0.0,
Hamza Choudhury,Leicester,Manchester United,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,40798.0,0.0,0.0,1.27,,Leicester,True,Chelsea,,0.0,0.0,0.0,
Hamza Choudhury,Leicester,,,,,,,,,,,,,,,,,,,,Leicester,False,Brentford,,-0.15,0.0,0.0,
Hamza Choudhury,Leicester,,,,,,,,,,,,,,,,,,,,Leicester,True,West Ham,,0.48,0.0,0.0,
