name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty
Andy Irving,West Ham,Aston Villa,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,2056.0,0.0,0.0,0.0,0.0,West Ham,False,Crystal Palace,,0.2,0.0,0.0,
Andy Irving,West Ham,Crystal Palace,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,2411.0,0.0,0.0,0.0,0.0,West Ham,True,Manchester City,,-1.18,0.0,0.0,
Andy Irving,West Ham,Manchester City,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,2346.0,0.0,0.0,0.0,0.0,West Ham,False,Fulham,,0.53,0.0,0.0,
Andy Irving,West Ham,Fulham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,2595.0,0.0,0.0,0.0,1.0,West Ham,True,Chelsea,,0.0,0.0,0.0,
Andy Irving,West Ham,Chelsea,2024-09-21,True,18.0,0.0,0.02,0.0,0.0,1.0,1.0,0.0,1.8,0.0,0.0,2670.0,0.2,0.0,3.6,0.0,West Ham,False,Brentford,,-0.15,18.0,18.0,
Andy Irving,West Ham,Brentford,2024-09-28,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.0,0.2,0.0,3.17,0.0,West Ham,True,Ipswich Town,,,19.0,19.0,
Andy Irving,West Ham,Ipswich Town,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,2594.0,0.2,0.0,2.71,0.0,West Ham,False,Tottenham,,-0.3,19.0,19.0,
Andy Irving,West Ham,Tottenham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,2616.0,0.2,0.0,2.38,0.0,West Ham,True,Manchester United,,0.39,1.0,19.0,
Andy Irving,West Ham,Manchester United,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,2578.0,0.2,0.0,2.11,1.0,West Ham,False,Nottingham Forest,,-0.54,0.0,19.0,
Andy Irving,West Ham,Nottingham Forest,2024-11-02,False,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,2603.0,0.2,0.0,3.0,0.0,West Ham,True,Everton,,0.61,11.0,12.0,
Andy Irving,West Ham,Everton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,2633.0,0.2,0.0,2.73,,West Ham,False,Newcastle United,,-0.44,11.0,11.0,
Andy Irving,West Ham,,,,,,,,,,,,,,,,,,,,West Ham,True,Arsenal,,-0.32,11.0,11.0,
Andy Irving,West Ham,,,,,,,,,,,,,,,,,,,,West Ham,False,Leicester City,,-0.22,0.0,11.0,
