name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty,recent_minutes_3g,recent_minutes_5g,adjusted_fixture_difficulty
Ben Brereton Díaz,Southampton,,2024-08-17,False,70.0,0.0,0.81,0.0,0.08,1.0,2.0,1.0,3.3,0.0,1.0,66244.0,1.0,0.81,70.0,2.0,Southampton,True,,,,70.0,70.0,
Ben Brereton Díaz,Southampton,,2024-08-24,True,90.0,0.0,0.0,0.0,0.08,2.0,0.0,2.0,4.1,0.0,1.0,72863.0,1.5,0.41,80.0,2.0,Southampton,False,,,,160.0,160.0,
Ben Brereton Díaz,Southampton,,2024-08-31,False,90.0,0.0,0.17,0.0,0.0,2.0,5.0,0.0,4.1,0.0,1.0,60838.0,1.67,0.33,83.33,2.0,Southampton,True,,,,250.0,250.0,
Ben Brereton Díaz,Southampton,,2024-09-14,True,63.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5,0.0,1.0,49799.0,1.75,0.24,78.25,1.0,Southampton,True,,,,243.0,313.0,
Ben Brereton Díaz,Southampton,,2024-09-21,True,31.0,0.0,0.24,0.0,0.0,1.0,2.0,0.0,1.1,0.0,0.0,47893.0,1.6,0.24,68.8,1.0,Southampton,False,,,,184.0,344.0,
Ben Brereton Díaz,Southampton,,2024-09-30,False,45.0,0.0,0.04,0.0,0.0,1.0,1.0,0.0,1.6,0.0,0.0,35467.0,1.6,0.09,64.83,0.0,Southampton,False,,,,139.0,319.0,
Ben Brereton Díaz,Southampton,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,29507.0,1.2,0.09,55.57,0.0,Southampton,True,,,,76.0,229.0,
Ben Brereton Díaz,Southampton,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,26373.0,0.8,0.06,48.62,0.0,Southampton,False,,,,45.0,139.0,
Ben Brereton Díaz,Southampton,,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,24251.0,0.4,0.06,43.22,0.0,Southampton,True,,,,0.0,76.0,
Ben Brereton Díaz,Southampton,,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,22448.0,0.2,0.01,38.9,1.0,Southampton,False,,,,0.0,45.0,
Ben Brereton Díaz,Southampton,,2024-11-09,False,17.0,0.0,0.05,0.0,0.0,1.0,1.0,0.0,0.7,0.0,0.0,21171.0,0.2,0.01,36.91,,Southampton,True,Liverpool,,0.24,17.0,17.0,
Ben Brereton Díaz,Southampton,,,,,,,,,,,,,,,,,,,,Southampton,False,Brighton,,-0.61,17.0,17.0,
Ben Brereton Díaz,Southampton,,,,,,,,,,,,,,,,,,,,Southampton,True,Chelsea,,0.0,17.0,17.0,
