name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Yunus Emre Konak,Brentford,Crystal Palace,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,False,Liverpool,,-1.08
Yunus Emre Konak,Brentford,Liverpool,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,True,Southampton,,0.24
Yunus Emre Konak,Brentford,Southampton,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,False,Manchester City,,-1.51
Yunus Emre Konak,Brentford,Manchester City,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Brentford,False,Tottenham,,-0.3
Yunus Emre Konak,Brentford,Tottenham,2024-09-21,False,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.06,0.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,Brentford,True,West Ham,,0.48
Yunus Emre Konak,Brentford,West Ham,2024-09-28,True,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.07,0.4,0.0,2.67,0.0,0.0,0.0,0.0,0.0,1.0,Brentford,True,Wolverhampton,,-0.08
Yunus Emre Konak,Brentford,Wolverhampton,2024-10-05,True,1.0,0.0,0.11,0.0,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.07,0.6,0.02,2.43,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,False,Manchester United,,-0.41
Yunus Emre Konak,Brentford,Manchester United,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.08,0.6,0.02,2.12,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,True,Ipswich Town,,
Yunus Emre Konak,Brentford,Ipswich Town,,True,0.0,,,,,0.0,,,0.0,0.0,0.0,0.08,0.6,0.02,1.89,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,False,Fulham,,0.53
Yunus Emre Konak,Brentford,Fulham,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.08,0.4,0.02,1.7,0.0,0.0,0.0,0.0,0.0,1.0,Brentford,True,Bournemouth,,0.84
Yunus Emre Konak,Brentford,Bournemouth,2024-11-09,True,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.4,0.02,1.64,0.0,0.0,0.0,0.0,0.0,0.0,Brentford,False,Everton,,-0.39
Yunus Emre Konak,Brentford,Everton,,False,0.0,,,,,0.0,,,0.0,0.0,0.0,0.08,0.2,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,Brentford,True,Leicester City,,0.47
,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,Brentford,False,Aston Villa,,0.11
,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,Brentford,True,Newcastle United,,0.67
