name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kyle Walker,Man City,Burnley,2023-08-11,False,90,0.0,0.0,0.0,0.01,6,0.0,1.0,2.0,0,1,0,0.3,1,6.0,0.0,90.0,1.0,6.0,Man City,True,Newcastle United,-3.63,0.55
Kyle Walker,Man City,Newcastle United,2023-08-19,True,90,0.0,0.0,0.0,0.03,6,0.0,1.0,2.8,0,1,0,0.29,1,6.0,0.0,90.0,1.0,2.0,Man City,False,Sheffield,,-0.61
Kyle Walker,Man City,Sheffield,2023-08-27,False,90,0.0,0.03,0.0,0.21,2,2.0,3.0,7.5,0,0,1,0.73,1,4.67,0.01,90.0,0.67,2.0,Man City,True,Fulham,0.24,-0.13
Kyle Walker,Man City,Fulham,2023-09-02,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.9,0,0,1,1.45,1,4.0,0.01,90.0,0.5,2.0,Man City,False,West Ham,-0.53,-0.22
Kyle Walker,Man City,West Ham,2023-09-16,False,90,0.0,0.0,0.0,0.35,2,0.0,2.0,5.8,0,0,1,0.94,1,3.6,0.01,90.0,0.4,11.0,Man City,True,Nottingham Forest,-4.96,1.55
Kyle Walker,Man City,Nottingham Forest,2023-09-23,True,90,0.0,0.0,1.0,0.07,11,0.0,1.0,3.9,2,1,0,1.03,1,4.6,0.21,90.0,0.5,0.0,Man City,False,Wolverhampton,-3.93,-0.52
Kyle Walker,Man City,Wolverhampton,2023-09-30,False,90,0.0,0.02,0.0,0.03,0,1.0,1.0,3.7,0,0,2,0.44,1,3.4,0.21,90.0,0.43,2.0,Man City,False,Arsenal,-1.56,-0.48
Kyle Walker,Man City,Arsenal,2023-10-08,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.4,0,0,1,0.41,1,3.4,0.2,90.0,0.38,2.0,Man City,True,Brighton,-2.45,-0.66
Kyle Walker,Man City,Brighton,2023-10-21,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.2,0,0,1,0.83,1,3.4,0.2,90.0,0.33,8.0,Man City,False,Manchester United,0.81,-0.63
Kyle Walker,Man City,Manchester United,2023-10-29,False,90,0.0,0.0,0.0,0.36,8,0.0,2.0,5.5,2,1,0,1.03,1,4.6,0.2,90.0,0.4,2.0,Man City,True,Bournemouth,-2.34,1.22
Kyle Walker,Man City,Bournemouth,2023-11-04,True,90,0.0,0.03,0.0,0.0,2,1.0,0.0,2.1,0,0,1,0.77,1,2.8,0.01,90.0,0.36,0.0,Man City,False,Chelsea,-2.15,-0.85
Kyle Walker,Man City,Chelsea,2023-11-12,False,90,0.0,0.06,0.0,0.02,0,1.0,1.0,3.0,0,0,4,2.96,1,2.8,0.02,90.0,0.33,2.0,Man City,True,Liverpool,-1.11,0.18
Kyle Walker,Man City,Liverpool,2023-11-25,True,90,0.0,0.0,0.0,0.07,2,0.0,1.0,2.7,0,0,1,0.56,1,2.8,0.02,90.0,0.31,1.0,Man City,True,Tottenham,2.78,0.69
Kyle Walker,Man City,Tottenham,2023-12-03,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.9,0,0,3,0.49,1,2.6,0.02,90.0,0.29,2.0,Man City,False,Aston Villa,0.45,0.29
Kyle Walker,Man City,Aston Villa,2023-12-06,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.4,0,0,1,2.04,1,1.4,0.02,90.0,0.27,2.0,Man City,False,Luton,,
Kyle Walker,Man City,Luton,2023-12-10,False,90,0.0,0.02,0.0,0.09,2,1.0,1.0,3.3,0,0,1,0.33,1,1.4,0.02,90.0,0.25,1.0,Man City,True,Crystal Palace,2.59,0.88
Kyle Walker,Man City,Crystal Palace,2023-12-16,True,90,0.0,0.02,0.0,0.22,1,1.0,1.0,8.6,0,0,2,1.82,1,1.6,0.01,90.0,0.24,2.0,Man City,False,Everton,-1.97,-0.24
Kyle Walker,Man City,Everton,2023-12-27,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,2.1,0,0,1,1.01,1,1.6,0.01,90.0,0.22,6.0,Man City,True,Sheffield,,0.68
Kyle Walker,Man City,Sheffield,2023-12-30,True,67,0.0,0.03,0.0,0.0,6,2.0,0.0,1.7,0,1,0,0.2,1,2.6,0.02,88.79,0.26,6.0,Man City,False,Newcastle United,-2.55,-0.41
Kyle Walker,Man City,Newcastle United,2024-01-13,False,90,0.0,0.02,1.0,0.12,6,1.0,1.0,6.5,2,0,2,1.23,1,3.4,0.22,88.85,0.25,0.0,Man City,True,Burnley,-1.82,0.39
Kyle Walker,Man City,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,3.0,0.22,84.62,0.25,2.0,Man City,False,Brentford,,-0.53
Kyle Walker,Man City,Brentford,2024-02-05,False,90,0.0,0.01,0.0,0.11,2,1.0,2.0,6.6,0,0,1,1.02,1,3.2,0.22,84.86,0.24,1.0,Man City,True,Everton,-0.65,0.53
Kyle Walker,Man City,Everton,2024-02-10,True,33,0.0,0.0,0.0,0.31,1,0.0,2.0,2.7,0,0,0,0.03,0,3.0,0.21,82.61,0.23,7.0,Man City,True,Chelsea,,-0.25
Kyle Walker,Man City,Chelsea,2024-02-17,True,90,0.0,0.05,0.0,0.03,7,2.0,1.0,3.5,2,0,1,1.58,1,3.2,0.22,82.92,0.22,5.0,Man City,True,Brentford,6.07,0.79
