name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Loïc Mbe Soh,Nott'm Forest,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,True,Sheffield,,0.68
Loïc Mbe Soh,Nott'm Forest,Sheffield,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,False,Manchester United,0.82,-0.63
Loïc Mbe Soh,Nott'm Forest,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,False,Chelsea,-3.01,-0.85
Loïc Mbe Soh,Nott'm Forest,Chelsea,2023-09-02,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,True,Burnley,,0.39
Loïc Mbe Soh,Nott'm Forest,Burnley,2023-09-18,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,False,Manchester City,4.94,-1.32
Loïc Mbe Soh,Nott'm Forest,Manchester City,2023-09-23,False,0,0.0,0.0,0.0,0.09,0,0.0,2.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,True,Brentford,0.72,0.79
Loïc Mbe Soh,Nott'm Forest,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,False,Crystal Palace,-0.74,0.38
Loïc Mbe Soh,Nott'm Forest,Crystal Palace,2023-10-07,False,0,0.0,0.08,0.0,0.0,0,2.0,0.0,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,True,Luton,,
Loïc Mbe Soh,Nott'm Forest,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,False,Liverpool,1.21,-1.01
Loïc Mbe Soh,Nott'm Forest,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,True,Aston Villa,-1.24,0.64
Loïc Mbe Soh,Nott'm Forest,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,False,West Ham,5.53,-0.22
Loïc Mbe Soh,Nott'm Forest,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,True,Brighton,-4.68,-0.66
Loïc Mbe Soh,Nott'm Forest,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.7,1.23,0,0.0,0.0,Nott'm Forest,True,Everton,0.17,0.53
