name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jarrad Branthwaite,DEF,Everton,0,0,0.0,0,0.0,2023-08-12,0,Fulham,0,0,0,True,,,,,,,,,,0.0,0.0,0.0,0.0,0,0,0,0,8,Everton,False,West Ham,4.39,-0.22
Jarrad Branthwaite,DEF,Everton,2,1,0.66,0,3.0,2023-10-29,90,West Ham,0,1,8,False,0.0,0.0,0.0,90.0,DC,2023-10-29,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0,0,0,0,1,Everton,True,Brighton,2.15,-0.66
Jarrad Branthwaite,DEF,Everton,0,0,0.53,1,0.9,2023-11-04,90,Brighton,0,1,1,True,0.0,0.0,0.0,90.0,DC,2023-11-04,0.0,0.0,0.0,4.0,0.0,60.0,0.5,0,0,0,0,1,Everton,False,Crystal Palace,0.85,0.38
Jarrad Branthwaite,DEF,Everton,0,0,2.24,2,2.2,2023-11-11,90,Crystal Palace,0,1,1,False,0.0,0.0,0.0,90.0,DC,2023-11-11,0.0,0.0,0.0,3.0,0.0,67.5,0.33,0,0,0,0,1,Everton,True,Manchester United,-0.7,0.38
Jarrad Branthwaite,DEF,Everton,0,0,2.18,3,2.1,2023-11-26,90,Manchester United,0,1,1,True,0.0,0.0,0.0,90.0,DC,2023-11-26,0.0,0.0,0.0,2.5,0.0,72.0,0.25,0,0,0,0,9,Everton,False,Nottingham Forest,1.05,-0.55
Jarrad Branthwaite,DEF,Everton,3,1,0.71,0,2.1,2023-12-02,90,Nottingham Forest,0,1,9,False,0.0,0.0,0.0,90.0,DC,2023-12-02,0.0,0.0,0.0,2.2,0.0,75.0,0.4,0,0,0,0,6,Everton,True,Newcastle United,1.57,0.55
Jarrad Branthwaite,DEF,Everton,0,1,1.58,0,3.6,2023-12-07,90,Newcastle United,0,1,6,True,0.0,1.0,0.09,90.0,DC,2023-12-07,0.77,0.0,1.0,4.0,0.0,77.14,0.5,0,0,0,0,5,Everton,True,Chelsea,-0.66,-0.25
Jarrad Branthwaite,DEF,Everton,0,1,0.93,0,1.5,2023-12-10,90,Chelsea,0,1,5,True,0.0,0.0,0.0,90.0,DC,2023-12-10,0.0,0.0,0.0,3.6,0.02,78.75,0.57,0,0,0,0,0,Everton,False,Burnley,-1.91,0.0
Jarrad Branthwaite,DEF,Everton,0,0,0.0,0,0.0,2023-12-16,0,Burnley,0,0,0,False,,,,,,,,,,4.4,0.02,70.0,0.57,0,0,0,0,1,Everton,False,Tottenham,4.06,-0.36
Jarrad Branthwaite,DEF,Everton,0,0,1.34,2,1.8,2023-12-23,90,Tottenham,0,1,1,False,0.0,1.0,0.03,90.0,DC,2023-12-23,0.0,0.0,0.0,4.2,0.02,72.0,0.5,0,0,0,0,0,Everton,True,Manchester City,1.82,-0.96
Jarrad Branthwaite,DEF,Everton,0,0,2.6,3,1.5,2023-12-27,90,Manchester City,0,1,0,True,0.0,0.0,0.0,90.0,DC,2023-12-27,0.0,0.0,0.0,4.2,0.02,73.64,0.44,0,0,0,0,0,Everton,False,Aston Villa,1.9,0.29
Jarrad Branthwaite,DEF,Everton,0,0,0.0,0,0.0,2023-08-20,0,Aston Villa,0,0,0,False,,,,,,,,,,2.4,0.02,67.5,0.44,0,0,0,0,1,Everton,False,Wolverhampton,0.11,-0.52
Jarrad Branthwaite,DEF,Everton,0,0,2.06,3,2.3,2023-12-30,90,Wolverhampton,0,1,1,False,0.0,1.0,0.08,90.0,DC,2023-12-30,0.0,0.0,0.0,1.2,0.01,69.23,0.4,0,0,0,0,6,Everton,True,Aston Villa,2.11,0.64
Jarrad Branthwaite,DEF,Everton,0,1,1.11,0,2.1,2024-01-14,90,Aston Villa,0,1,6,True,0.0,0.0,0.0,90.0,DC,2024-01-14,0.0,0.0,0.0,0.4,0.02,70.71,0.45,0,0,0,0,5,Everton,False,Fulham,-1.22,0.86
Jarrad Branthwaite,DEF,Everton,0,1,1.71,0,3.3,2024-01-30,90,Fulham,0,1,5,False,0.0,0.0,0.0,90.0,DC,2024-01-30,0.0,0.0,0.0,1.6,0.02,72.0,0.5,0,0,0,0,8,Everton,True,Tottenham,1.13,0.69
Jarrad Branthwaite,DEF,Everton,1,0,0.98,2,7.6,2024-02-03,90,Tottenham,0,1,8,True,1.0,1.0,0.89,90.0,DC,2024-02-03,0.0,0.0,0.0,2.4,0.02,73.12,0.46,0,0,0,0,1,Everton,False,Manchester City,0.21,-1.32
