name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Jake O'Brien,Crystal Palace,Sheffield,2023-08-12,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Jake O'Brien,Crystal Palace,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Jake O'Brien,Crystal Palace,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Jake O'Brien,Crystal Palace,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Jake O'Brien,Crystal Palace,Aston Villa,2023-09-16,False,0,0.0,0.0,1.0,0.08,0,0.0,1.0,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0
Jake O'Brien,Crystal Palace,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0
Jake O'Brien,Crystal Palace,Manchester United,2023-09-30,False,0,0.0,0.0,0.0,0.17,0,0.0,2.0,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0
Jake O'Brien,Crystal Palace,Nottingham Forest,2023-10-07,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0
Jake O'Brien,Crystal Palace,Newcastle United,2023-10-21,False,0,0.0,0.02,0.0,0.0,0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0.2,0.0,0,0.0
Jake O'Brien,Crystal Palace,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
