name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-08-12,0,Fulham,0,0,0,True,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,0.0,Everton,False,West Ham,4.39,-0.22
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-10-29,0,West Ham,0,0,0,False,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,0.0,Everton,True,Brighton,2.15,-0.66
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-11-04,0,Brighton,0,0,0,True,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,0.0,Everton,False,Crystal Palace,0.85,0.38
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-11-11,0,Crystal Palace,0,0,0,False,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,0.0,Everton,True,Manchester United,-0.7,0.38
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-11-26,0,Manchester United,0,0,0,True,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,0.0,Everton,False,Nottingham Forest,1.05,-0.55
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-12-02,0,Nottingham Forest,0,0,0,False,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,0.0,Everton,True,Newcastle United,1.57,0.55
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-12-07,0,Newcastle United,0,0,0,True,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,0.0,Everton,True,Chelsea,-0.66,-0.25
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-12-10,0,Chelsea,0,0,0,True,,,,,,,,,,0.0,0.0,0.0,0.0,0.71,0.15,18.08,0.14,6.0,Everton,False,Burnley,-1.91,0.0
Ben Godfrey,DEF,Everton,0,1,0.77,0,1.0,2023-12-16,90,Burnley,0,1,6,False,0.0,0.0,0.0,90.0,DC,2023-12-16,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.71,0.15,18.08,0.14,0.0,Everton,False,Tottenham,4.06,-0.36
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-12-23,0,Tottenham,0,0,0,False,,,,,,,,,,1.2,0.0,9.0,1.0,0.71,0.15,18.08,0.14,0.0,Everton,True,Manchester City,1.82,-0.96
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-12-27,0,Manchester City,0,0,0,True,,,,,,,,,,1.2,0.0,8.18,1.0,0.71,0.15,18.08,0.14,0.0,Everton,False,Aston Villa,1.9,0.29
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-08-20,0,Aston Villa,0,0,0,False,,,,,,,,,,1.2,0.0,7.5,1.0,0.71,0.15,18.08,0.14,0.0,Everton,False,Wolverhampton,0.11,-0.52
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2023-12-30,0,Wolverhampton,0,0,0,False,,,,,,,,,,1.2,0.0,6.92,1.0,0.71,0.15,18.08,0.14,0.0,Everton,True,Aston Villa,2.11,0.64
Ben Godfrey,DEF,Everton,0,0,0.0,0,0.0,2024-01-14,0,Aston Villa,0,0,0,True,,,,,,,,,,1.2,0.0,6.43,1.0,0.71,0.15,18.08,0.14,5.0,Everton,False,Fulham,-1.22,0.86
Ben Godfrey,DEF,Everton,0,1,1.71,0,5.5,2024-01-30,90,Fulham,0,1,5,False,0.0,4.0,0.93,90.0,DR,2024-01-30,0.14,0.0,1.0,0.0,0.0,12.0,1.0,0.71,0.15,18.08,0.14,0.0,Everton,True,Tottenham,1.13,0.69
Ben Godfrey,DEF,Everton,0,0,0.98,2,5.5,2024-02-03,74,Tottenham,0,1,0,True,0.0,2.0,0.08,80.0,DR,2024-02-03,0.0,0.0,0.0,1.0,0.19,15.88,0.67,0.71,0.15,18.08,0.14,1.0,Everton,False,Manchester City,0.21,-1.32
Ben Godfrey,DEF,Everton,0,0,0.69,0,4.2,2024-02-10,55,Manchester City,0,1,1,False,0.0,1.0,0.09,59.0,DR,2024-02-10,0.0,0.0,0.0,1.0,0.2,18.18,0.67,0.71,0.15,18.08,0.14,2.0,Everton,True,Crystal Palace,-2.96,0.88
