name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Axel Disasi,Chelsea,Liverpool,2023-08-13,True,90,1.0,0.67,0.0,0.0,11,2.0,0.0,0.0,3,0,1,1.28,1,11.0,0.67,90.0,0.0,0.0
Axel Disasi,Chelsea,West Ham,2023-08-20,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.7,0,0,3,1.8,1,5.5,0.34,90.0,0.0,6.0
Axel Disasi,Chelsea,Luton,2023-08-25,True,90,0.0,0.03,0.0,0.0,6,1.0,0.0,3.9,0,1,0,0.43,1,5.67,0.23,90.0,0.33,2.0
Axel Disasi,Chelsea,Nottingham Forest,2023-09-02,True,90,0.0,0.08,0.0,0.06,2,2.0,1.0,3.5,0,0,1,0.71,1,4.75,0.19,90.0,0.25,5.0
Axel Disasi,Chelsea,Bournemouth,2023-09-17,False,90,0.0,0.0,0.0,0.0,5,0.0,0.0,2.8,0,1,0,1.19,1,4.8,0.16,90.0,0.4,2.0
Axel Disasi,Chelsea,Aston Villa,2023-09-24,True,90,0.0,0.03,0.0,0.09,2,1.0,1.0,3.4,0,0,1,1.04,1,3.0,0.03,90.0,0.33,6.0
Axel Disasi,Chelsea,Fulham,2023-10-02,False,90,0.0,0.04,0.0,0.0,6,1.0,0.0,1.7,0,1,0,1.08,1,4.2,0.04,90.0,0.43,2.0
Axel Disasi,Chelsea,Burnley,2023-10-07,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.5,0,0,1,0.75,1,3.4,0.03,90.0,0.38,0.0
Axel Disasi,Chelsea,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,3.0,0.01,80.0,0.38,2.0
Axel Disasi,Chelsea,Brentford,2023-10-28,True,66,0.0,0.0,0.0,0.0,2,0.0,0.0,1.8,0,0,1,0.53,1,2.4,0.01,78.6,0.33,2.0
Axel Disasi,Chelsea,Tottenham,2023-11-06,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,1.4,0,0,1,0.94,1,2.4,0.01,79.64,0.3,0.0
Axel Disasi,Chelsea,Manchester City,2023-11-12,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.4,0,0,4,2.9,1,1.2,0.0,80.5,0.27,0.0
Axel Disasi,Chelsea,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.8,0.0,74.31,0.27,1.0
Axel Disasi,Chelsea,Brighton,2023-12-03,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,2,1.02,1,1.0,0.0,75.43,0.25,1.0
Axel Disasi,Chelsea,Manchester United,2023-12-06,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,2,4.07,1,0.8,0.0,76.4,0.23,1.0
Axel Disasi,Chelsea,Everton,2023-12-10,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.7,0,0,2,1.08,1,0.6,0.0,77.25,0.21,6.0
Axel Disasi,Chelsea,Sheffield,2023-12-16,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.6,0,1,0,0.37,1,1.8,0.0,78.0,0.27,2.0
Axel Disasi,Chelsea,Wolverhampton,2023-12-24,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.6,1,0,2,1.31,1,2.2,0.0,78.67,0.25,2.0
Axel Disasi,Chelsea,Crystal Palace,2023-12-27,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.2,0,0,1,1.08,1,2.4,0.0,79.26,0.24,0.0
Axel Disasi,Chelsea,Luton,2023-12-30,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.9,0,0,2,2.53,1,2.2,0.0,79.8,0.22,5.0
Axel Disasi,Chelsea,Fulham,2024-01-13,True,90,0.0,0.05,0.0,0.0,5,1.0,0.0,1.9,0,1,0,0.86,1,3.0,0.01,80.29,0.26,-1.0
Axel Disasi,Chelsea,Liverpool,2024-01-31,False,90,0.0,0.0,0.0,0.0,-1,0.0,0.0,2.0,0,0,4,2.93,1,1.6,0.01,80.73,0.25,-2.0
Axel Disasi,Chelsea,Wolverhampton,2024-02-04,True,90,0.0,0.0,0.0,0.0,-2,0.0,0.0,2.6,0,0,4,1.93,1,0.8,0.01,81.13,0.24,1.0
Axel Disasi,Chelsea,Crystal Palace,2024-02-12,False,90,0.0,0.06,0.0,0.0,1,1.0,0.0,3.6,0,0,1,0.55,1,0.6,0.02,81.5,0.23,2.0
Axel Disasi,Chelsea,Manchester City,2024-02-17,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,4.6,0,0,1,2.91,1,1.0,0.02,81.84,0.22,9.0
Axel Disasi,Chelsea,Brentford,2024-03-02,False,90,1.0,0.53,0.0,0.0,9,2.0,0.0,8.6,2,0,2,1.83,1,1.8,0.12,82.15,0.21,1.0
Axel Disasi,Chelsea,Newcastle United,2024-03-11,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,2,0.8,1,2.2,0.12,82.44,0.2,1.0
Axel Disasi,Chelsea,Burnley,2024-03-30,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.0,0,0,2,1.58,1,2.8,0.12,82.71,0.19,1.0
Axel Disasi,Chelsea,Manchester United,2024-04-04,True,74,0.0,0.28,0.0,0.04,1,3.0,1.0,3.6,0,0,3,1.57,1,2.8,0.16,82.41,0.19,1.0
Axel Disasi,Chelsea,Sheffield,2024-04-07,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,2,1.36,1,2.6,0.16,82.67,0.18,0.0
Axel Disasi,Chelsea,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.8,0.06,80.0,0.18,0.0
Axel Disasi,Chelsea,Arsenal,2024-04-23,False,90,0.0,0.87,0.0,0.0,0,1.0,0.0,2.8,0,0,5,3.37,1,0.6,0.23,80.31,0.17,1.0
Axel Disasi,Chelsea,Aston Villa,2024-04-27,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,0.1,0,0.6,0.23,77.91,0.17,0.0
Axel Disasi,Chelsea,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.17,75.62,0.17,1.0
Axel Disasi,Chelsea,West Ham,2024-05-05,True,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.06,0,0.4,0.17,73.69,0.16,0.0
Axel Disasi,Chelsea,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.17,71.64,0.16,0.0
Axel Disasi,Chelsea,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.4,0.0,69.7,0.16,0.0
Axel Disasi,Chelsea,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.2,0.0,67.87,0.16,
