name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Nathan Aké,DEF,Man City,1,1,0.23,0,2.6,2023-08-11,78,Burnley,0,1,7,False,0.0,1.0,0.11,84.0,DC,2023-08-11,0.0,0.0,0.0,0.0,0.0,78.0,1.0,1.34,1.08,10.75,0.45,0,Man City,False,Manchester United,0.81,-0.63
Nathan Aké,DEF,Man City,0,0,0.0,0,0.0,2023-10-29,0,Manchester United,0,0,0,False,,,,,,,,,,7.0,0.11,39.0,1.0,1.34,1.08,10.75,0.45,9,Man City,True,Bournemouth,-2.34,1.22
Nathan Aké,DEF,Man City,1,0,0.77,1,11.0,2023-11-04,90,Bournemouth,0,1,9,True,1.0,1.0,0.14,90.0,DC,2023-11-04,0.11,0.0,2.0,3.5,0.06,56.0,0.5,1.34,1.08,10.75,0.45,0,Man City,False,Chelsea,-2.15,-0.85
Nathan Aké,DEF,Man City,0,0,0.0,0,0.0,2023-11-12,0,Chelsea,0,0,0,False,,,,,,,,,,5.33,0.08,42.0,0.5,1.34,1.08,10.75,0.45,7,Man City,True,Liverpool,-1.11,0.18
Nathan Aké,DEF,Man City,2,0,0.56,1,4.9,2023-11-25,90,Liverpool,0,1,7,True,0.0,0.0,0.0,90.0,DC,2023-11-25,0.32,1.0,1.0,4.0,0.06,51.6,0.33,1.34,1.08,10.75,0.45,1,Man City,True,Tottenham,2.78,0.69
Nathan Aké,DEF,Man City,0,0,0.11,1,0.1,2023-12-03,3,Tottenham,0,0,1,True,0.0,0.0,0.0,1.0,Sub,2023-12-03,0.0,0.0,0.0,4.6,0.25,43.5,0.33,1.34,1.08,10.75,0.45,0,Man City,False,Aston Villa,0.45,0.29
Nathan Aké,DEF,Man City,0,0,0.0,0,0.0,2023-12-06,0,Aston Villa,0,0,0,False,,,,,,,,,,3.4,0.23,37.29,0.33,1.34,1.08,10.75,0.45,2,Man City,False,Luton,,
Nathan Aké,DEF,Man City,0,0,0.33,1,4.2,2023-12-10,90,Luton,0,1,2,False,0.0,0.0,0.0,90.0,DC,2023-12-10,0.45,0.0,1.0,3.4,0.23,43.88,0.25,1.34,1.08,10.75,0.45,1,Man City,True,Crystal Palace,2.59,0.88
Nathan Aké,DEF,Man City,0,0,1.82,2,4.7,2023-12-16,90,Crystal Palace,0,1,1,True,0.0,3.0,0.08,90.0,DC,2023-12-16,0.12,0.0,1.0,2.0,0.2,49.0,0.2,1.34,1.08,10.75,0.45,5,Man City,False,Everton,-1.97,-0.24
Nathan Aké,DEF,Man City,0,0,1.01,1,2.3,2023-12-27,90,Everton,0,1,5,False,0.0,1.0,0.11,90.0,DL,2023-12-27,0.0,0.0,0.0,2.2,0.22,53.1,0.17,1.34,1.08,10.75,0.45,0,Man City,True,Newcastle United,-3.63,0.55
