name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,2.01,1,0.0,2023-08-12,90,Crystal Palace,0,1,1,True,0.0,2.0,0.08,90.0,DC,2023-08-12,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0,0,0,0,0.0,Sheffield Utd,False,Arsenal,,-0.48
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-10-28,0,Arsenal,0,0,0,False,,,,,,,,,,1.0,0.08,45.0,0.0,0,0,0,0,0.0,Sheffield Utd,True,Wolverhampton,,0.05
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-11-04,0,Wolverhampton,0,0,0,True,,,,,,,,,,0.5,0.04,30.0,0.0,0,0,0,0,0.0,Sheffield Utd,False,Brighton,,-0.6
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-11-12,0,Brighton,0,0,0,False,,,,,,,,,,0.33,0.03,22.5,0.0,0,0,0,0,1.0,Sheffield Utd,True,Bournemouth,,1.22
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,1.52,1,0.7,2023-11-25,45,Bournemouth,0,0,1,True,0.0,0.0,0.0,40.0,Sub,2023-11-25,0.0,0.0,0.0,0.25,0.02,27.0,0.0,0,0,0,0,-1.0,Sheffield Utd,False,Burnley,,0.0
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,1.81,5,1.5,2023-12-02,90,Burnley,0,1,-1,False,0.0,0.0,0.0,90.0,DC,2023-12-02,0.0,0.0,0.0,0.4,0.02,37.5,0.0,0,0,0,0,1.0,Sheffield Utd,True,Liverpool,,0.18
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,1.78,2,0.6,2023-12-06,90,Liverpool,0,1,1,True,0.0,0.0,0.0,90.0,DC,2023-12-06,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0,0,0,0,8.0,Sheffield Utd,True,Brentford,,0.79
Anel Ahmedhodžić,DEF,Sheffield Utd,2,1,0.64,0,3.1,2023-12-09,90,Brentford,0,1,8,True,0.0,0.0,0.0,90.0,DC,2023-12-09,0.0,0.0,0.0,0.2,0.0,50.62,0.25,0,0,0,0,1.0,Sheffield Utd,False,Chelsea,,-0.85
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,2.75,2,2.1,2023-12-16,90,Chelsea,0,1,1,False,0.0,1.0,0.07,90.0,DC,2023-12-16,0.0,0.0,0.0,1.8,0.0,55.0,0.2,0,0,0,0,0.0,Sheffield Utd,False,Aston Villa,,0.29
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-12-22,0,Aston Villa,0,0,0,False,,,,,,,,,,2.0,0.01,49.5,0.2,0,0,0,0,8.0,Sheffield Utd,True,Luton,,
Anel Ahmedhodžić,DEF,Sheffield Utd,2,0,0.63,3,7.2,2023-12-26,90,Luton,0,1,8,True,1.0,2.0,0.55,90.0,DC,2023-12-26,0.02,0.0,1.0,1.8,0.01,53.18,0.17,0,0,0,0,1.0,Sheffield Utd,False,Nottingham Forest,,-0.55
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,1.36,2,2.8,2023-08-18,90,Nottingham Forest,0,1,1,False,0.0,1.0,0.08,90.0,DC,2023-08-18,0.0,0.0,0.0,3.6,0.12,56.25,0.14,0,0,0,0,0.0,Sheffield Utd,False,Manchester City,,-1.32
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,0.0,0,0.0,2023-12-30,0,Manchester City,0,0,0,False,,,,,,,,,,3.6,0.14,51.92,0.14,0,0,0,0,0.0,Sheffield Utd,True,West Ham,,0.49
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,2.27,2,2.2,2024-01-21,90,West Ham,0,1,0,True,0.0,0.0,0.0,90.0,DC,2024-01-21,0.0,0.0,0.0,2.0,0.14,54.64,0.12,0,0,0,0,0.0,Sheffield Utd,False,Crystal Palace,,0.38
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,1.13,3,2.8,2024-01-30,90,Crystal Palace,0,1,0,False,0.0,1.0,0.28,90.0,DC,2024-01-30,0.0,0.0,0.0,1.8,0.13,57.0,0.11,0,0,0,0,0.0,Sheffield Utd,True,Aston Villa,,0.64
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,2.27,5,4.9,2024-02-03,90,Aston Villa,0,1,0,True,0.0,1.0,0.57,90.0,DC,2024-02-03,0.0,0.0,0.0,1.8,0.18,59.06,0.1,0,0,0,0,2.0,Sheffield Utd,False,Luton,,
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,1.88,1,2.7,2024-02-10,90,Luton,0,1,2,False,0.0,0.0,0.0,90.0,DC,2024-02-10,0.0,0.0,0.0,0.2,0.19,60.88,0.09,0,0,0,0,0.0,Sheffield Utd,True,Brighton,,-0.66
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,2.93,5,2.9,2024-02-18,90,Brighton,0,1,0,True,0.0,1.0,0.38,90.0,DC,2024-02-18,0.0,0.0,0.0,0.4,0.17,62.5,0.08,0,0,0,0,1.0,Sheffield Utd,False,Wolverhampton,,-0.52
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,1.24,1,1.8,2024-02-25,90,Wolverhampton,0,1,1,False,0.0,1.0,0.05,90.0,DC,2024-02-25,0.0,0.0,0.0,0.4,0.25,63.95,0.08,0,0,0,0,-1.0,Sheffield Utd,True,Arsenal,,-0.11
Anel Ahmedhodžić,DEF,Sheffield Utd,0,0,2.16,6,1.6,2024-03-04,63,Arsenal,0,1,-1,True,0.0,0.0,0.0,69.0,DC,2024-03-04,0.0,0.0,0.0,0.6,0.26,63.9,0.07,0,0,0,0,0.0,Sheffield Utd,False,Bournemouth,,0.19
