name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Amara Nallo,Liverpool,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Amara Nallo,Liverpool,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Amara Nallo,Liverpool,Sheffield,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Amara Nallo,Liverpool,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Amara Nallo,Liverpool,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Amara Nallo,Liverpool,Fulham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Amara Nallo,Liverpool,Everton,2024-04-24,False,0,0.0,0.0,0.0,0.03,0,0.0,1.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0
Amara Nallo,Liverpool,West Ham,2024-04-27,False,0,0.0,0.27,0.0,0.1,0,3.0,2.0,0.0,0,0,0,0.0,0,0.0,0.05,0.0,0,0.0
Amara Nallo,Liverpool,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.05,0.0,0,0.0
Amara Nallo,Liverpool,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.05,0.0,0,0.0
Amara Nallo,Liverpool,Wolverhampton,2024-05-19,True,0,0.0,0.02,0.0,0.18,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.06,0.0,0,
