name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Reece James,DEF,Chelsea,0,0,1.23,1,5.0,2023-08-13,75,Liverpool,0,1,2,True,0.0,1.0,0.03,83.0,DMR,2023-08-13,0.5,0.0,2.0,0.0,0.0,75.0,0.0,1.01,3.05,6.08,0.17,1,Chelsea,True,Brentford,4.46,0.79
Reece James,DEF,Chelsea,0,0,1.64,1,3.8,2023-10-28,23,Brentford,0,0,1,True,0.0,1.0,0.05,20.0,Sub,2023-10-28,0.11,0.0,1.0,2.0,0.03,49.0,0.0,1.01,3.05,6.08,0.17,2,Chelsea,False,Tottenham,0.52,-0.36
Reece James,DEF,Chelsea,0,0,0.23,1,6.4,2023-11-06,76,Tottenham,0,1,2,False,0.0,1.0,0.04,89.0,DR,2023-11-06,0.4,0.0,2.0,1.5,0.04,58.0,0.0,1.01,3.05,6.08,0.17,4,Chelsea,True,Manchester City,0.82,-0.96
Reece James,DEF,Chelsea,0,0,2.77,3,7.5,2023-11-12,63,Manchester City,0,1,4,True,0.0,2.0,0.11,70.0,DR,2023-11-12,0.95,1.0,2.0,1.67,0.04,59.25,0.0,1.01,3.05,6.08,0.17,-3,Chelsea,False,Newcastle United,-0.48,-0.41
Reece James,DEF,Chelsea,0,0,2.63,4,2.7,2023-11-25,72,Newcastle United,0,1,-3,False,0.0,1.0,0.07,76.0,DR,2023-11-25,0.08,0.0,1.0,2.25,0.31,61.8,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Brighton,0.38,-0.66
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-12-03,0,Brighton,0,0,0,True,,,,,,,,,,1.2,0.26,51.5,0.0,1.01,3.05,6.08,0.17,1,Chelsea,False,Manchester United,1.57,-0.63
Reece James,DEF,Chelsea,0,0,1.24,1,7.4,2023-12-06,45,Manchester United,0,0,1,False,0.0,1.0,0.05,36.0,Sub,2023-12-06,0.15,0.0,2.0,0.8,0.25,50.57,0.0,1.01,3.05,6.08,0.17,1,Chelsea,False,Everton,-0.36,-0.24
Reece James,DEF,Chelsea,0,0,0.07,0,0.2,2023-12-10,26,Everton,0,1,1,False,0.0,0.0,0.0,26.0,DR,2023-12-10,0.0,0.0,0.0,0.8,0.25,47.5,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Sheffield,,0.68
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-12-16,0,Sheffield,0,0,0,True,,,,,,,,,,0.6,0.25,42.22,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Wolverhampton,1.13,-0.52
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-12-24,0,Wolverhampton,0,0,0,False,,,,,,,,,,-0.2,0.02,38.0,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Crystal Palace,-1.42,0.88
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-12-27,0,Crystal Palace,0,0,0,True,,,,,,,,,,0.4,0.01,34.55,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,West Ham,2.39,-0.22
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-08-20,0,West Ham,0,0,0,False,,,,,,,,,,0.4,0.01,31.67,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Luton,,
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-12-30,0,Luton,0,0,0,False,,,,,,,,,,0.2,0.0,29.23,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Fulham,-0.78,-0.13
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-01-13,0,Fulham,0,0,0,True,,,,,,,,,,0.0,0.0,27.14,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Liverpool,-0.82,-1.01
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-01-31,0,Liverpool,0,0,0,False,,,,,,,,,,0.0,0.0,25.33,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Wolverhampton,-1.65,0.05
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-02-04,0,Wolverhampton,0,0,0,True,,,,,,,,,,0.0,0.0,23.75,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Crystal Palace,-1.09,0.38
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-02-12,0,Crystal Palace,0,0,0,False,,,,,,,,,,0.0,0.0,22.35,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Manchester City,-0.67,-1.32
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-02-17,0,Manchester City,0,0,0,False,,,,,,,,,,0.0,0.0,21.11,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Brentford,0.19,-0.53
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-03-02,0,Brentford,0,0,0,False,,,,,,,,,,0.0,0.0,20.0,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Newcastle United,-0.46,0.55
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-03-11,0,Newcastle United,0,0,0,True,,,,,,,,,,0.0,0.0,19.0,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Luton,,
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-08-25,0,Luton,0,0,0,True,,,,,,,,,,0.0,0.0,18.1,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Burnley,-0.18,0.39
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-03-30,0,Burnley,0,0,0,True,,,,,,,,,,0.0,0.0,17.27,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Manchester United,-1.38,0.38
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-04-04,0,Manchester United,0,0,0,True,,,,,,,,,,0.0,0.0,16.52,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Sheffield,,-0.61
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-04-07,0,Sheffield,0,0,0,False,,,,,,,,,,0.0,0.0,15.83,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Everton,1.01,0.53
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-04-15,0,Everton,0,0,0,True,,,,,,,,,,0.0,0.0,15.2,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Arsenal,-1.77,-0.48
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-04-23,0,Arsenal,0,0,0,False,,,,,,,,,,0.0,0.0,14.62,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Aston Villa,-2.75,0.29
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-04-27,0,Aston Villa,0,0,0,False,,,,,,,,,,0.0,0.0,14.07,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Tottenham,-1.01,0.69
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-05-02,0,Tottenham,0,0,0,True,,,,,,,,,,0.0,0.0,13.57,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,West Ham,-1.25,0.49
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-05-05,0,West Ham,0,0,0,True,,,,,,,,,,0.0,0.0,13.1,0.0,1.01,3.05,6.08,0.17,4,Chelsea,False,Nottingham Forest,-1.51,-0.55
Reece James,DEF,Chelsea,0,0,0.04,0,3.9,2024-05-11,11,Nottingham Forest,0,0,4,False,0.0,0.0,0.0,6.0,Sub,2024-05-11,0.48,1.0,1.0,0.0,0.0,13.03,0.0,1.01,3.05,6.08,0.17,-2,Chelsea,False,Brighton,4.26,-0.6
Reece James,DEF,Chelsea,0,0,1.07,1,0.0,2024-05-15,19,Brighton,0,0,-2,False,0.0,0.0,0.0,12.0,Sub,2024-05-15,0.0,0.0,0.0,0.8,0.2,13.23,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Bournemouth,-5.36,1.22
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2024-05-19,0,Bournemouth,0,0,0,True,,,,,,,,,,0.4,0.2,12.81,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Nottingham Forest,2.21,1.55
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-09-02,0,Nottingham Forest,0,0,0,True,,,,,,,,,,0.4,0.2,12.42,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Bournemouth,1.27,0.19
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-09-17,0,Bournemouth,0,0,0,False,,,,,,,,,,0.4,0.2,12.06,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Aston Villa,-0.41,0.64
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-09-24,0,Aston Villa,0,0,0,True,,,,,,,,,,0.4,0.2,11.71,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Fulham,-2.13,0.86
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-10-02,0,Fulham,0,0,0,False,,,,,,,,,,-0.4,0.0,11.39,0.0,1.01,3.05,6.08,0.17,0,Chelsea,False,Burnley,-1.83,0.0
Reece James,DEF,Chelsea,0,0,0.0,0,0.0,2023-10-07,0,Burnley,0,0,0,False,,,,,,,,,,0.0,0.0,11.08,0.0,1.01,3.05,6.08,0.17,1,Chelsea,True,Arsenal,0.24,-0.11
Reece James,DEF,Chelsea,0,0,0.39,1,0.2,2023-10-21,6,Arsenal,0,0,1,True,0.0,0.0,0.0,4.0,Sub,2023-10-21,0.0,0.0,0.0,0.0,0.0,10.95,0.0,1.01,3.05,6.08,0.17,0,Chelsea,True,Manchester City,0.19,-0.96
