name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_clean_sheet_probability,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kortney Hause,Aston Villa,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Everton,-1.63,0.53
Kortney Hause,Aston Villa,Everton,2023-08-20,True,0,1.0,0.07,0.0,0.1,0,1.0,2.0,0.0,0,0,0,0.0,0,0.0,0.03,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Burnley,-3.46,0.0
Kortney Hause,Aston Villa,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Liverpool,-0.55,-1.01
Kortney Hause,Aston Villa,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Crystal Palace,-0.31,0.88
Kortney Hause,Aston Villa,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Chelsea,0.29,-0.85
Kortney Hause,Aston Villa,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.01,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Brighton,-2.73,-0.66
Kortney Hause,Aston Villa,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Wolverhampton,1.42,-0.52
Kortney Hause,Aston Villa,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,West Ham,3.13,0.49
Kortney Hause,Aston Villa,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Luton,,
Kortney Hause,Aston Villa,Luton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Nottingham Forest,2.68,-0.55
Kortney Hause,Aston Villa,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Fulham,-1.21,-0.13
Kortney Hause,Aston Villa,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Tottenham,-0.44,-0.36
Kortney Hause,Aston Villa,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Bournemouth,4.38,0.19
Kortney Hause,Aston Villa,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Manchester City,-0.28,-0.96
Kortney Hause,Aston Villa,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Arsenal,1.9,-0.11
Kortney Hause,Aston Villa,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,False,Brentford,0.23,-0.53
Kortney Hause,Aston Villa,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.37,0,0.0,0.0,Aston Villa,True,Sheffield,,0.68
