name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
William Saliba,DEF,Arsenal,0,0,1.18,1,4.9,2023-08-12,90,Nottingham Forest,0,1,5,True,0,0,0.0,90,DC,2023-08-12,0.04,1,1,0.0,0.0,90.0,0.0,0.82,1.12,15.45,0.44,7,Arsenal,True,Sheffield,,0.68
William Saliba,DEF,Arsenal,1,1,0.03,0,2.1,2023-10-28,90,Sheffield,0,1,7,True,0,0,0.0,90,DC,2023-10-28,0.0,0,0,5.0,1.0,90.0,0.5,0.82,1.12,15.45,0.44,2,Arsenal,False,Newcastle United,-0.61,-0.41
William Saliba,DEF,Arsenal,0,0,1.09,1,1.7,2023-11-04,90,Newcastle United,0,1,2,False,0,1,0.01,90,DC,2023-11-04,0.0,0,0,6.0,0.5,90.0,0.33,0.82,1.12,15.45,0.44,9,Arsenal,True,Burnley,0.55,0.39
William Saliba,DEF,Arsenal,1,0,0.3,1,8.6,2023-11-11,90,Burnley,0,1,9,True,1,1,0.8,90,DC,2023-11-11,0.0,0,0,4.67,0.34,90.0,0.25,0.82,1.12,15.45,0.44,6,Arsenal,False,Brentford,-0.38,-0.53
William Saliba,DEF,Arsenal,0,1,1.11,0,1.1,2023-11-25,90,Brentford,0,1,6,False,0,1,0.02,90,DC,2023-11-25,0.0,0,0,5.75,0.45,90.0,0.4,0.82,1.12,15.45,0.44,1,Arsenal,True,Wolverhampton,-3.77,0.05
William Saliba,DEF,Arsenal,0,0,0.71,1,1.0,2023-12-02,90,Wolverhampton,0,1,1,True,0,0,0.0,90,DC,2023-12-02,0.0,0,0,5.8,0.37,90.0,0.33,0.82,1.12,15.45,0.44,1,Arsenal,False,Luton,,
William Saliba,DEF,Arsenal,0,0,0.5,3,1.7,2023-12-05,90,Luton,0,1,1,False,0,0,0.0,90,DC,2023-12-05,0.0,0,0,5.0,0.17,90.0,0.29,0.82,1.12,15.45,0.44,2,Arsenal,False,Aston Villa,-1.92,0.29
William Saliba,DEF,Arsenal,0,0,0.51,1,2.8,2023-12-09,90,Aston Villa,0,1,2,False,0,1,0.69,90,DC,2023-12-09,0.0,0,0,3.8,0.17,90.0,0.25,0.82,1.12,15.45,0.44,7,Arsenal,True,Brighton,2.17,-0.66
William Saliba,DEF,Arsenal,1,1,0.69,0,2.3,2023-12-17,90,Brighton,0,1,7,True,0,0,0.0,90,DC,2023-12-17,0.0,0,0,3.8,0.3,90.0,0.33,0.82,1.12,15.45,0.44,2,Arsenal,False,Liverpool,1.55,-1.01
William Saliba,DEF,Arsenal,0,0,0.95,1,2.0,2023-12-23,90,Liverpool,0,1,2,False,0,0,0.0,90,DC,2023-12-23,0.0,0,0,3.4,0.14,90.0,0.3,0.82,1.12,15.45,0.44,1,Arsenal,True,West Ham,-1.81,0.49
William Saliba,DEF,Arsenal,0,0,1.48,2,5.1,2023-12-28,90,West Ham,0,1,1,True,0,1,0.05,90,DC,2023-12-28,0.07,0,2,2.6,0.14,90.0,0.27,0.82,1.12,15.45,0.44,8,Arsenal,False,Crystal Palace,0.57,0.38
William Saliba,DEF,Arsenal,2,1,1.06,0,2.9,2023-08-21,90,Crystal Palace,0,1,8,False,0,0,0.0,90,DC,2023-08-21,0.0,0,0,2.6,0.15,90.0,0.33,0.82,1.12,15.45,0.44,0,Arsenal,False,Fulham,-4.27,0.86
William Saliba,DEF,Arsenal,0,0,1.34,2,1.8,2023-12-31,90,Fulham,0,1,0,False,0,0,0.0,90,DC,2023-12-31,0.0,0,0,4.0,0.15,90.0,0.31,0.82,1.12,15.45,0.44,6,Arsenal,True,Crystal Palace,-1.66,0.88
William Saliba,DEF,Arsenal,0,1,0.33,0,1.3,2024-01-20,90,Crystal Palace,0,1,6,True,0,0,0.0,90,DC,2024-01-20,0.0,0,0,3.6,0.01,90.0,0.36,0.82,1.12,15.45,0.44,2,Arsenal,False,Nottingham Forest,3.11,-0.55
William Saliba,DEF,Arsenal,0,0,0.4,1,3.0,2024-01-30,90,Nottingham Forest,0,1,2,False,0,0,0.0,90,DC,2024-01-30,0.0,0,0,3.4,0.01,90.0,0.33,0.82,1.12,15.45,0.44,1,Arsenal,True,Liverpool,-0.82,0.18
William Saliba,DEF,Arsenal,0,0,0.41,1,0.6,2024-02-04,90,Liverpool,0,1,1,True,0,0,0.0,90,DC,2024-02-04,0.0,0,0,3.4,0.01,90.0,0.31,0.82,1.12,15.45,0.44,12,Arsenal,False,West Ham,-0.66,-0.22
William Saliba,DEF,Arsenal,0,1,0.21,0,10.6,2024-02-11,90,West Ham,0,1,12,False,1,1,0.51,90,DC,2024-02-11,0.04,0,1,3.4,0.0,90.0,0.35,0.82,1.12,15.45,0.44,6,Arsenal,False,Burnley,-1.51,0.0
William Saliba,DEF,Arsenal,0,1,0.26,0,1.3,2024-02-17,90,Burnley,0,1,6,False,0,0,0.0,90,DC,2024-02-17,0.0,0,0,4.2,0.1,90.0,0.39,0.82,1.12,15.45,0.44,2,Arsenal,True,Newcastle United,-1.37,0.55
William Saliba,DEF,Arsenal,0,0,0.16,1,1.7,2024-02-24,90,Newcastle United,0,1,2,True,0,1,0.12,90,DC,2024-02-24,0.0,0,0,5.4,0.1,90.0,0.37,0.82,1.12,15.45,0.44,6,Arsenal,False,Sheffield,,-0.61
William Saliba,DEF,Arsenal,0,1,0.23,0,3.1,2024-03-04,90,Sheffield,0,1,6,False,0,0,0.0,90,DC,2024-03-04,0.0,0,0,4.6,0.13,90.0,0.4,0.82,1.12,15.45,0.44,2,Arsenal,True,Brentford,-0.34,0.79
William Saliba,DEF,Arsenal,0,0,0.97,1,2.4,2024-03-09,90,Brentford,0,1,2,True,0,0,0.0,90,DC,2024-03-09,0.0,0,0,5.4,0.13,90.0,0.38,0.82,1.12,15.45,0.44,1,Arsenal,True,Fulham,0.88,-0.13
William Saliba,DEF,Arsenal,0,0,0.53,2,3.9,2023-08-26,90,Fulham,0,1,1,True,0,1,0.07,90,DC,2023-08-26,0.04,0,1,5.6,0.13,90.0,0.36,0.82,1.12,15.45,0.44,7,Arsenal,False,Manchester City,4.53,-1.32
William Saliba,DEF,Arsenal,1,1,0.95,0,2.4,2024-03-31,90,Manchester City,0,1,7,False,0,0,0.0,90,DC,2024-03-31,0.0,0,0,3.4,0.04,90.0,0.39,0.82,1.12,15.45,0.44,7,Arsenal,True,Luton,,
William Saliba,DEF,Arsenal,1,1,0.27,0,1.0,2024-04-03,90,Luton,0,1,7,True,0,0,0.0,90,DC,2024-04-03,0.0,0,0,3.6,0.04,90.0,0.42,0.82,1.12,15.45,0.44,5,Arsenal,False,Brighton,-3.3,-0.6
William Saliba,DEF,Arsenal,0,1,0.53,0,0.9,2024-04-06,90,Brighton,0,1,5,False,0,0,0.0,90,DC,2024-04-06,0.0,0,0,4.6,0.01,90.0,0.44,0.82,1.12,15.45,0.44,1,Arsenal,True,Aston Villa,-2.64,0.64
William Saliba,DEF,Arsenal,0,0,1.13,2,1.9,2024-04-14,90,Aston Villa,0,1,1,True,0,0,0.0,90,DC,2024-04-14,0.0,0,0,4.4,0.01,90.0,0.42,0.82,1.12,15.45,0.44,8,Arsenal,False,Wolverhampton,-4.1,-0.52
William Saliba,DEF,Arsenal,2,1,0.14,0,1.3,2024-04-20,90,Wolverhampton,0,1,8,False,0,0,0.0,90,DC,2024-04-20,0.0,0,0,4.2,0.01,90.0,0.44,0.82,1.12,15.45,0.44,6,Arsenal,True,Chelsea,2.07,-0.25
William Saliba,DEF,Arsenal,0,1,1.61,0,1.6,2024-04-23,90,Chelsea,0,1,6,True,0,0,0.0,90,DC,2024-04-23,0.0,0,0,5.6,0.0,90.0,0.46,0.82,1.12,15.45,0.44,1,Arsenal,False,Tottenham,-3.15,-0.36
