name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Marcos Senesi,DEF,Bournemouth,0,0,0.84,1,1.7,2023-08-12,59,West Ham,0,1,1,True,0.0,0.0,0.0,61.0,DC,2023-08-12,0.0,0.0,0.0,0.0,0.0,59.0,0.0,2.07,0.5,30.69,0.19,0,Bournemouth,True,Burnley,,0.39
Marcos Senesi,DEF,Bournemouth,0,0,0.0,0,0.0,2023-10-28,0,Burnley,0,0,0,True,,,,,,,,,,1.0,0.0,29.5,0.0,2.07,0.5,30.69,0.19,0,Bournemouth,False,Manchester City,1.61,-1.32
Marcos Senesi,DEF,Bournemouth,0,0,1.01,3,1.0,2023-11-04,45,Manchester City,0,0,0,False,0.0,0.0,0.0,40.0,Sub,2023-11-04,0.0,0.0,0.0,0.5,0.0,34.67,0.0,2.07,0.5,30.69,0.19,5,Bournemouth,True,Newcastle United,-1.09,0.55
Marcos Senesi,DEF,Bournemouth,0,1,0.51,0,1.3,2023-11-11,90,Newcastle United,0,1,5,True,0.0,0.0,0.0,90.0,DC,2023-11-11,0.0,0.0,0.0,0.33,0.0,48.5,1.0,2.07,0.5,30.69,0.19,2,Bournemouth,False,Sheffield,,-0.61
Marcos Senesi,DEF,Bournemouth,0,0,0.81,1,3.4,2023-11-25,90,Sheffield,0,1,2,False,0.0,0.0,0.0,90.0,DC,2023-11-25,0.03,0.0,1.0,1.5,0.0,56.8,0.5,2.07,0.5,30.69,0.19,0,Bournemouth,True,Aston Villa,-2.77,0.64
Marcos Senesi,DEF,Bournemouth,0,0,0.68,2,3.2,2023-12-03,90,Aston Villa,0,1,0,True,0.0,0.0,0.0,90.0,DC,2023-12-03,0.0,0.0,0.0,1.6,0.0,62.33,0.33,2.07,0.5,30.69,0.19,14,Bournemouth,False,Crystal Palace,3.33,0.38
Marcos Senesi,DEF,Bournemouth,3,1,0.84,0,9.4,2023-12-06,90,Crystal Palace,0,1,14,False,1.0,2.0,0.66,90.0,DC,2023-12-06,0.04,0.0,1.0,1.4,0.0,66.29,0.5,2.07,0.5,30.69,0.19,15,Bournemouth,False,Manchester United,2.68,-0.63
Marcos Senesi,DEF,Bournemouth,3,1,1.16,0,9.9,2023-12-09,90,Manchester United,0,1,15,False,1.0,1.0,0.1,90.0,DC,2023-12-09,0.08,0.0,1.0,4.2,0.13,69.25,0.6,2.07,0.5,30.69,0.19,5,Bournemouth,False,Nottingham Forest,-0.1,-0.55
Marcos Senesi,DEF,Bournemouth,1,0,0.75,2,10.0,2023-12-23,90,Nottingham Forest,0,1,5,False,0.0,0.0,0.0,90.0,DC,2023-12-23,0.06,1.0,3.0,7.2,0.15,71.56,0.5,2.07,0.5,30.69,0.19,6,Bournemouth,True,Fulham,-2.88,-0.13
Marcos Senesi,DEF,Bournemouth,0,1,0.28,0,2.7,2023-12-26,90,Fulham,0,1,6,True,0.0,0.0,0.0,90.0,DC,2023-12-26,0.0,0.0,0.0,7.2,0.35,73.4,0.57,2.07,0.5,30.69,0.19,1,Bournemouth,False,Liverpool,7.33,-1.01
Marcos Senesi,DEF,Bournemouth,0,0,3.08,3,3.6,2023-08-19,83,Liverpool,0,1,1,False,0.0,0.0,0.0,88.0,DC,2023-08-19,0.02,0.0,1.0,8.0,0.35,74.27,0.5,2.07,0.5,30.69,0.19,0,Bournemouth,False,Tottenham,-1.42,-0.36
Marcos Senesi,DEF,Bournemouth,0,0,2.33,3,4.5,2023-12-31,90,Tottenham,0,1,0,False,0.0,1.0,0.02,90.0,DC,2023-12-31,0.05,0.0,1.0,8.2,0.35,75.58,0.44,2.07,0.5,30.69,0.19,0,Bournemouth,True,Liverpool,-2.32,0.18
Marcos Senesi,DEF,Bournemouth,0,0,0.0,0,0.0,2024-01-21,0,Liverpool,0,0,0,True,,,,,,,,,,5.4,0.22,69.77,0.44,2.07,0.5,30.69,0.19,2,Bournemouth,False,West Ham,2.67,-0.22
Marcos Senesi,DEF,Bournemouth,0,0,1.31,1,2.5,2024-02-01,90,West Ham,0,1,2,False,0.0,1.0,0.07,90.0,DC,2024-02-01,0.0,0.0,0.0,2.4,0.2,71.21,0.4,2.07,0.5,30.69,0.19,1,Bournemouth,True,Nottingham Forest,0.51,1.55
Marcos Senesi,DEF,Bournemouth,0,0,0.56,1,1.4,2024-02-04,90,Nottingham Forest,0,1,1,True,0.0,0.0,0.0,90.0,DC,2024-02-04,0.0,0.0,0.0,1.8,0.02,72.47,0.36,2.07,0.5,30.69,0.19,8,Bournemouth,False,Fulham,-1.43,0.86
Marcos Senesi,DEF,Bournemouth,1,0,1.55,3,11.7,2024-02-10,90,Fulham,0,1,8,False,1.0,1.0,0.41,90.0,DC,2024-02-10,0.75,0.0,3.0,0.8,0.02,73.56,0.33,2.07,0.5,30.69,0.19,0,Bournemouth,False,Newcastle United,-1.45,-0.41
Marcos Senesi,DEF,Bournemouth,0,0,2.26,2,0.6,2024-02-17,90,Newcastle United,0,1,0,False,0.0,1.0,0.02,90.0,DC,2024-02-17,0.0,0.0,0.0,2.2,0.1,74.53,0.31,2.07,0.5,30.69,0.19,1,Bournemouth,True,Manchester City,1.02,-0.96
Marcos Senesi,DEF,Bournemouth,0,0,1.62,1,1.7,2024-02-24,79,Manchester City,0,1,1,True,0.0,0.0,0.0,83.0,DC,2024-02-24,0.0,0.0,0.0,2.2,0.1,74.78,0.29,2.07,0.5,30.69,0.19,1,Bournemouth,False,Burnley,,0.0
Marcos Senesi,DEF,Bournemouth,0,0,0.34,0,1.5,2024-03-03,11,Burnley,0,1,1,False,0.0,0.0,0.0,11.0,DC,2024-03-03,0.06,0.0,1.0,2.4,0.1,71.42,0.29,2.07,0.5,30.69,0.19,0,Bournemouth,True,Sheffield,,0.68
Marcos Senesi,DEF,Bournemouth,0,0,0.0,0,0.0,2024-03-09,0,Sheffield,0,0,0,True,,,,,,,,,,2.2,0.09,67.85,0.29,2.07,0.5,30.69,0.19,0,Bournemouth,True,Luton,,
Marcos Senesi,DEF,Bournemouth,0,0,0.0,0,0.0,2024-03-13,0,Luton,0,0,0,True,,,,,,,,,,2.0,0.09,64.62,0.29,2.07,0.5,30.69,0.19,0,Bournemouth,True,Tottenham,1.6,0.69
Marcos Senesi,DEF,Bournemouth,0,0,0.0,0,0.0,2023-08-26,0,Tottenham,0,0,0,True,,,,,,,,,,0.4,0.0,61.68,0.29,2.07,0.5,30.69,0.19,0,Bournemouth,True,Everton,-5.04,0.53
Marcos Senesi,DEF,Bournemouth,0,0,0.0,0,0.0,2024-03-30,0,Everton,0,0,0,True,,,,,,,,,,0.4,0.0,59.0,0.29,2.07,0.5,30.69,0.19,0,Bournemouth,True,Crystal Palace,3.26,0.88
Marcos Senesi,DEF,Bournemouth,0,0,0.0,0,0.0,2024-04-02,0,Crystal Palace,0,0,0,True,,,,,,,,,,0.2,0.0,56.54,0.29,2.07,0.5,30.69,0.19,1,Bournemouth,False,Luton,,
