name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points
Lorenz Assignon,Burnley,Fulham,2024-02-03,True,89,0.0,0.0,1.0,0.46,4,0.0,1.0,4.0,0,0,2,1.28,1,4.0,1.0,89.0,0.0,1.0
Lorenz Assignon,Burnley,Liverpool,2024-02-10,False,90,0.0,0.01,0.0,0.0,1,1.0,0.0,2.4,0,0,3,2.86,1,2.5,0.51,89.5,0.0,-1.0
Lorenz Assignon,Burnley,Arsenal,2024-02-17,True,79,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.7,0,0,5,2.23,1,1.33,0.34,86.0,0.0,1.0
Lorenz Assignon,Burnley,Crystal Palace,2024-02-24,False,90,0.0,0.0,0.0,0.04,1,0.0,1.0,3.6,0,0,3,2.39,1,1.25,0.25,87.0,0.0,1.0
Lorenz Assignon,Burnley,Bournemouth,2024-03-03,True,90,0.0,0.0,0.0,0.14,1,0.0,3.0,6.1,0,0,2,1.1,1,1.2,0.2,87.6,0.0,0.0
Lorenz Assignon,Burnley,West Ham,2024-03-10,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.9,0,0,2,1.82,1,0.4,0.0,88.0,0.0,2.0
Lorenz Assignon,Burnley,Brentford,2024-03-16,True,90,0.0,0.1,0.0,0.8,2,1.0,4.0,7.0,0,0,1,1.07,1,0.6,0.02,88.29,0.0,-3.0
Lorenz Assignon,Burnley,Chelsea,2024-03-30,False,39,0.0,0.0,0.0,0.0,-3,0.0,0.0,0.0,0,0,2,6.94,1,0.2,0.02,82.12,0.0,0.0
Lorenz Assignon,Burnley,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,0.0,0.02,73.0,0.0,2.0
Lorenz Assignon,Burnley,Everton,2024-04-06,False,83,0.0,0.0,0.0,0.0,2,0.0,0.0,1.6,0,0,1,0.79,1,0.2,0.02,74.0,0.0,2.0
Lorenz Assignon,Burnley,Brighton,2024-04-13,True,90,0.0,0.03,0.0,0.08,2,1.0,1.0,4.4,0,0,1,0.91,1,0.6,0.03,75.45,0.0,14.0
Lorenz Assignon,Burnley,Sheffield,2024-04-20,False,90,1.0,0.17,1.0,0.5,14,2.0,2.0,13.8,3,0,1,2.43,1,3.0,0.24,76.67,0.0,2.0
Lorenz Assignon,Burnley,Manchester United,2024-04-27,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,3.1,0,0,1,2.71,1,4.0,0.24,77.69,0.0,0.0
Lorenz Assignon,Burnley,Newcastle United,2024-05-04,True,90,0.0,0.06,0.0,0.06,0,2.0,1.0,6.0,0,0,4,3.58,1,4.0,0.26,78.57,0.0,0.0
Lorenz Assignon,Burnley,Tottenham,2024-05-11,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,0.9,0,0,2,2.5,1,3.6,0.26,79.33,0.0,0.0
Lorenz Assignon,Burnley,Nottingham Forest,2024-05-19,True,45,0.0,0.01,0.0,0.0,0,1.0,0.0,1.1,0,0,2,1.01,1,3.2,0.25,77.19,0.0,
