name,position_x,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,starts,total_points,was_home,goals,shots,xG,time,position_y,date,xA,assists,key_passes,form,xG&A_form,minutes_per_game,clean_sheet_probability,last_season_xG,last_season_xA,last_season_expected_goals_conceded,last_season_clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Harry Maguire,DEF,Man Utd,0,0,0.0,0,0.0,2023-08-14,0,Wolverhampton,0,0,0,True,,,,,,,,,,0.0,0.0,0.0,0.0,0.15,0.38,6.41,0.62,1,Man Utd,True,Manchester City,-1.29,-0.96
Harry Maguire,DEF,Man Utd,0,0,3.94,3,2.2,2023-10-29,90,Manchester City,0,1,1,True,0.0,1.0,0.02,90.0,DC,2023-10-29,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.15,0.38,6.41,0.62,7,Man Utd,False,Fulham,-3.44,0.86
Harry Maguire,DEF,Man Utd,1,1,1.01,0,3.6,2023-11-04,90,Fulham,0,1,7,False,0.0,0.0,0.0,90.0,DC,2023-11-04,0.0,0.0,0.0,0.5,0.01,60.0,0.5,0.15,0.38,6.41,0.62,6,Man Utd,True,Luton,,
Harry Maguire,DEF,Man Utd,0,1,0.42,0,4.5,2023-11-11,90,Luton,0,1,6,True,0.0,0.0,0.0,90.0,DC,2023-11-11,0.06,0.0,1.0,2.67,0.01,67.5,0.67,0.15,0.38,6.41,0.62,6,Man Utd,False,Everton,0.29,-0.24
Harry Maguire,DEF,Man Utd,0,1,2.73,0,2.7,2023-11-26,90,Everton,0,1,6,False,0.0,1.0,0.06,90.0,DC,2023-11-26,0.0,0.0,0.0,3.5,0.0,72.0,0.75,0.15,0.38,6.41,0.62,1,Man Utd,False,Newcastle United,1.53,-0.41
Harry Maguire,DEF,Man Utd,0,0,2.65,1,3.9,2023-12-02,90,Newcastle United,0,1,1,False,0.0,2.0,0.11,90.0,DC,2023-12-02,0.0,0.0,0.0,4.0,0.02,75.0,0.6,0.15,0.38,6.41,0.62,5,Man Utd,True,Chelsea,-2.84,-0.25
Harry Maguire,DEF,Man Utd,0,0,1.4,1,1.7,2023-12-06,90,Chelsea,0,1,5,True,0.0,1.0,0.13,90.0,DC,2023-12-06,0.0,0.0,0.0,4.2,0.04,77.14,0.5,0.15,0.38,6.41,0.62,1,Man Utd,True,Bournemouth,-3.39,1.22
Harry Maguire,DEF,Man Utd,0,0,1.48,3,5.1,2023-12-09,90,Bournemouth,0,1,1,True,0.0,2.0,0.04,90.0,DC,2023-12-09,0.0,0.0,0.0,5.0,0.06,78.75,0.43,0.15,0.38,6.41,0.62,0,Man Utd,False,Liverpool,4.73,-1.01
Harry Maguire,DEF,Man Utd,0,0,0.0,0,0.0,2023-12-17,0,Liverpool,0,0,0,False,,,,,,,,,,3.8,0.07,70.0,0.43,0.15,0.38,6.41,0.62,0,Man Utd,False,West Ham,1.21,-0.22
Harry Maguire,DEF,Man Utd,0,0,0.0,0,0.0,2023-12-23,0,West Ham,0,0,0,False,,,,,,,,,,2.6,0.07,63.0,0.43,0.15,0.38,6.41,0.62,0,Man Utd,True,Aston Villa,-0.0,0.64
Harry Maguire,DEF,Man Utd,0,0,0.0,0,0.0,2023-12-26,0,Aston Villa,0,0,0,True,,,,,,,,,,1.4,0.06,57.27,0.43,0.15,0.38,6.41,0.62,0,Man Utd,False,Tottenham,-1.07,-0.36
Harry Maguire,DEF,Man Utd,0,0,0.0,0,0.0,2023-08-19,0,Tottenham,0,0,0,False,,,,,,,,,,1.2,0.03,52.5,0.43,0.15,0.38,6.41,0.62,0,Man Utd,False,Nottingham Forest,-2.13,-0.55
Harry Maguire,DEF,Man Utd,0,0,0.0,0,0.0,2023-12-30,0,Nottingham Forest,0,0,0,False,,,,,,,,,,0.2,0.01,48.46,0.43,0.15,0.38,6.41,0.62,0,Man Utd,True,Tottenham,-2.65,0.69
Harry Maguire,DEF,Man Utd,0,0,0.0,0,0.0,2024-01-14,0,Tottenham,0,0,0,True,,,,,,,,,,0.0,0.0,45.0,0.43,0.15,0.38,6.41,0.62,1,Man Utd,False,Wolverhampton,-0.28,-0.52
Harry Maguire,DEF,Man Utd,0,0,0.13,1,0.2,2024-02-01,4,Wolverhampton,0,0,1,False,0.0,0.0,0.0,1.0,Sub,2024-02-01,0.0,0.0,0.0,0.0,0.0,42.27,0.43,0.15,0.38,6.41,0.62,6,Man Utd,True,West Ham,-1.53,0.49
Harry Maguire,DEF,Man Utd,0,1,1.69,0,2.4,2024-02-04,90,West Ham,0,1,6,True,0.0,0.0,0.0,90.0,DC,2024-02-04,0.0,0.0,0.0,0.2,0.0,45.25,0.5,0.15,0.38,6.41,0.62,7,Man Utd,False,Aston Villa,0.57,0.29
Harry Maguire,DEF,Man Utd,2,0,2.49,1,6.1,2024-02-11,90,Aston Villa,0,1,7,False,0.0,2.0,0.1,90.0,DC,2024-02-11,0.63,1.0,1.0,1.4,0.0,47.88,0.44,0.15,0.38,6.41,0.62,0,Man Utd,False,Luton,,
Harry Maguire,DEF,Man Utd,0,0,1.13,1,1.3,2024-02-18,45,Luton,0,1,0,False,0.0,0.0,0.0,50.0,DC,2024-02-18,0.09,0.0,1.0,2.8,0.22,47.72,0.44,0.15,0.38,6.41,0.62,6,Man Utd,True,Fulham,-0.98,-0.13
Harry Maguire,DEF,Man Utd,0,0,1.11,2,13.8,2024-02-24,90,Fulham,0,1,6,True,1.0,4.0,1.32,90.0,DC,2024-02-24,0.11,0.0,2.0,2.8,0.22,49.95,0.4,0.15,0.38,6.41,0.62,0,Man Utd,False,Manchester City,1.52,-1.32
