name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,expected_goals_conceded,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Takehiro Tomiyasu,Arsenal,Nottingham Forest,2023-08-12,True,40,0.0,0.02,0.0,0.0,1,1.0,0.0,2.3,0,0,1,0.9,0,1.0,0.02,40.0,0.0,3.0,Arsenal,False,Crystal Palace,0.57,0.38
Takehiro Tomiyasu,Arsenal,Crystal Palace,2023-08-21,False,66,0.0,0.0,0.0,0.0,3,0.0,0.0,0.2,0,1,0,1.79,1,2.0,0.01,53.0,0.5,0.0,Arsenal,True,Fulham,-0.83,-0.13
Takehiro Tomiyasu,Arsenal,Fulham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.33,0.01,35.33,0.5,1.0,Arsenal,True,Manchester United,-2.3,0.38
Takehiro Tomiyasu,Arsenal,Manchester United,2023-09-03,True,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.06,0,1.25,0.0,30.0,0.33,1.0,Arsenal,False,Everton,2.37,-0.24
Takehiro Tomiyasu,Arsenal,Everton,2023-09-17,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.1,0,1.2,0.0,26.0,0.25,0.0,Arsenal,True,Tottenham,-2.27,0.69
Takehiro Tomiyasu,Arsenal,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0,1.0,0.0,21.67,0.25,1.0,Arsenal,False,Bournemouth,-3.74,0.19
Takehiro Tomiyasu,Arsenal,Bournemouth,2023-09-30,False,21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.35,0,0.6,0.0,21.57,0.2,1.0,Arsenal,True,Manchester City,1.6,-0.96
Takehiro Tomiyasu,Arsenal,Manchester City,2023-10-08,True,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.0,0,0.8,0.0,20.75,0.17,1.0,Arsenal,False,Chelsea,-3.72,-0.85
Takehiro Tomiyasu,Arsenal,Chelsea,2023-10-21,False,45,0.0,0.1,0.0,0.0,1,2.0,0.0,1.0,0,0,1,0.18,0,0.8,0.02,23.44,0.14,7.0,Arsenal,True,Sheffield,,0.68
Takehiro Tomiyasu,Arsenal,Sheffield,2023-10-28,True,24,1.0,0.15,0.0,0.0,7,2.0,0.0,6.0,0,0,0,0.0,0,2.0,0.05,23.5,0.12,2.0,Arsenal,False,Newcastle United,-0.61,-0.41
