goals,shots,xG,time,position,date,xA,assists,key_passes
0,2,0.1049772575497627,62,DC,2023-05-28,0.0541735738515853,0,1
0,0,0.0,90,DC,2023-05-21,0.0,0,0
0,0,0.0,90,DC,2023-05-13,0.0,0,0
0,0,0.0,90,DC,2023-05-06,0.0,0,0
0,0,0.0,57,Sub,2023-04-30,0.0,0,0
0,0,0.0,90,DL,2023-04-22,0.0,0,0
0,0,0.0,90,DC,2023-03-18,0.0,0,0
0,0,0.0,90,DC,2023-03-11,0.0,0,0
0,0,0.0,90,DC,2023-03-04,0.0571881011128425,0,1
0,1,0.01211419980973,90,DC,2023-02-25,0.0493998005986213,0,1
0,0,0.0,48,DC,2023-02-18,0.0508841015398502,0,1
0,2,0.1040949970483779,90,DC,2023-02-12,0.3163059949874878,0,1
0,1,0.0639699026942253,90,DC,2023-02-08,0.2142080068588256,0,1
0,0,0.0,90,DC,2023-02-05,0.0,0,0
0,2,0.1288580000400543,90,DC,2023-01-22,0.0,0,0
0,1,0.0505315996706485,16,Sub,2023-01-13,0.0,0,0
