goals,shots,xG,time,position,date,xA,assists,key_passes
0,0,0.0,17,Sub,2023-05-28,0.0,0,0
0,4,0.9286757707595824,71,FW,2023-05-22,0.1186135038733482,0,1
1,4,1.4117385149002075,90,FW,2023-05-18,0.9048083424568176,1,3
2,5,1.7695858478546145,75,FW,2023-05-13,0.0260790605098009,0,1
0,0,0.0,84,FW,2023-05-07,0.0619860477745533,0,1
2,6,2.341235637664795,41,Sub,2023-04-30,0.0,0,0
2,4,0.7376178503036499,90,FW,2023-04-27,0.0,0,0
1,1,0.5383685231208801,22,Sub,2023-04-23,0.0756245702505111,0,1
0,0,0.0,30,Sub,2023-04-15,0.0,0,0
0,1,0.1311070024967193,41,Sub,2023-04-08,0.5418620109558105,1,3
2,3,1.0192099809646606,67,FW,2023-04-05,0.0,0,0
1,1,0.5190839767456055,9,Sub,2023-04-02,0.0,0,0
0,0,0.0,20,Sub,2023-03-12,0.0,0,0
0,1,0.099760502576828,65,FW,2023-03-04,0.1013640016317367,0,1
0,1,0.3768270015716553,22,Sub,2023-02-18,0.0181025993078947,0,1
1,3,0.603996992111206,90,FW,2023-02-04,0.0572994984686374,0,1
0,2,0.3367840051651001,71,FW,2023-01-21,0.0,0,0
0,7,0.6453099846839905,90,FW,2023-01-15,0.6788700222969055,1,1
0,2,0.1692019999027252,70,FW,2023-01-03,0.0,0,0
0,0,0.0,24,Sub,2022-12-31,0.0,0,0
0,0,0.0,12,Sub,2022-11-12,0.0,0,0
0,1,0.0610185004770755,51,FW,2022-11-06,0.0,0,0
2,5,2.0440499782562256,90,FW,2022-10-29,0.1230190023779869,1,2
1,4,0.6986029744148254,90,FW,2022-10-23,0.0195796992629766,0,1
0,2,0.1612250059843063,89,FW,2022-10-19,0.0648929998278617,0,1
0,2,0.1702390015125274,81,FW,2022-10-16,0.0,0,0
0,3,0.7088050246238708,86,FW,2022-10-08,0.5866199731826782,1,3
1,3,1.7161099910736084,70,FW,2022-10-01,0.0,0,0
1,4,0.9488599896430968,74,FW,2022-08-21,0.0,0,0
0,0,0.0,89,FW,2022-08-13,0.0426841005682945,0,1
1,4,0.719353973865509,90,FW,2022-08-06,0.1465580016374588,0,2
