goals,shots,xG,time,position,date,xA,assists,key_passes
0.0,0.0,0.0,62.0,Sub,2023-05-20,0.6069208979606628,1.0,1.0
0.0,4.0,0.2037883847951889,90.0,DC,2023-05-01,0.0346062891185283,0.0,1.0
0.0,1.0,0.0476128906011581,90.0,DC,2023-04-27,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2023-04-22,0.0,0.0,0.0
0.0,1.0,0.0373429991304874,90.0,DC,2023-04-15,0.0,0.0,0.0
0.0,0.0,0.0,90.0,DC,2023-04-08,0.0,0.0,0.0
1.0,3.0,0.1116219982504844,90.0,DC,2023-04-03,0.0,0.0,0.0
0.0,1.0,0.543408989906311,90.0,DC,2023-03-18,0.0,0.0,0.0
0.0,3.0,0.2875339984893799,90.0,DC,2023-03-11,0.0,0.0,0.0
0.0,1.0,0.0948418974876403,90.0,DC,2023-03-05,0.4074429869651794,1.0,1.0
0.0,0.0,0.0,90.0,DC,2023-03-01,0.0,0.0,0.0
0.0,0.0,0.0,20.0,Sub,2022-08-27,0.0,0.0,0.0
1.0,14.0,1.32615115866065,982.0,,,1.0489701740443704,2.0,3.0
0.09164969450101833,1.2830957230142566,0.12154134855342007,982.0,,,0.09613779599184658,0.18329938900203666,0.27494908350305497
