goals,shots,xG,time,position,date,xA,assists,key_passes
0,2,0.0728300213813781,27,Sub,2023-05-28,0.3470552861690521,0,1
1,2,0.4212193489074707,88,AMR,2023-05-21,0.5510469079017639,1,4
0,0,0.0,3,Sub,2023-05-14,0.0,0,0
0,2,0.1829099804162979,90,AMR,2023-05-07,0.0358364731073379,0,1
0,1,0.2998482286930084,80,AMR,2023-05-03,0.0,0,0
0,0,0.0,90,AMR,2023-04-29,0.0,0,0
0,1,0.0522287972271442,90,AMR,2023-04-26,0.0,0,0
0,2,0.0598849989473819,79,FWR,2023-04-23,0.7475043535232544,1,2
1,2,0.3796370029449463,90,FWR,2023-04-16,0.0,0,0
0,1,0.1415199935436248,90,MR,2023-04-08,0.4420549869537353,0,1
0,2,0.0491220988333225,90,AMR,2023-04-05,0.5189809799194336,1,1
0,4,0.3983319997787475,90,FWR,2023-04-02,0.0,0,0
0,1,0.0353000983595848,90,MR,2023-03-12,0.129281997680664,0,2
0,1,0.0759435966610908,90,AMR,2023-03-04,0.0,0,0
0,6,0.3373109996318817,90,FWR,2023-02-25,0.5799930095672607,1,2
0,2,0.1094909980893135,90,AMC,2023-02-19,0.1301250010728836,0,2
0,1,0.0764427036046981,90,AMC,2023-02-11,0.6214979887008667,1,3
0,0,0.0,90,AMC,2023-02-04,0.1187930032610893,0,2
2,4,1.6096099615097046,90,AMC,2023-01-21,0.5519030094146729,0,1
0,3,0.1867109984159469,90,FWR,2023-01-14,0.050178799778223,0,1
0,0,0.0,90,AMR,2023-01-04,0.0804556980729103,0,2
0,4,0.2480099946260452,90,AMC,2022-12-30,0.3197549879550934,0,4
0,0,0.0,90,AMR,2022-12-26,0.0,0,0
0,3,0.1714400053024292,90,AMR,2022-11-12,0.1467799991369247,0,2
0,1,0.0411818996071815,90,AMR,2022-11-06,0.0334138013422489,0,1
0,1,0.5798500180244446,90,AMR,2022-10-30,0.0,0,0
0,1,0.064960703253746,90,AMR,2022-10-24,0.0,0,0
0,2,0.7744010090827942,90,FW,2022-10-19,0.5838500261306763,0,1
0,2,0.0646732002496719,90,FWR,2022-10-16,0.2784439921379089,0,3
1,5,1.9253400564193728,90,AMR,2022-10-09,0.0740880966186523,0,2
1,4,0.3509489893913269,90,AMR,2022-10-01,0.1903740018606186,0,3
0,4,0.2406020015478134,90,AMR,2022-09-18,0.1674389988183975,0,3
0,2,0.0315726995468139,90,AMR,2022-09-03,0.0786375999450683,0,1
0,3,0.5483160018920898,90,AMR,2022-08-31,0.0525396987795829,0,2
0,1,0.1449390053749084,90,FW,2022-08-28,0.0,0,0
0,3,0.145236000418663,90,AMR,2022-08-21,0.0773615017533302,0,1
0,1,0.1453099995851516,88,AMR,2022-08-14,0.0,0,0
0,1,0.039106398820877,90,AMR,2022-08-07,0.0,0,0
