player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title
Philip Billing,36,2822,7,4.894198485650122,1,3.457261343486607,38,27,5,0,F M S,Bournemouth
Dwight McNeil,36,2512,7,3.871220519766212,3,7.44360885117203,46,51,5,0,D F M S,Everton
Diogo Jota,22,1132,7,6.437793597579002,4,1.7756053674966097,35,17,2,0,F M S,Liverpool
Kaoru Mitoma,33,2306,7,9.245785741135478,5,7.035773795098066,52,40,0,0,D M S,Brighton
Cody Gakpo,21,1483,7,6.554539561271668,2,2.981710772961378,39,23,0,0,F M S,Liverpool
Joelinton,32,2677,6,6.252544686198235,1,3.116438364610076,51,26,12,0,F M S,Newcastle United
Danny Welbeck,31,1868,6,9.550176788121462,3,5.098056230694056,62,30,0,0,F S,Brighton
Anthony Martial,21,987,6,7.3281096909195185,2,1.756760749965906,27,12,0,0,F S,Manchester United
Raheem Sterling,28,1919,6,7.405153378844261,3,4.861129405908287,41,34,4,0,D F M S,Chelsea
Dominic Solanke,33,2874,6,9.317674346268175,7,3.957623152993619,76,21,2,0,F M S,Bournemouth
Jarrod Bowen,38,3245,6,10.004229810088871,5,6.90739019960165,75,48,2,0,F M S,West Ham
Said Benrahma,35,2070,6,6.350573148578405,3,4.756499437615275,73,48,0,0,F M S,West Ham
Solly March,33,2745,6,8.069857582449913,7,9.567008880898356,73,65,2,0,D M S,Brighton
Douglas Luiz,37,2947,6,3.191290902905166,6,4.567880779504776,34,45,6,1,M S,Aston Villa
Jadon Sancho,26,1710,6,3.789094930514693,3,4.790035545825958,21,43,0,0,F M S,Manchester United
Rúben Neves,35,3022,6,5.006285472773016,1,1.8384296027943487,67,32,12,0,D M S,Wolverhampton Wanderers
Daniel Podence,32,1769,6,3.7195267919451,0,2.4171172585338354,43,37,5,0,F M S,Wolverhampton Wanderers
Jacob Ramsey,35,2675,6,5.228078290820122,7,5.728406075388193,33,42,5,0,M S,Aston Villa
Evan Ferguson,19,950,6,5.667327303439379,2,0.6870213840156794,36,11,1,0,F S,Brighton
Michail Antonio,33,1847,5,7.201865157112479,3,1.6608268171548843,39,15,2,0,F S,West Ham
Kelechi Iheanacho,28,1120,5,6.133550511673093,5,3.7054135501384735,39,22,0,0,F M S,Leicester
Jack Grealish,28,2083,5,4.998198181390762,7,7.464956499636173,41,50,3,0,F M S,Manchester City
Willian,27,2174,5,3.383236724883318,5,5.042201226577163,41,51,2,0,M S,Fulham
Riyad Mahrez,30,1941,5,5.864552567712963,10,6.157492842525244,43,51,2,0,F M S,Manchester City
Abdoulaye Doucouré,25,1519,5,3.214016545563936,2,2.4725133273750544,20,22,6,1,M S,Everton
Jefferson Lerma,37,3263,5,3.1550366831943397,0,2.628147560171783,35,18,7,0,D M,Bournemouth
Emiliano Buendía,38,2446,5,5.6266536470502615,2,4.373138631694019,49,40,0,0,F M S,Aston Villa
Odsonne Edouard,35,1819,5,5.535292422398925,2,1.2745107971131802,39,17,3,0,F M S,Crystal Palace
Rodrigo Bentancur,18,1516,5,2.4369436921551824,2,0.6443385947495699,15,11,8,0,M S,Tottenham
Morgan Gibbs-White,37,3170,5,6.6556903049349785,8,7.807910647243261,62,67,6,0,F M S,"Nottingham Forest,Wolverhampton Wanderers"
Mathias Jensen,37,2898,5,1.9304941780865192,6,3.59164313133806,23,48,5,0,M,Brentford
Carlos Vinicius,28,1079,5,3.5915758907794952,2,0.5233518667519093,21,8,3,0,F S,Fulham
Che Adams,28,2019,5,7.306276918388903,3,2.7257514875382185,47,24,1,0,F M S,Southampton
Jack Harrison,36,2793,5,5.013850751332939,7,5.010656230151653,39,53,2,0,D F M S,Leeds
Marcus Tavernier,23,1770,5,3.9280984150245786,4,2.7044622469693422,37,17,1,0,D M S,Bournemouth
Deniz Undav,22,594,5,5.5473707262426615,0,1.1680052187293768,27,8,2,0,F M S,Brighton
Luis Sinisterra,19,891,5,3.361706962808966,0,0.3890431001782417,28,9,1,1,F M S,Leeds
Pierre-Emile Højbjerg,35,3137,4,1.5295524531975389,5,3.1992804715409875,33,30,5,0,M,Tottenham
Jordan Ayew,38,2738,4,2.751328118145466,3,3.050740525126457,32,30,5,0,F M S,Crystal Palace
Demarai Gray,33,2520,4,6.325153514742851,1,3.608845199458301,59,36,3,0,F M S,Everton
Patrick Bamford,28,1523,4,9.774512918666003,2,1.0358418971300123,50,12,3,0,F S,Leeds
Andreas Pereira,33,2765,4,6.426880993880332,6,4.836930306628346,62,60,8,0,M,Fulham
Casemiro,28,2127,4,3.140908549539745,3,3.8724323799833655,34,28,7,2,M S,Manchester United
Bernardo Silva,34,2194,4,2.2564154639840126,5,3.916250504553318,25,30,5,0,D F M S,Manchester City
Leon Bailey,33,2031,4,4.778411947190762,4,5.5339578883722425,51,30,4,0,F M S,Aston Villa
Declan Rice,37,3268,4,2.2349475855007768,1,2.33805207721889,36,36,5,0,M S,West Ham
Jacob Murphy,36,1215,4,3.697086520493031,2,2.68278655782342,29,20,0,0,F S,Newcastle United
Eddie Nketiah,30,1017,4,9.223067251965404,1,1.481980249285698,41,9,3,0,F S,Arsenal
Bobby Reid,36,2511,4,4.226093959063292,1,1.5008238069713116,31,18,8,0,D F M S,Fulham
Lucas Paquetá,28,2209,4,5.04679605551064,3,2.8692219518125057,53,32,5,0,F M S,West Ham
João Félix,16,953,4,4.288620352745056,0,0.6466051954776049,46,6,1,1,F M S,Chelsea
Anthony Gordon,32,1564,4,5.549364037811756,0,1.411392219364643,34,14,7,0,F M S,"Everton,Newcastle United"
Bruno Guimarães,32,2762,4,2.726729958318174,5,3.806102696806192,28,42,7,0,M,Newcastle United
Crysencio Summerville,28,1391,4,3.559207702055573,2,1.4241413976997137,29,16,4,0,F M S,Leeds
Patson Daka,30,1164,4,4.064196912571788,4,2.733729289844632,30,17,2,0,F M S,Leicester
Josh Dasilva,36,1374,4,1.5916067343205214,2,2.0804033745080237,18,12,1,0,M S,Brentford
Luis Díaz,17,997,4,3.568711277097464,2,1.9563428275287151,27,13,2,0,F M S,Liverpool
Manor Solomon,19,536,4,1.042859235778451,0,0.3249989273026585,11,6,0,0,M S,Fulham
Kieffer Moore,27,1273,4,4.823006581515074,0,0.5260727815330029,23,5,1,0,F S,Bournemouth
Julio Enciso,20,798,4,4.214253352954984,2,1.779839888215065,38,13,1,0,F M S,Brighton
Antony,25,1841,4,5.857848301529884,2,2.37078566942364,72,28,5,0,F M S,Manchester United
Carlos Alcaraz,18,1050,4,1.9036163073033092,2,0.8085567876696587,24,5,3,0,F M S,Southampton
Jamie Vardy,37,1832,3,6.644154226407409,4,1.7369483597576618,28,14,1,0,F S,Leicester
Jeffrey Schlupp,34,2562,3,3.445598446764052,1,2.2960132341831923,28,18,7,0,D M S,Crystal Palace
Virgil van Dijk,32,2839,3,3.122492080554366,1,1.1658173147588968,30,7,3,0,D,Liverpool
Harrison Reed,37,2911,3,2.1825738195329905,4,3.5145126404240727,20,35,5,0,M S,Fulham
Ben Mee,37,3278,3,3.2241614628583197,1,1.680261291563511,27,7,2,0,D,Brentford
Thomas Partey,33,2484,3,2.229622021317482,0,1.9341314993798733,28,26,5,0,D M S,Arsenal
Pablo Fornals,32,1507,3,1.7289359364658594,1,2.018738079816103,27,19,0,0,F M S,West Ham
Chris Wood,25,808,3,3.433256816118956,0,0.3606983013451099,12,6,0,0,F S,"Newcastle United,Nottingham Forest"
Gabriel,38,3416,3,4.335554586723447,0,0.1663138093426823,32,5,5,0,D,Arsenal
Youri Tielemans,31,2365,3,2.239441570825875,2,4.528865018859506,31,30,4,0,M S,Leicester
Gianluca Scamacca,16,940,3,2.5387633964419365,0,1.1296455087140205,30,13,3,0,F S,West Ham
Reiss Nelson,11,174,3,1.8955533094704151,2,1.2082199901342392,12,8,0,0,S,Arsenal
Joe Willock,35,2634,3,7.266156509518623,6,7.388796498999,58,40,1,0,M S,Newcastle United
Curtis Jones,18,1059,3,1.2679023258388042,1,1.010046985000372,15,14,2,0,M S,Liverpool
Pedro Porro,15,1154,3,1.3973288014531136,3,2.532236455008388,25,25,0,0,D M S,Tottenham
Mason Mount,24,1682,3,2.1364672761410475,2,3.0019248109310865,33,29,4,0,F M S,Chelsea
Hee-Chan Hwang,27,1117,3,2.164069874212146,1,0.8787439614534378,18,10,1,0,F M S,Wolverhampton Wanderers
Conor Gallagher,35,1590,3,2.5371697302907705,1,2.6282018795609474,28,21,9,1,M S,Chelsea
Ethan Pinnock,30,2700,3,3.5859055295586586,0,0.6192105077207088,15,8,0,0,D,Brentford
Vitaly Janelt,35,2206,3,2.191264372318983,1,1.4620734620839355,14,16,3,0,D M S,Brentford
Alejandro Garnacho,19,555,3,3.8779171984642735,2,1.1436776779592035,24,3,3,0,M S,Manchester United
João Palhinha,35,3124,3,2.6951698008924723,0,0.275451373308897,38,7,14,0,M,Fulham
Jaidon Anthony,30,1204,3,1.7566156624816358,1,0.9099286124110222,21,12,2,0,D M S,Bournemouth
Rasmus Kristensen,26,1964,3,0.789253355935216,1,1.2889635181054473,13,8,4,0,D M S,Leeds
Danilo,13,999,3,1.6606165627017615,2,0.8088494967669249,15,9,1,0,M S,Nottingham Forest
Adam Lallana,16,742,2,1.1926603838801384,1,0.9687040857970716,8,14,0,0,F M S,Brighton
Alex Iwobi,38,3388,2,2.7482709400355816,7,6.127815451472998,42,64,2,0,F M,Everton
Theo Walcott,20,1149,2,3.126369597390294,2,1.8109254278242588,20,15,1,0,F M S,Southampton
John Stones,23,1852,2,1.3161899587139487,2,1.4483567401766777,11,8,2,0,D M S,Manchester City
Eric Dier,33,2815,2,1.4715977106243372,1,1.6204578075557947,17,7,4,0,D S,Tottenham
Ben Davies,31,2295,2,0.9933742862194777,2,2.469028750434518,14,20,4,0,D S,Tottenham
Bertrand Traoré,8,216,2,0.856813095510006,0,0.0698933973908424,9,1,1,0,M S,Aston Villa
Ben Chilwell,23,1418,2,1.465110638178885,2,1.9936782559379933,16,21,3,0,D S,Chelsea
Adama Traoré,34,1452,2,1.420078607276082,1,3.147219412028789,19,23,2,0,F M S,Wolverhampton Wanderers
Kurt Zouma,25,1990,2,2.125173594802618,0,0.056879699230194,19,1,0,0,D S,West Ham
Kalidou Koulibaly,23,1809,2,1.0540769854560494,1,0.305135702714324,11,7,5,1,D S,Chelsea
Jorginho,32,2138,2,1.7956794500350952,1,0.5555977635085583,11,12,4,0,M S,"Arsenal,Chelsea"
Trent Alexander-Arnold,37,2954,2,1.8788890931755304,9,13.222441317513583,40,71,5,0,D S,Liverpool
João Cancelo,17,1289,2,0.5918373949825764,1,0.8360136020928621,17,12,3,1,D M S,Manchester City
Rodri,36,2938,2,4.119232214987278,6,4.539481725543737,50,32,5,0,D M S,Manchester City
Adam Armstrong,30,1333,2,2.4375014984980226,1,1.730416551232338,25,11,2,0,F M S,Southampton
Dominic Calvert-Lewin,17,1197,2,6.498087804764509,1,1.2365073096007109,31,9,3,0,F S,Everton
Daniel James,24,790,2,2.1174327954649925,1,1.5898781195282936,16,8,0,0,F M S,"Fulham,Leeds"
Harry Wilson,29,1087,2,1.8703890815377235,3,1.3884916454553604,18,12,1,0,M S,Fulham
Jean-Philippe Mateta,29,717,2,3.308864532038569,0,0.4064396023750305,28,5,3,0,F S,Crystal Palace
Timothy Castagne,37,3257,2,1.9257993642240765,3,3.172707935795188,18,21,3,0,D S,Leicester
Romain Perraud,29,1842,2,1.2091420125216246,2,2.266822852194309,29,15,4,0,D M S,Southampton
Yerry Mina,7,606,2,1.6610938757658005,0,0.0843361243605613,8,1,2,0,D,Everton
Dejan Kulusevski,30,2120,2,2.6102962754666805,7,5.482720654457808,43,47,2,0,F M S,Tottenham
Fred,35,1207,2,2.2472731824964285,2,2.549862952902913,26,30,6,0,M S,Manchester United
Tom Cairney,33,929,2,1.549193875864148,0,1.6246961504220965,21,12,2,0,M S,Fulham
Ryan Sessegnon,17,810,2,2.117515377700329,0,1.040791004896164,18,6,4,0,D S,Tottenham
William Saliba,27,2418,2,0.8184554874897003,1,1.120013577863574,6,6,4,0,D,Arsenal
Stuart Armstrong,32,1408,2,2.106476968154311,1,2.606352062895894,23,18,6,0,M S,Southampton
Naif Aguerd,18,1600,2,2.5115839689970016,0,0.6282200030982494,12,6,4,0,D S,West Ham
Matheus Cunha,17,978,2,1.591183171607554,0,0.8713507484644651,26,8,1,0,F S,Wolverhampton Wanderers
Ben White,38,3094,2,0.9820632422342896,5,4.293553752824664,10,27,5,0,D S,Arsenal
Emerson,26,1733,2,1.7453065998852253,1,0.4839589893817901,17,9,2,1,D S,Tottenham
Tomas Soucek,36,2839,2,3.82576912175864,3,1.9310189355164769,34,15,3,0,M S,West Ham
Luke Ayling,29,2030,2,2.712577499449253,1,1.8191682416945696,24,12,3,0,D S,Leeds
Pascal Struijk,29,2217,2,1.3350814320147038,1,2.1753706987947226,16,13,5,0,D S,Leeds
Emmanuel Dennis,19,705,2,1.5486181434243915,2,0.5363962892442942,21,7,3,0,F M S,Nottingham Forest
Fabio Carvalho,13,330,2,1.1579107120633123,0,0.1046279966831207,11,1,0,0,F M S,Liverpool
Kamaldeen Sulemana,18,950,2,1.679018633440137,1,1.4270181329920888,25,14,1,0,F M S,Southampton
Kiernan Dewsbury-Hall,31,2334,2,1.8549880683422089,2,3.0710923951119184,26,39,3,1,F M S,Leicester
Matias Viña,12,453,2,0.7529756985604763,0,0.1579136550426483,9,2,1,0,D S,Bournemouth
Michael Olise,37,2774,2,2.659285433590412,11,7.174625148996711,51,72,2,0,F M S,Crystal Palace
Joe Ayodele-Aribo,21,1224,2,2.054455615580082,0,0.9876715950667858,14,9,2,0,F M S,Southampton
Marcos Senesi,31,2508,2,2.0692426282912493,0,0.5055976919829845,8,5,7,0,D S,Bournemouth
Wilfried Gnonto,24,1344,2,1.833498403429985,4,2.921407464891672,22,22,7,0,F M S,Leeds
Fabian Schär,36,3223,1,5.092751467600465,3,2.4296507444232702,56,19,7,0,D,Newcastle United
Allan Saint-Maximin,25,1101,1,1.6111805494874716,5,4.724137527868152,28,31,1,0,F S,Newcastle United
Pierre-Emerick Aubameyang,15,542,1,2.122752519324422,0,0.3434317037463188,16,4,1,0,F S,Chelsea
Joel Matip,14,1095,1,0.6459370153024793,0,0.3237086497247219,5,4,3,0,D S,Liverpool
Ivan Perisic,34,2107,1,3.0171149894595146,8,6.623175095766783,29,48,6,0,D F S,Tottenham
Philippe Coutinho,20,750,1,1.3861289341002705,0,0.3858625032007694,21,8,3,0,F M S,Aston Villa
Joel Ward,28,2251,1,1.4655719939619305,0,0.3378884494304657,7,10,6,0,D S,Crystal Palace
James Tomkins,6,340,1,0.7290570810437202,0,0.0,3,0,1,1,D S,Crystal Palace
Cheikhou Kouyaté,21,871,1,0.1867025382816791,0,0.9933399967849256,6,8,3,0,D M S,Nottingham Forest
Manuel Lanzini,10,230,1,0.6443301560357213,0,0.3371060192584991,3,1,0,0,M S,West Ham
Nathan Aké,26,1874,1,1.3441827092319727,0,1.09055732563138,9,9,2,0,D S,Manchester City
Seamus Coleman,23,1686,1,0.2670318866148591,0,1.4559272825717926,7,4,1,0,D S,Everton
Ashley Young,29,2044,1,0.3949361126869917,0,0.7811885923147202,15,14,7,0,D S,Aston Villa
Christian Eriksen,28,2094,1,4.86724331881851,8,4.558254588395357,38,36,3,0,F M S,Manchester United
Kieran Trippier,38,3368,1,0.8719969913363457,7,13.462713163346052,14,110,5,0,D,Newcastle United
Marc Albrighton,6,232,1,0.4420046992599964,0,0.5711894929409027,2,6,0,0,M S,Leicester
Diego Costa,23,1254,1,2.9844185262918472,0,0.5990131702274084,28,11,5,1,F S,Wolverhampton Wanderers
Craig Dawson,25,2148,1,1.5213804170489311,0,0.1079010032117366,17,2,6,0,D,"West Ham,Wolverhampton Wanderers"
Kyle Walker-Peters,31,2659,1,0.6717622503638268,0,1.83802130445838,12,15,4,0,D M S,Southampton
Alex Oxlade-Chamberlain,9,338,1,1.493293778039515,0,0.7890531122684479,7,5,0,0,F S,Liverpool
Luke Shaw,31,2570,1,0.9740113597363234,2,3.826654343865812,14,34,8,0,D S,Manchester United
Tyrone Mings,35,3150,1,1.2113220421597362,2,1.1698964163661003,7,5,7,0,D,Aston Villa
Dennis Praet,22,609,1,0.9074058122932912,0,0.5022870898246765,5,3,1,0,M S,Leicester
Emerson,22,1331,1,1.005102353170514,0,0.8198722722008824,11,13,2,0,D M S,West Ham
Michael Keane,12,982,1,1.3261511586606505,2,1.0489701740443709,14,3,0,0,D S,Everton
James Tarkowski,38,3420,1,3.02016625367105,1,3.46320622228086,31,15,6,0,D,Everton
Rob Holding,14,556,1,0.3741819858551025,0,0.0,5,0,0,0,D S,Arsenal
Nampalys Mendy,19,743,1,0.0925476998090744,0,0.0272580198943614,2,2,1,0,M S,Leicester
Pontus Jansson,12,724,1,0.1967248991131782,0,0.0,4,0,0,0,D S,Brentford
Lucas Digne,28,1494,1,0.4971364550292492,0,1.567529585212469,8,18,5,0,D S,Aston Villa
Pablo Sarabia,13,788,1,2.5362928099930286,0,0.7747617959976196,20,11,3,0,F M S,Wolverhampton Wanderers
Mateo Kovacic,27,1700,1,1.3262846283614635,2,1.793226939626038,23,23,8,0,M S,Chelsea
Jonny,18,1257,1,0.1871340097859501,0,0.5784888137131929,9,5,3,1,D S,Wolverhampton Wanderers
Cristiano Ronaldo,10,517,1,2.1407179944217205,0,0.3078578971326351,25,6,2,0,F S,Manchester United
Christian Pulisic,24,779,1,1.8723955135792492,1,0.4368242975324392,18,12,1,0,D F M S,Chelsea
Oleksandr Zinchenko,27,2179,1,1.1754031758755443,2,1.958403613418341,27,19,3,0,D S,Arsenal
Issa Diop,25,2004,1,0.1913936026394367,0,0.5267390348017216,3,2,2,0,D S,Fulham
Lucas Moura,15,117,1,0.7378932386636734,0,0.2311347499489784,4,4,0,1,S,Tottenham
Ricardo Pereira,10,450,1,0.0841288976371288,1,0.4153192117810249,2,7,2,0,D M S,Leicester
Serge Aurier,24,1958,1,0.6691436963155866,0,0.802479786798358,9,10,2,0,D S,Nottingham Forest
Neal Maupay,27,1101,1,5.434799870476127,0,0.3525178078562021,32,7,4,0,F S,Everton
Marc Roca,32,2375,1,2.0919028762727976,2,3.2171000884845853,34,33,7,0,M S,Leeds
Estupiñán,35,2707,1,2.3249325277283788,5,5.642439822666347,30,50,4,0,D S,Brighton
Caglar Söyüncü,7,527,1,0.3382616676390171,0,0.1161900013685226,5,1,2,0,D S,Leicester
Scott McTominay,24,1133,1,1.8013716908171773,0,1.078185809776187,13,8,8,0,M S,Manchester United
Tosin Adarabioyo,25,2081,1,0.5782807385548949,0,0.2267771176993847,17,6,4,0,D S,Fulham
Sam Surridge,20,275,1,1.692672897130251,0,0.051858801394701,9,1,2,0,F S,Nottingham Forest
Gonçalo Guedes,13,718,1,1.2725390158593657,1,0.5424784012138844,19,9,1,0,F M S,Wolverhampton Wanderers
Kenny Tete,31,2589,1,0.7199479946866632,5,2.3401720114052296,13,23,8,0,D S,Fulham
Richarlison,27,982,1,3.516935642808676,3,1.7408953551203012,27,16,3,0,F M S,Tottenham
Lewis Dunk,36,3240,1,2.040725097060204,0,0.8655232125893235,22,9,4,0,D,Brighton
Orel Mangala,27,1581,1,0.3729460705071687,1,0.4247147068381309,9,3,3,0,M S,Nottingham Forest
Will Hughes,27,796,1,0.5347504764795303,1,0.7693945411592722,6,6,4,0,M S,Crystal Palace
Lyanco,21,1160,1,0.7209816901013255,1,0.3901645038276911,11,4,4,0,D S,Southampton
Joachim Andersen,32,2786,1,1.8502881033346057,0,1.4228478781878948,22,12,8,0,D,Crystal Palace
Júnior Firpo,19,1364,1,0.1414232105016708,1,0.9512499049305916,2,8,6,1,D S,Leeds
Rayan Ait Nouri,21,1056,1,1.129896778613329,0,0.7609243048354983,10,7,4,0,D S,Wolverhampton Wanderers
Conor Coady,24,2096,1,0.6148279123008251,1,0.4616532074287534,4,4,2,0,D S,Everton
Matt Doherty,12,665,1,0.8726177029311657,0,0.2881163954734802,10,6,0,0,D S,Tottenham
Mohamed Elyounoussi,33,2212,1,3.06923589669168,1,1.825184103101492,36,18,4,0,F M S,Southampton
Duje Caleta-Car,13,947,1,1.0882597099989653,0,0.0416763015091419,5,1,2,0,D S,Southampton
Sean Longstaff,33,2509,1,4.526227671653032,4,3.4510617526248097,33,23,2,0,M S,Newcastle United
Christian Nørgaard,22,1794,1,1.347744394093752,3,3.110040994361043,19,12,6,0,M S,Brentford
Tim Ream,33,2900,1,0.4944004062563181,0,0.0717986021190881,3,3,2,0,D,Fulham
Oliver Skipp,23,1510,1,0.2079088976606726,0,0.542324174195528,7,10,7,0,M S,Tottenham
Benoit Badiashile Mukinayi,11,901,1,1.2135351449251175,0,0.6913552954792976,6,3,2,0,D S,Chelsea
Diogo Dalot,26,2164,1,2.207693471573293,2,1.9137129141017797,22,29,6,0,D S,Manchester United
Dan Burn,38,3130,1,2.2566577959805727,0,2.0211693542078137,21,16,5,0,D S,Newcastle United
Harvey Elliott,32,1602,1,2.027079835534096,2,3.9797140900045633,36,26,2,0,F M S,Liverpool
Wesley Fofana,17,1372,1,0.8552336050197482,0,0.0366367762908339,8,2,4,0,D S,"Chelsea,Leicester"
Marc Guehi,37,3330,1,1.6622220277786257,0,0.6576718036085367,14,10,8,0,D,Crystal Palace
John McGinn,34,2692,1,1.9473767010495069,3,3.408585306257009,42,18,7,0,M S,Aston Villa
Arnaut Danjuma Groeneveld,9,151,1,0.6234146766364574,0,0.0274659004062414,6,1,0,0,M S,Tottenham
Reece James,16,1242,1,1.0140665946528316,1,3.066504817456007,16,21,4,0,D M S,Chelsea
Neco Williams,31,1860,1,1.469770667143166,0,1.4695117715746164,25,15,7,0,D M S,Nottingham Forest
Armando Broja,12,266,1,0.8572464846074581,0,0.0866743996739387,6,1,0,0,F S,Chelsea
Ellis Simms,11,200,1,1.0451708808541298,0,0.0746167004108429,8,2,0,0,F S,Everton
Wout Faes,31,2790,1,1.100052266381681,2,0.5714022628962994,13,9,4,1,D,Leicester
Joël Veltman,31,2215,1,1.341551687568426,1,1.0200357679277658,14,10,6,0,D S,Brighton
Liam Cooper,18,1421,1,0.9520196840167046,0,0.4224689118564129,10,5,5,0,D S,Leeds
Sékou Mara,22,510,1,1.0406398912891746,2,1.068390192463994,16,6,1,0,F S,Southampton
Moisés Caicedo,37,3135,1,1.2356434240937233,1,2.643754145130515,27,43,10,0,D M S,Brighton
Sam Greenwood,18,373,1,0.6907202005386353,2,0.9013200886547564,12,12,1,0,M S,Leeds
Dango Ouattara,19,1254,1,3.2873998740687966,3,2.4152716528624296,26,18,1,0,M S,Bournemouth
Amadou Onana,33,2529,1,3.0847347732633352,2,2.063957966864109,34,22,9,0,M S,Everton
Romeo Lavia,29,2261,1,0.2631778074428439,0,0.5177656905725598,12,16,9,0,M S,Southampton
Jakub Kiwior,7,426,1,0.0984370782971382,0,0.0273778699338436,1,1,0,0,D S,Arsenal
Toti,17,973,1,0.2356519745662808,0,0.184598222374916,5,4,6,0,D S,Wolverhampton Wanderers
Tetê,13,756,1,1.8560382332652807,0,0.3867563046514988,15,6,0,0,F M S,Leicester
Stefan Bajcetic,11,534,1,0.9587988276034594,0,0.7506909966468811,6,4,2,0,M S,Liverpool
Ryan Christie,32,1857,1,2.728575311601162,1,2.0688769351691008,33,29,2,0,F M S,Bournemouth
Brenden Aaronson,36,2415,1,3.9435534365475178,3,3.362793898209929,41,45,2,0,F M S,Leeds
Joe Worrall,30,2210,1,0.9123191181570292,0,0.567169152200222,7,4,6,0,D S,Nottingham Forest
Lewis O&#039;Brien,13,572,1,0.4231923129409551,0,0.1791051030158996,7,4,2,0,M S,Nottingham Forest
