h_a,xG,xGA,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,time
a,0.195003,2.10188,2.10188,"{'att': 320, 'def': 16}","{'att': 132, 'def': 17}",1.0,15.0,0.0,0.0,0.1505,d,2022-10-18 18:30:00,0.0,1.0,0.0,1.0,-1.906877,
h,2.50163,2.19752,2.19752,"{'att': 372, 'def': 15}","{'att': 109, 'def': 20}",6.0,13.0,1.0,0.0,1.6084999999999998,w,2022-10-22 11:30:00,1.0,0.0,0.0,3.0,0.3041100000000001,
a,0.206127,3.00699,3.00699,"{'att': 315, 'def': 12}","{'att': 148, 'def': 19}",2.0,21.0,0.0,5.0,0.0544,l,2022-10-30 14:00:00,0.0,0.0,1.0,0.0,-2.800863,
h,1.29696,1.2204,0.459234,"{'att': 276, 'def': 17}","{'att': 187, 'def': 14}",10.0,6.0,2.0,2.0,1.3615,d,2022-11-05 15:00:00,0.0,1.0,0.0,1.0,0.837726,
h,1.23752,1.14552,0.384356,"{'att': 384, 'def': 15}","{'att': 164, 'def': 20}",4.0,3.0,1.0,0.0,1.4003,w,2022-11-12 15:00:00,1.0,0.0,0.0,3.0,0.853164,
a,0.477076,2.13668,2.13668,"{'att': 333, 'def': 8}","{'att': 131, 'def': 23}",2.0,22.0,0.0,3.0,0.2949,l,2022-12-27 20:00:00,0.0,0.0,1.0,0.0,-1.659604,
h,0.985219,1.37305,1.37305,"{'att': 463, 'def': 24}","{'att': 135, 'def': 22}",10.0,6.0,1.0,1.0,0.9858,d,2023-01-01 16:30:00,0.0,1.0,0.0,1.0,-0.3878310000000001,
a,1.22324,0.62937,0.62937,"{'att': 237, 'def': 20}","{'att': 128, 'def': 23}",4.0,4.0,1.0,0.0,1.9408000000000003,w,2023-01-04 19:30:00,1.0,0.0,0.0,3.0,0.5938700000000001,
h,1.75313,0.803421,0.803421,"{'att': 324, 'def': 19}","{'att': 186, 'def': 16}",6.0,3.0,2.0,0.0,2.102,w,2023-01-14 15:00:00,1.0,0.0,0.0,3.0,0.949709,
a,1.57544,1.80549,1.80549,"{'att': 170, 'def': 17}","{'att': 273, 'def': 14}",5.0,10.0,1.0,1.0,1.1899,d,2023-01-21 15:00:00,0.0,1.0,0.0,1.0,-0.2300500000000001,
h,0.3325,1.12331,1.12331,"{'att': 303, 'def': 21}","{'att': 100, 'def': 30}",1.0,7.0,1.0,0.0,0.5509999999999999,w,2023-02-05 14:00:00,1.0,0.0,0.0,3.0,-0.79081,
a,0.686824,1.69704,1.69704,"{'att': 229, 'def': 20}","{'att': 258, 'def': 23}",6.0,6.0,0.0,2.0,0.5786,l,2023-02-11 15:00:00,0.0,0.0,1.0,0.0,-1.0102160000000002,
h,1.12735,2.80966,2.80966,"{'att': 317, 'def': 8}","{'att': 127, 'def': 17}",1.0,16.0,1.0,1.0,0.2208,d,2023-02-18 15:00:00,0.0,1.0,0.0,1.0,-1.68231,
a,0.350849,3.05032,3.05032,"{'att': 191, 'def': 13}","{'att': 229, 'def': 22}",3.0,13.0,0.0,4.0,0.0496999999999999,l,2023-02-25 15:00:00,0.0,0.0,1.0,0.0,-2.699471,
h,0.799733,1.70877,0.947603,"{'att': 145, 'def': 21}","{'att': 261, 'def': 33}",5.0,12.0,2.0,2.0,0.593,d,2023-03-05 14:00:00,0.0,1.0,0.0,1.0,-0.1478699999999999,
a,1.62805,1.73482,0.973653,"{'att': 309, 'def': 19}","{'att': 210, 'def': 24}",6.0,10.0,1.0,3.0,1.2992,l,2023-03-11 15:00:00,0.0,0.0,1.0,0.0,-0.1067679999999999,
h,0.531985,2.50027,1.7391,"{'att': 238, 'def': 22}","{'att': 133, 'def': 27}",3.0,15.0,1.0,2.0,0.1872,l,2023-03-17 20:00:00,0.0,0.0,1.0,0.0,-1.207115,
h,1.11441,0.383739,0.383739,"{'att': 424, 'def': 26}","{'att': 110, 'def': 20}",5.0,5.0,1.0,1.0,1.9963,d,2023-04-01 14:00:00,0.0,1.0,0.0,1.0,0.7306709999999998,
a,0.613917,2.43248,2.43248,"{'att': 240, 'def': 23}","{'att': 151, 'def': 28}",4.0,12.0,1.0,2.0,0.2799,l,2023-04-04 18:45:00,0.0,0.0,1.0,0.0,-1.818563,
a,0.232452,1.42718,1.42718,"{'att': 285, 'def': 23}","{'att': 115, 'def': 19}",1.0,8.0,0.0,2.0,0.3483,l,2023-04-08 14:00:00,0.0,0.0,1.0,0.0,-1.194728,
h,1.05289,3.33747,3.33747,"{'att': 281, 'def': 17}","{'att': 124, 'def': 18}",5.0,17.0,0.0,2.0,0.2022,l,2023-04-16 15:30:00,0.0,0.0,1.0,0.0,-2.28458,
a,0.724666,3.32745,3.32745,"{'att': 357, 'def': 11}","{'att': 43, 'def': 17}",8.0,11.0,2.0,3.0,0.1197,l,2023-04-22 14:00:00,0.0,0.0,1.0,0.0,-2.602784,
h,2.43846,2.33064,2.33064,"{'att': 407, 'def': 20}","{'att': 113, 'def': 25}",6.0,15.0,3.0,1.0,1.4584,w,2023-04-26 18:30:00,1.0,0.0,0.0,3.0,-1.414513,
a,0.939693,1.32059,1.32059,"{'att': 300, 'def': 16}","{'att': 139, 'def': 12}",3.0,5.0,1.0,2.0,0.9708,l,2023-04-29 14:00:00,0.0,0.0,1.0,0.0,-0.3808969999999999,
h,1.91326,3.31096,2.54979,"{'att': 299, 'def': 23}","{'att': 152, 'def': 14}",8.0,12.0,4.0,3.0,0.5508,w,2023-05-08 19:00:00,1.0,0.0,0.0,3.0,-1.39769,
a,1.96797,0.999181,0.999181,"{'att': 361, 'def': 26}","{'att': 103, 'def': 20}",2.0,10.0,2.0,2.0,2.1382000000000003,d,2023-05-13 14:00:00,0.0,1.0,0.0,1.0,0.968789,
h,1.1397,0.4902,0.4902,"{'att': 287, 'def': 17}","{'att': 53, 'def': 19}",5.0,11.0,1.0,0.0,1.9992,w,2023-05-20 16:30:00,1.0,0.0,0.0,3.0,0.6495,
a,0.436439,1.00786,1.00786,"{'att': 265, 'def': 16}","{'att': 155, 'def': 21}",1.0,11.0,1.0,1.0,0.8152999999999999,d,2023-05-28 15:30:00,0.0,1.0,0.0,1.0,-0.571421,
,39.57446,,,,,,,,,,,,,,,,,
,39.57446,,,,,,,,,,,,,,,,,0.0
