Opponent,Home Difficulty,Away Difficulty
Arsenal,-4.532290784794696,-0.8559099015527097
Aston Villa,0.7547218099826496,-0.19061027257931162
Bournemouth,,
Brentford,-2.2064878330904447,-1.5776171233604719
Brighton,-3.1429028327067012,-5.241625668144483
Burnley,-1.8246928884373648,-1.5995307041298517
Chelsea,-1.2745047132724938,-2.2377052326759785
Crystal Palace,3.7027198461453454,-0.8392930626941074
Everton,-2.2798391334720463,-2.0943209748491993
Fulham,,
Leeds United,0.6631667119305065,-0.7791354251866346
Leicester City,-6.744210217163634,-4.32553232084693
Liverpool,0.31411544346029907,-0.751055385636342
Luton,,
Manchester United,-3.0785146886799897,-1.5079941157259455
Newcastle United,-4.653687919243374,-6.019687359597634
Norwich,-3.782552934949804,-4.974465637691788
Nottingham Forest,,
Sheffield,,
Southampton,-1.978186688057904,2.424029025832934
Tottenham,6.857926652196059,0.6304744210303213
Watford,-1.9969211004309224,-0.41097159890845814
West Ham,-2.194174501817635,2.9126660403664237
Wolverhampton,-0.22866709740887048,-4.259569492764162
