Opponent,Home Difficulty,Away Difficulty
Arsenal,2.0995913152442833,1.2919173306220129
Aston Villa,0.41836936882412146,-1.3653360968334842
Bournemouth,-3.52142420075684,-2.02650160571271
Brentford,4.419560907901714,0.6137364836684909
Brighton,-0.6691965066068167,1.012294645945751
Burnley,-0.1610892487402854,-3.210177693730473
Crystal Palace,-1.5142837769809088,-1.0610135856240601
Everton,-2.37863765628864,0.7928321777398101
Fulham,-1.5760083692799525,-2.6281204631767583
Ipswich Town,,
Leeds United,-1.3598701302241398,-3.938981524660536
Leicester City,-0.9562420161633689,1.6788534528342431
Liverpool,-0.16342058155410158,0.9631800167391643
Luton,-3.5350773976757504,-0.5037676849633264
Manchester City,0.1878120116946295,-0.8916683336829486
Manchester United,-1.3107392390425685,1.8655035262541457
Newcastle United,-0.9929696530083326,0.9439931074401161
Norwich,-6.251438355876795,0.006910013058786024
Nottingham Forest,0.80299555233454,-0.9115290053033461
Sheffield,-2.0674883796794727,1.8416408350664044
Southampton,-0.41657294213679585,-2.2432472621022366
Tottenham,-2.1131125542574263,-1.074783573146992
Watford,-0.16745066069002945,-0.6141750580908993
West Ham,-2.5561951226605455,2.8922994787018546
Wolverhampton,0.07455550211929962,1.6173960013335522
