Opponent,Home Difficulty,Away Difficulty
Arsenal,3.5164827828318646,0.7382076565887485
Aston Villa,4.051331648179209,-1.1202780436925142
Bournemouth,2.1167219298880147,0.12264589362162576
Brentford,-3.8691585163646445,3.9966074592388363
Brighton,-0.5127058436085552,-3.9607623240695817
Chelsea,4.330092795310865,0.42026370098662746
Crystal Palace,1.8476671247900112,2.7704909812573
Everton,1.5861747120405625,1.9727274600706495
Fulham,-1.124008913802069,-2.7491822236142216
Ipswich Town,,
Leeds United,3.876912455662036,0.5898530723458428
Leicester City,-1.4920699117245537,2.7854602664884682
Liverpool,1.1017675973281913,3.149904508001423
Luton,-2.0443986585845066,-0.7302434694606054
Manchester City,2.4085143887832574,1.4073259937707454
Manchester United,0.3131722147876018,2.5905065210617013
Newcastle United,2.415647121519661,3.7891768917180877
Norwich,0.8464635173771531,3.6521606214020084
Nottingham Forest,2.9647802649163117,-1.3281151298445377
Sheffield,-5.7284737165154995,-4.251494456814892
Southampton,-4.054906319426446,-0.010515206118715592
Tottenham,-0.2553367667908455,2.184057900433701
Watford,-0.11259738977381131,-1.8145306062638664
West Ham,0.41616892583535664,0.979044996353839
Wolverhampton,-1.2532744631662505,0.8017317488839105
