name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Cauley Woodrow,Luton,Brighton,2023-08-12,False,2,0.0,0.0,0.0,0.1,1,0.0,2.0,0.0,0,0,62980,1.0,0.0,2.0,0.0,Luton,False,Chelsea,,-0.85
Cauley Woodrow,Luton,Chelsea,,False,0,,,,,0,,,0.0,0,0,69614,0.5,0.0,1.0,1.0,Luton,True,West Ham,,0.49
Cauley Woodrow,Luton,West Ham,2023-09-01,True,6,0.0,0.0,0.0,0.04,1,0.0,1.0,1.6,0,0,63544,0.67,0.0,2.67,1.0,Luton,False,Fulham,,0.86
Cauley Woodrow,Luton,Fulham,2023-09-16,False,9,0.0,0.05,0.0,0.0,1,1.0,0.0,0.2,0,0,60877,0.75,0.01,4.25,1.0,Luton,True,Wolverhampton,,0.05
Cauley Woodrow,Luton,Wolverhampton,2023-09-23,True,18,0.0,0.14,0.0,0.08,1,2.0,1.0,2.2,0,0,69440,0.8,0.04,7.0,1.0,Luton,False,Everton,,-0.24
Cauley Woodrow,Luton,Everton,2023-09-30,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,92216,0.8,0.04,7.0,0.0,Luton,True,Burnley,,0.39
Cauley Woodrow,Luton,Burnley,,True,0,,,,,0,,,0.0,0,0,92216,0.8,0.04,6.0,1.0,Luton,True,Tottenham,,0.69
Cauley Woodrow,Luton,Tottenham,2023-10-07,True,23,0.0,0.08,0.0,0.0,1,1.0,0.0,2.1,0,0,93977,0.8,0.05,8.12,1.0,Luton,False,Nottingham Forest,,-0.55
Cauley Woodrow,Luton,Nottingham Forest,2023-10-21,False,9,0.0,0.05,0.0,0.01,1,1.0,1.0,0.9,0,0,100260,0.8,0.06,8.22,0.0,Luton,False,Aston Villa,,0.29
Cauley Woodrow,Luton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,109055,0.6,0.03,7.4,0.0,Luton,True,Liverpool,,0.18
Cauley Woodrow,Luton,Liverpool,,True,0,,,,,0,,,0.0,0,0,110756,0.4,0.03,6.73,0.0,Luton,False,Manchester United,,-0.63
Cauley Woodrow,Luton,Manchester United,,False,0,,,,,0,,,0.0,0,0,104856,0.4,0.03,6.17,0.0,Luton,True,Crystal Palace,,0.88
Cauley Woodrow,Luton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,94563,0.2,0.01,5.69,0.0,Luton,False,Brentford,,-0.53
Cauley Woodrow,Luton,Brentford,,False,0,,,,,0,,,0.0,0,0,90024,0.0,0.0,5.29,0.0,Luton,True,Arsenal,,-0.11
Cauley Woodrow,Luton,Arsenal,,True,0,,,,,0,,,0.0,0,0,86887,0.0,0.0,4.93,0.0,Luton,True,Manchester City,,-0.96
Cauley Woodrow,Luton,Manchester City,,True,0,,,,,0,,,0.0,0,0,83221,0.0,0.0,4.62,0.0,Luton,True,Newcastle United,,0.55
Cauley Woodrow,Luton,Newcastle United,,True,0,,,,,0,,,0.0,0,0,73556,0.0,0.0,4.35,0.0,Luton,False,Sheffield,,-0.61
Cauley Woodrow,Luton,Sheffield,,False,0,,,,,0,,,0.0,0,0,71990,0.0,0.0,4.11,1.0,Luton,True,Chelsea,,-0.25
Cauley Woodrow,Luton,Chelsea,2023-12-30,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,69015,0.2,0.0,3.95,0.0,Luton,False,Burnley,,0.0
Cauley Woodrow,Luton,Burnley,,False,0,,,,,0,,,0.0,0,0,61239,0.2,0.0,3.75,1.0,Luton,True,Brighton,,-0.66
Cauley Woodrow,Luton,Brighton,2024-01-30,True,7,0.0,0.04,0.0,0.0,1,1.0,0.0,0.2,0,0,59576,0.4,0.01,3.9,1.0,Luton,False,Newcastle United,,-0.41
Cauley Woodrow,Luton,Newcastle United,2024-02-03,False,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,58517,0.6,0.01,3.82,1.0,Luton,True,Sheffield,,0.68
Cauley Woodrow,Luton,Sheffield,2024-02-10,True,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,57971,0.8,0.01,3.78,1.0,Luton,True,Manchester United,,0.38
Cauley Woodrow,Luton,Manchester United,2024-02-18,True,67,0.0,0.13,0.0,0.0,1,2.0,0.0,2.6,0,1,62265,0.8,0.03,6.42,0.0,Luton,False,Liverpool,,-1.01
Cauley Woodrow,Luton,Liverpool,2024-02-21,False,57,0.0,0.09,0.0,0.05,0,1.0,1.0,3.2,0,1,62265,0.8,0.05,8.44,0.0,Luton,True,Aston Villa,,0.64
Cauley Woodrow,Luton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,64347,0.6,0.04,8.12,8.0,Luton,False,Crystal Palace,,0.38
Cauley Woodrow,Luton,Crystal Palace,2024-03-09,False,9,1.0,0.07,0.0,0.0,8,1.0,0.0,5.5,3,0,62424,2.0,0.06,8.15,1.0,Luton,False,Bournemouth,,0.19
Cauley Woodrow,Luton,Bournemouth,2024-03-13,False,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,62424,2.0,0.06,8.46,1.0,Luton,True,Nottingham Forest,,1.55
Cauley Woodrow,Luton,Nottingham Forest,2024-03-16,True,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,66818,2.0,0.03,9.72,1.0,Luton,False,Tottenham,,-0.36
Cauley Woodrow,Luton,Tottenham,2024-03-30,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,66806,2.2,0.01,9.63,1.0,Luton,False,Arsenal,,-0.48
Cauley Woodrow,Luton,Arsenal,2024-04-03,False,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,69998,2.4,0.01,9.81,4.0,Luton,True,Bournemouth,,1.22
Cauley Woodrow,Luton,Bournemouth,2024-04-06,True,10,0.0,0.0,1.0,0.61,4,0.0,2.0,5.7,0,0,70777,1.6,0.2,9.81,1.0,Luton,False,Manchester City,,-1.32
Cauley Woodrow,Luton,Manchester City,2024-04-13,False,31,0.0,0.1,0.0,0.3,1,1.0,1.0,1.8,0,0,71884,1.6,0.22,10.45,0.0,Luton,True,Brentford,,0.79
Cauley Woodrow,Luton,Brentford,,True,0,,,,,0,,,0.0,0,0,70100,1.4,0.22,10.15,1.0,Luton,False,Wolverhampton,,-0.52
Cauley Woodrow,Luton,Wolverhampton,2024-04-27,False,24,0.0,0.07,0.0,0.0,1,2.0,0.0,0.8,0,0,67582,1.4,0.23,10.54,1.0,Luton,True,Everton,,0.53
Cauley Woodrow,Luton,Everton,2024-05-03,True,20,0.0,0.03,0.0,0.02,1,2.0,1.0,2.7,0,0,66201,1.4,0.24,10.81,1.0,Luton,False,West Ham,,-0.22
Cauley Woodrow,Luton,West Ham,2024-05-11,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,64367,0.8,0.04,10.59,1.0,Luton,True,Fulham,,-0.13
Cauley Woodrow,Luton,Fulham,2024-05-19,True,14,0.0,0.13,0.0,0.0,1,1.0,0.0,1.3,0,0,63358,0.8,0.05,10.68,,Fulham,False,Manchester United,,-0.63
