name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rodrigo Duarte Ribeiro,Nott'm Forest,Bournemouth,2024-02-04,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,88,1.0,0.0,1.0,0.0,Nott'm Forest,True,Newcastle United,,0.55
Rodrigo Duarte Ribeiro,Nott'm Forest,Newcastle United,,True,0,,,,,0,,,0.0,0,0,322,0.5,0.0,0.5,0.0,Nott'm Forest,True,West Ham,,0.49
Rodrigo Duarte Ribeiro,Nott'm Forest,West Ham,,True,0,,,,,0,,,0.0,0,0,548,0.33,0.0,0.33,0.0,Nott'm Forest,False,Aston Villa,,0.29
Rodrigo Duarte Ribeiro,Nott'm Forest,Aston Villa,,False,0,,,,,0,,,0.0,0,0,687,0.25,0.0,0.25,0.0,Nott'm Forest,True,Liverpool,,0.18
Rodrigo Duarte Ribeiro,Nott'm Forest,Liverpool,,True,0,,,,,0,,,0.0,0,0,739,0.2,0.0,0.2,0.0,Nott'm Forest,False,Brighton,,-0.6
Rodrigo Duarte Ribeiro,Nott'm Forest,Brighton,,False,0,,,,,0,,,0.0,0,0,754,0.0,0.0,0.17,0.0,Nott'm Forest,False,Luton,,
Rodrigo Duarte Ribeiro,Nott'm Forest,Luton,,False,0,,,,,0,,,0.0,0,0,1019,0.0,0.0,0.14,0.0,Nott'm Forest,True,Crystal Palace,,0.88
Rodrigo Duarte Ribeiro,Nott'm Forest,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,908,0.0,0.0,0.12,0.0,Nott'm Forest,True,Fulham,,-0.13
Rodrigo Duarte Ribeiro,Nott'm Forest,Fulham,,True,0,,,,,0,,,0.0,0,0,938,0.0,0.0,0.11,0.0,Nott'm Forest,False,Tottenham,,-0.36
Rodrigo Duarte Ribeiro,Nott'm Forest,Tottenham,,False,0,,,,,0,,,0.0,0,0,945,0.0,0.0,0.1,1.0,Nott'm Forest,True,Wolverhampton,,0.05
Rodrigo Duarte Ribeiro,Nott'm Forest,Wolverhampton,2024-04-13,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,995,0.2,0.0,0.18,1.0,Nott'm Forest,False,Everton,,-0.24
Rodrigo Duarte Ribeiro,Nott'm Forest,Everton,2024-04-21,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,1056,0.4,0.0,1.0,0.0,Nott'm Forest,True,Manchester City,,-0.96
Rodrigo Duarte Ribeiro,Nott'm Forest,Manchester City,,True,0,,,,,0,,,0.0,0,0,1073,0.4,0.0,0.92,0.0,Nott'm Forest,False,Sheffield,,-0.61
Rodrigo Duarte Ribeiro,Nott'm Forest,Sheffield,,False,0,,,,,0,,,0.0,0,0,1105,0.4,0.0,0.86,0.0,Nott'm Forest,True,Chelsea,,-0.25
Rodrigo Duarte Ribeiro,Nott'm Forest,Chelsea,,True,0,,,,,0,,,0.0,0,0,1120,0.4,0.0,0.8,1.0,Nott'm Forest,False,Burnley,,0.0
Rodrigo Duarte Ribeiro,Nott'm Forest,Burnley,2024-05-19,False,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1200,0.4,0.0,0.88,,Spurs,False,Leicester City,,-0.22
