name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rasmus Højlund,Man Utd,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,89075,0.0,0.0,0.0,0.0,Man Utd,False,Tottenham,,-0.36
Rasmus Højlund,Man Utd,Tottenham,,False,0,,,,,0,,,0.0,0,0,79025,0.0,0.0,0.0,0.0,Man Utd,True,Nottingham Forest,,1.55
Rasmus Højlund,Man Utd,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,71469,0.0,0.0,0.0,1.0,Man Utd,False,Arsenal,,-0.48
Rasmus Højlund,Man Utd,Arsenal,2023-09-03,False,23,0.0,0.15,0.0,0.0,1,1.0,0.0,1.3,0,0,89630,0.25,0.04,5.75,2.0,Man Utd,True,Brighton,,-0.66
Rasmus Højlund,Man Utd,Brighton,2023-09-16,True,63,0.0,0.04,0.0,0.14,2,1.0,2.0,3.4,0,1,252869,0.6,0.04,17.2,2.0,Man Utd,False,Burnley,,0.0
Rasmus Højlund,Man Utd,Burnley,2023-09-23,False,90,0.0,0.18,0.0,0.0,2,2.0,0.0,1.9,0,1,436967,1.0,0.07,29.33,2.0,Man Utd,True,Crystal Palace,,0.88
Rasmus Højlund,Man Utd,Crystal Palace,2023-09-30,True,90,0.0,0.65,0.0,0.03,2,3.0,1.0,4.6,0,1,512501,1.4,0.2,38.0,2.0,Man Utd,True,Brentford,,0.79
Rasmus Højlund,Man Utd,Brentford,2023-10-07,True,90,0.0,0.06,0.0,0.05,2,2.0,1.0,4.0,0,1,638092,1.8,0.22,44.5,2.0,Man Utd,False,Sheffield,,-0.61
Rasmus Højlund,Man Utd,Sheffield,2023-10-21,False,62,0.0,0.59,0.0,0.0,2,2.0,0.0,4.8,0,1,727200,2.0,0.31,46.44,2.0,Man Utd,True,Manchester City,,-0.96
Rasmus Højlund,Man Utd,Manchester City,2023-10-29,True,72,0.0,0.0,0.0,0.2,2,0.0,2.0,3.2,0,1,549648,2.0,0.3,49.0,2.0,Man Utd,False,Fulham,,0.86
Rasmus Højlund,Man Utd,Fulham,2023-11-04,False,78,0.0,0.0,0.0,0.04,2,0.0,1.0,2.9,0,1,492396,2.0,0.26,51.64,2.0,Man Utd,True,Luton,,
Rasmus Højlund,Man Utd,Luton,2023-11-11,True,78,0.0,1.33,0.0,0.0,2,3.0,0.0,5.6,0,1,616865,2.0,0.4,53.83,0.0,Man Utd,False,Everton,,-0.24
