name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Luis Sinisterra,Bournemouth,Chelsea,2023-09-17,True,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,1.0,0.0,17.0,0.0
Luis Sinisterra,Bournemouth,Brighton,,False,0,,,,,0,,,0.0,0,0,0.5,0.0,8.5,1.0
Luis Sinisterra,Bournemouth,Arsenal,2023-09-30,True,31,0.0,0.0,0.0,0.08,1,0.0,1.0,2.6,0,0,0.67,0.0,16.0,1.0
Luis Sinisterra,Bournemouth,Everton,2023-10-07,False,33,0.0,0.0,0.0,0.12,1,0.0,2.0,3.8,0,0,0.75,0.0,20.25,0.0
Luis Sinisterra,Bournemouth,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.6,0.0,16.2,0.0
Luis Sinisterra,Bournemouth,Burnley,,True,0,,,,,0,,,0.0,0,0,0.4,0.0,13.5,6.0
Luis Sinisterra,Bournemouth,Manchester City,2023-11-04,False,18,1.0,0.36,0.0,0.0,6,1.0,0.0,5.2,0,0,1.6,0.07,14.14,1.0
Luis Sinisterra,Bournemouth,Newcastle United,2023-11-11,True,22,0.0,0.79,0.0,0.04,1,5.0,1.0,5.3,0,0,1.6,0.23,15.12,1.0
Luis Sinisterra,Bournemouth,Sheffield,2023-11-25,False,24,0.0,0.24,0.0,0.0,1,3.0,0.0,2.6,0,0,1.6,0.28,16.11,1.0
Luis Sinisterra,Bournemouth,Aston Villa,2023-12-03,True,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,1.8,0.28,16.4,6.0
Luis Sinisterra,Bournemouth,Crystal Palace,2023-12-06,False,78,0.0,0.24,1.0,0.73,6,3.0,2.0,7.2,0,1,3.0,0.53,22.0,1.0
Luis Sinisterra,Bournemouth,Manchester United,2023-12-09,False,18,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0,2.0,0.45,21.67,1.0
Luis Sinisterra,Bournemouth,Nottingham Forest,2023-12-23,False,20,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,2.0,0.3,21.54,6.0
Luis Sinisterra,Bournemouth,Fulham,2023-12-26,True,18,1.0,0.05,0.0,0.09,6,1.0,2.0,6.7,0,0,3.0,0.26,21.29,2.0
Luis Sinisterra,Bournemouth,Tottenham,2023-12-31,False,60,0.0,0.04,0.0,0.04,2,1.0,2.0,6.1,0,1,3.2,0.27,23.87,1.0
Luis Sinisterra,Bournemouth,Liverpool,2024-01-21,True,54,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,1,2.2,0.02,25.75,1.0
Luis Sinisterra,Bournemouth,West Ham,2024-02-01,False,22,0.0,0.04,0.0,0.0,1,1.0,0.0,2.1,0,0,2.2,0.03,25.53,7.0
Luis Sinisterra,Bournemouth,Nottingham Forest,2024-02-04,True,70,0.0,0.11,1.0,0.85,7,3.0,2.0,8.9,2,1,3.4,0.25,28.0,2.0
Luis Sinisterra,Bournemouth,Fulham,2024-02-10,False,68,0.0,0.07,0.0,0.12,2,2.0,2.0,6.4,0,1,2.6,0.25,30.11,0.0
Luis Sinisterra,Bournemouth,Newcastle United,,False,0,,,,,0,,,0.0,0,0,2.2,0.24,28.6,1.0
Luis Sinisterra,Bournemouth,Manchester City,2024-02-24,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,2.2,0.24,27.33,0.0
Luis Sinisterra,Bournemouth,Burnley,,False,0,,,,,0,,,0.0,0,0,2.0,0.24,26.09,1.0
Luis Sinisterra,Bournemouth,Sheffield,2024-03-09,True,28,0.0,0.06,0.0,0.12,1,2.0,3.0,8.8,0,0,0.8,0.03,26.17,1.0
Luis Sinisterra,Bournemouth,Luton,2024-03-13,True,45,0.0,0.23,0.0,0.0,1,4.0,0.0,7.6,0,1,0.6,0.06,26.96,0.0
Luis Sinisterra,Bournemouth,Everton,,True,0,,,,,0,,,0.0,0,0,0.6,0.06,25.88,0.0
Luis Sinisterra,Bournemouth,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.4,0.06,24.88,0.0
Luis Sinisterra,Bournemouth,Luton,,False,0,,,,,0,,,0.0,0,0,0.4,0.06,23.96,1.0
Luis Sinisterra,Bournemouth,Manchester United,2024-04-13,True,38,0.0,0.07,0.0,0.13,1,1.0,2.0,3.1,0,1,0.4,0.06,24.46,0.0
Luis Sinisterra,Bournemouth,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.2,0.01,23.62,0.0
Luis Sinisterra,Bournemouth,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.2,0.01,22.83,0.0
Luis Sinisterra,Bournemouth,Brighton,,True,0,,,,,0,,,0.0,0,0,0.2,0.01,22.1,0.0
Luis Sinisterra,Bournemouth,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.2,0.01,21.41,0.0
Luis Sinisterra,Bournemouth,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,20.76,0.0
Luis Sinisterra,Bournemouth,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,20.15,
