name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Christian Pulisic,Chelsea,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Luton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Fulham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Burnley,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Brighton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Sheffield,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Luton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Fulham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
Christian Pulisic,Chelsea,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.88,0.43,0.05,0.0
