name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Michael Olakigbe,Brentford,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,2.0,0.52,1.08,0,1.0
Michael Olakigbe,Brentford,Everton,2023-09-23,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,0.5,0.0,0.5,0.0,2.0,0.52,1.08,0,1.0
Michael Olakigbe,Brentford,Nottingham Forest,2023-10-01,False,1,0.0,0.03,0.0,0.0,1,1.0,0.0,0.6,0,0,0.67,0.01,0.67,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.5,0.01,0.5,0.0,2.0,0.52,1.08,0,1.0
Michael Olakigbe,Brentford,Burnley,2023-10-21,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0.6,0.01,0.8,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.6,0.01,0.67,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,West Ham,,True,0,,,,,0,,,0.0,0,0,0.4,0.01,0.57,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,0.5,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.2,0.0,0.44,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Luton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.4,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.36,0.0,2.0,0.52,1.08,0,1.0
Michael Olakigbe,Brentford,Sheffield,2023-12-09,False,24,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0.2,0.0,2.33,0.0,2.0,0.52,1.08,0,1.0
Michael Olakigbe,Brentford,Aston Villa,2023-12-17,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0.4,0.0,2.23,0.0,2.0,0.52,1.08,0,1.0
Michael Olakigbe,Brentford,Wolverhampton,2023-12-27,True,4,0.0,0.01,0.0,0.0,1,1.0,0.0,0.1,0,0,0.6,0.0,2.36,0.0,2.0,0.52,1.08,0,1.0
Michael Olakigbe,Brentford,Crystal Palace,2023-12-30,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0.8,0.0,2.87,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.8,0.0,2.69,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.6,0.0,2.53,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.4,0.0,2.39,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.2,0.0,2.26,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,2.15,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Manchester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,2.05,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,1.95,0.0,2.0,0.52,1.08,0,0.0
Michael Olakigbe,Brentford,Chelsea,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,1.87,0.0,2.0,0.52,1.08,0,0.0
