name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Pelly Ruddock Mpanzu,Luton,Brighton,2023-08-12,False,MC,87,0.0,0.9,0.0,0.0,2,2.0,0.0,0.0,0,0,3,True,0.0,0.0,87.0,0,0,0,0,0,1.0,Luton,False,Aston Villa,,0.29
Pelly Ruddock Mpanzu,Luton,Aston Villa,2023-10-29,False,Sub,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,2.0,0.9,50.5,0,0,0,0,0,0.0,Luton,True,Liverpool,,0.18
Pelly Ruddock Mpanzu,Luton,Liverpool,,True,,0,,,,,0,,,0.0,0,0,0,False,1.5,0.45,33.67,0,0,0,0,0,1.0,Luton,False,Manchester United,,-0.63
Pelly Ruddock Mpanzu,Luton,Manchester United,2023-11-11,False,Sub,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,1.0,0.3,26.25,0,0,0,0,0,3.0,Luton,True,Crystal Palace,,0.88
Pelly Ruddock Mpanzu,Luton,Crystal Palace,2023-11-25,True,MC,60,0.0,0.0,0.0,0.0,3,0.0,0.0,0.7,0,1,0,True,1.0,0.22,33.0,0,0,0,0,0,1.0,Luton,False,Brentford,,-0.53
Pelly Ruddock Mpanzu,Luton,Brentford,2023-12-02,False,MC,59,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,2,True,1.4,0.18,37.33,0,0,0,0,0,2.0,Luton,True,Arsenal,,-0.11
Pelly Ruddock Mpanzu,Luton,Arsenal,2023-12-05,True,MC,87,0.0,0.01,0.0,0.0,2,1.0,0.0,0.9,0,0,3,True,1.2,0.0,44.43,0,0,0,0,0,0.0,Luton,True,Manchester City,,-0.96
Pelly Ruddock Mpanzu,Luton,Manchester City,,True,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.0,38.88,0,0,0,0,0,1.0,Luton,True,Newcastle United,,0.55
Pelly Ruddock Mpanzu,Luton,Newcastle United,2023-12-23,True,Sub,10,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,0,False,1.4,0.0,35.67,0,0,0,0,0,1.0,Luton,False,Sheffield,,-0.61
Pelly Ruddock Mpanzu,Luton,Sheffield,2023-12-26,False,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,False,1.4,0.0,32.7,0,0,0,0,0,0.0,Luton,True,Chelsea,,-0.25
Pelly Ruddock Mpanzu,Luton,Chelsea,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.0,29.73,0,0,0,0,0,0.0,Luton,False,Burnley,,0.0
Pelly Ruddock Mpanzu,Luton,Burnley,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.0,27.25,0,0,0,0,0,1.0,Luton,True,Brighton,,-0.66
Pelly Ruddock Mpanzu,Luton,Brighton,2024-01-30,True,Sub,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,False,0.4,0.0,26.85,0,0,0,0,0,1.0,Luton,False,Newcastle United,,-0.41
Pelly Ruddock Mpanzu,Luton,Newcastle United,2024-02-03,False,Sub,22,0.0,0.08,0.0,0.0,1,1.0,0.0,2.3,0,0,1,False,0.6,0.0,26.5,0,0,0,0,0,0.0,Luton,True,Sheffield,,0.68
Pelly Ruddock Mpanzu,Luton,Sheffield,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.02,24.73,0,0,0,0,0,0.0,Luton,True,Manchester United,,0.38
Pelly Ruddock Mpanzu,Luton,Manchester United,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.02,23.19,0,0,0,0,0,1.0,Luton,False,Liverpool,,-1.01
Pelly Ruddock Mpanzu,Luton,Liverpool,2024-02-21,False,Sub,45,0.0,0.0,0.0,0.02,1,0.0,1.0,1.3,0,0,4,False,0.4,0.02,24.47,0,0,0,0,0,1.0,Luton,True,Aston Villa,,0.64
Pelly Ruddock Mpanzu,Luton,Aston Villa,2024-03-02,True,Sub,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1,False,0.6,0.02,23.44,0,0,0,0,0,0.0,Luton,False,Crystal Palace,,0.38
Pelly Ruddock Mpanzu,Luton,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.02,22.21,0,0,0,0,0,1.0,Luton,False,Bournemouth,,0.19
Pelly Ruddock Mpanzu,Luton,Bournemouth,2024-03-13,False,Sub,22,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,1,False,0.4,0.0,22.2,0,0,0,0,0,1.0,Luton,True,Nottingham Forest,,1.55
Pelly Ruddock Mpanzu,Luton,Nottingham Forest,2024-03-16,True,MC,59,0.0,0.0,0.0,0.02,1,0.0,1.0,3.7,0,0,1,True,0.6,0.0,23.95,0,0,0,0,0,1.0,Luton,False,Chelsea,4.03,-0.85
Pelly Ruddock Mpanzu,Luton,Chelsea,2023-08-25,False,Sub,13,0.0,0.05,0.0,0.0,1,1.0,0.0,0.4,0,0,0,False,0.8,0.0,23.45,0,0,0,0,0,1.0,Luton,False,Tottenham,,-0.36
Pelly Ruddock Mpanzu,Luton,Tottenham,2024-03-30,False,MC,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,2,True,0.8,0.01,26.35,0,0,0,0,0,1.0,Luton,False,Arsenal,,-0.48
Pelly Ruddock Mpanzu,Luton,Arsenal,2024-04-03,False,MC,53,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,2,True,0.8,0.01,27.46,0,0,0,0,0,0.0,Luton,True,Bournemouth,,1.22
Pelly Ruddock Mpanzu,Luton,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.01,26.36,0,0,0,0,0,1.0,Luton,False,Manchester City,,-1.32
Pelly Ruddock Mpanzu,Luton,Manchester City,2024-04-13,False,Sub,13,0.0,0.06,0.0,0.0,1,1.0,0.0,0.7,0,0,2,False,0.8,0.01,25.85,0,0,0,0,0,1.0,Luton,True,Brentford,,0.79
Pelly Ruddock Mpanzu,Luton,Brentford,2024-04-20,True,Sub,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,False,0.8,0.02,25.22,0,0,0,0,0,0.0,Luton,False,Wolverhampton,,-0.52
Pelly Ruddock Mpanzu,Luton,Wolverhampton,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.01,24.32,0,0,0,0,0,0.0,Luton,True,Everton,,0.53
Pelly Ruddock Mpanzu,Luton,Everton,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.01,23.48,0,0,0,0,0,0.0,Luton,False,West Ham,,-0.22
Pelly Ruddock Mpanzu,Luton,West Ham,,False,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.01,22.7,0,0,0,0,0,1.0,Luton,True,Fulham,,-0.13
Pelly Ruddock Mpanzu,Luton,Fulham,2024-05-19,True,Sub,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,False,0.4,0.01,22.61,0,0,0,0,0,1.0,Luton,True,West Ham,-0.3,0.49
Pelly Ruddock Mpanzu,Luton,West Ham,2023-09-01,True,Sub,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0,1,False,0.4,0.0,22.5,0,0,0,0,0,1.0,Luton,False,Fulham,-0.95,0.86
Pelly Ruddock Mpanzu,Luton,Fulham,2023-09-16,False,Sub,15,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,False,0.4,0.0,22.27,0,0,0,0,0,1.0,Luton,True,Wolverhampton,1.05,0.05
