name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points
Joe Willock,Newcastle,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,Manchester City,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,Sheffield,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,Burnley,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,0.0
Joe Willock,Newcastle,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,3.0,6.0,7.29,7.38,0.05,1.0
Joe Willock,Newcastle,Wolverhampton,2023-10-28,False,18,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0.2,0.0,1.8,3.0,6.0,7.29,7.38,0.05,1.0
Joe Willock,Newcastle,Arsenal,2023-11-04,True,28,0.0,0.0,0.0,0.16,1,0.0,1.0,2.4,0,0,0.4,0.0,4.18,3.0,6.0,7.29,7.38,0.05,2.0
