name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Carlos Mendes Gomes,Luton,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Chelsea,,-0.85
Carlos Mendes Gomes,Luton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,West Ham,,0.49
Carlos Mendes Gomes,Luton,West Ham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Fulham,,0.86
Carlos Mendes Gomes,Luton,Fulham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Wolverhampton,,0.05
Carlos Mendes Gomes,Luton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Everton,,-0.24
Carlos Mendes Gomes,Luton,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Burnley,,0.39
Carlos Mendes Gomes,Luton,Burnley,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Tottenham,,0.69
Carlos Mendes Gomes,Luton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Nottingham Forest,,-0.55
Carlos Mendes Gomes,Luton,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Aston Villa,,0.29
Carlos Mendes Gomes,Luton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Liverpool,,0.18
Carlos Mendes Gomes,Luton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Manchester United,,-0.63
Carlos Mendes Gomes,Luton,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Crystal Palace,,0.88
Carlos Mendes Gomes,Luton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Brentford,,-0.53
Carlos Mendes Gomes,Luton,Brentford,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Arsenal,,-0.11
Carlos Mendes Gomes,Luton,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Manchester City,,-0.96
Carlos Mendes Gomes,Luton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,True,Newcastle United,,0.55
Carlos Mendes Gomes,Luton,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0,Luton,False,Sheffield,,-0.61
