name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Tanguy Ndombélé Alvaro,Spurs,Brentford,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Manchester United,2023-08-19,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Burnley,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Sheffield,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Arsenal,2023-09-24,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Liverpool,2023-09-30,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Luton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Fulham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Chelsea,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Manchester City,2023-12-03,False,0,1.0,0.11,0.0,0.02,0,2.0,1.0,0.0,0,0,0.0,0.02,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,West Ham,,True,0,,,,,0,,,0.0,0,0,0.0,0.02,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.0,0.02,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.02,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Everton,2023-12-23,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.02,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Brighton,2024-02-10,True,0,0.0,0.02,0.0,0.38,0,1.0,2.0,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Wolverhampton,2024-02-17,True,0,0.0,0.04,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Crystal Palace,2024-03-02,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Aston Villa,2024-03-10,False,0,0.0,0.0,0.0,0.02,0,0.0,1.0,0.0,0,0,0.0,0.01,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Fulham,,False,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Luton,,True,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Nottingham Forest,2024-04-07,True,0,0.0,0.0,0.0,0.02,0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Liverpool,2024-05-05,False,0,0.0,0.0,0.0,0.03,0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Burnley,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Tanguy Ndombélé Alvaro,Spurs,Sheffield,2024-05-19,False,0,0.0,0.03,0.0,0.04,0,1.0,2.0,0.0,0,0,0.0,0.01,0.0,
