name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points
Elliot Thorpe,Luton,Brighton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,West Ham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Fulham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Everton,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Burnley,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Tottenham,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Liverpool,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Manchester United,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Brentford,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Arsenal,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Manchester City,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Sheffield,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Chelsea,2023-12-30,True,0,0.0,0.05,0.0,0.1,0,1.0,1.0,0.0,0,0,0.0,0.01,0.0,0.0
Elliot Thorpe,Luton,Burnley,,False,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Elliot Thorpe,Luton,Brighton,,True,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Elliot Thorpe,Luton,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Elliot Thorpe,Luton,Sheffield,,True,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Elliot Thorpe,Luton,Manchester United,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Bournemouth,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Nottingham Forest,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Tottenham,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Arsenal,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Bournemouth,,True,0,,,,,0,,,0.0,0,0,0.0,0.0,0.0,0.0
Elliot Thorpe,Luton,Manchester City,2024-04-13,False,0,0.0,0.05,0.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0
Elliot Thorpe,Luton,Brentford,,True,0,,,,,0,,,0.0,0,0,0.0,0.01,0.0,0.0
Elliot Thorpe,Luton,Wolverhampton,2024-04-27,False,0,0.0,0.27,0.0,0.1,0,3.0,2.0,0.0,0,0,0.0,0.06,0.0,0.0
Elliot Thorpe,Luton,Everton,,True,0,,,,,0,,,0.0,0,0,0.0,0.06,0.0,0.0
Elliot Thorpe,Luton,West Ham,,False,0,,,,,0,,,0.0,0,0,0.0,0.06,0.0,0.0
Elliot Thorpe,Luton,Fulham,2024-05-19,True,0,0.0,0.02,0.0,0.18,0,1.0,2.0,0.0,0,0,0.0,0.06,0.0,
