name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Scott Carson,Man City,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,True,Newcastle United,,0.55
Scott Carson,Man City,Newcastle United,2023-08-19,True,0,0,0.0,0,0,0,0,0,0.02,0,0.0,0,0.0,0,0,0.0,Man City,False,Sheffield,,-0.61
Scott Carson,Man City,Sheffield,2023-08-27,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,Man City,True,Fulham,,-0.13
Scott Carson,Man City,Fulham,2023-09-02,True,0,0,0.0,0,0,0,0,0,0.1,0,0.0,0,0.0,0,0,0.0,Man City,False,West Ham,,-0.22
Scott Carson,Man City,West Ham,2023-09-16,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,Man City,True,Nottingham Forest,,1.55
Scott Carson,Man City,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,False,Wolverhampton,,-0.52
Scott Carson,Man City,Wolverhampton,2023-09-30,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,Man City,False,Arsenal,,-0.48
Scott Carson,Man City,Arsenal,2023-10-08,False,0,0,0.0,0,0,0,0,0,0.02,0,0.0,0,0.0,0,0,0.0,Man City,True,Brighton,,-0.66
Scott Carson,Man City,Brighton,2023-10-21,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,Man City,False,Manchester United,,-0.63
Scott Carson,Man City,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,True,Bournemouth,,1.22
Scott Carson,Man City,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,False,Chelsea,,-0.85
Scott Carson,Man City,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,True,Liverpool,,0.18
Scott Carson,Man City,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,True,Tottenham,,0.69
Scott Carson,Man City,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,False,Aston Villa,,0.29
Scott Carson,Man City,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,False,Luton,,
Scott Carson,Man City,Luton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,True,Crystal Palace,,0.88
Scott Carson,Man City,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,False,Everton,,-0.24
Scott Carson,Man City,Everton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,True,Sheffield,,0.68
Scott Carson,Man City,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Man City,False,Newcastle United,,-0.41
