name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Brandon Austin,Spurs,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Manchester United,,0.38
Brandon Austin,Spurs,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Bournemouth,,0.19
Brandon Austin,Spurs,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Burnley,,0.0
Brandon Austin,Spurs,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Sheffield,,0.68
Brandon Austin,Spurs,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Arsenal,,-0.48
Brandon Austin,Spurs,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Liverpool,,0.18
Brandon Austin,Spurs,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Luton,,
Brandon Austin,Spurs,Luton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Fulham,,-0.13
Brandon Austin,Spurs,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Crystal Palace,,0.38
Brandon Austin,Spurs,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Chelsea,,-0.25
Brandon Austin,Spurs,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Wolverhampton,,-0.52
Brandon Austin,Spurs,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Aston Villa,,0.64
Brandon Austin,Spurs,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Manchester City,,-1.32
Brandon Austin,Spurs,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,West Ham,,0.49
Brandon Austin,Spurs,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Newcastle United,,0.55
Brandon Austin,Spurs,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Nottingham Forest,,-0.55
Brandon Austin,Spurs,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Everton,,0.53
Brandon Austin,Spurs,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Brighton,,-0.6
Brandon Austin,Spurs,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Bournemouth,,1.22
Brandon Austin,Spurs,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Manchester United,,-0.63
Brandon Austin,Spurs,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Brentford,,0.79
Brandon Austin,Spurs,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Everton,,-0.24
Brandon Austin,Spurs,Everton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Brighton,,-0.66
Brandon Austin,Spurs,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Wolverhampton,,0.05
Brandon Austin,Spurs,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Crystal Palace,,0.88
Brandon Austin,Spurs,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Aston Villa,,0.29
Brandon Austin,Spurs,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Fulham,,0.86
Brandon Austin,Spurs,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Luton,,
Brandon Austin,Spurs,Luton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,West Ham,,-0.22
Brandon Austin,Spurs,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Nottingham Forest,,1.55
Brandon Austin,Spurs,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Newcastle United,,-0.41
Brandon Austin,Spurs,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,True,Arsenal,,-0.11
Brandon Austin,Spurs,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Chelsea,,-0.85
Brandon Austin,Spurs,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Spurs,False,Liverpool,,-1.01
