name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Manuel Lanzini,West Ham,Newcastle United,,False,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Leeds United,,True,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Crystal Palace,2021-08-28,True,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0
Manuel Lanzini,West Ham,Southampton,,False,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Manchester United,2021-09-19,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0
Manuel Lanzini,West Ham,Leicester City,,False,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Brentford,,True,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Everton,2021-10-17,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0
Manuel Lanzini,West Ham,Tottenham,2021-10-24,True,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0
Manuel Lanzini,West Ham,Aston Villa,2021-10-31,False,26,0.0,0.0560975670814514,1.0,0.8972266912460327,4,1.0,1.0,3.5,0
Manuel Lanzini,West Ham,Liverpool,,True,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Wolverhampton,2021-11-20,False,31,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0
Manuel Lanzini,West Ham,Manchester City,2021-11-28,False,31,1.0,0.025936247780919,0.0,0.0,7,1.0,0.0,4.9,1
Manuel Lanzini,West Ham,Brighton,2021-12-01,True,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0
Manuel Lanzini,West Ham,Chelsea,2021-12-04,True,84,1.0,0.7611688375473022,0.0,0.0,9,1.0,0.0,5.8,2
Manuel Lanzini,West Ham,Burnley,2021-12-12,False,80,0.0,0.041668377816677,0.0,0.1104996353387832,3,2.0,2.0,4.4,0
Manuel Lanzini,West Ham,Arsenal,2021-12-15,False,75,0.0,0.0,0.0,0.0450562387704849,2,0.0,2.0,4.0,0
Manuel Lanzini,West Ham,Southampton,2021-12-26,True,45,0.0,0.0,0.0,0.1779331117868423,1,0.0,4.0,6.9,0
Manuel Lanzini,West Ham,Watford,2021-12-28,False,89,0.0,0.0,0.0,0.0655703693628311,2,0.0,3.0,5.7,0
Manuel Lanzini,West Ham,Crystal Palace,2022-01-01,False,88,2.0,0.9623267650604248,0.0,0.0,15,2.0,0.0,11.8,3
Manuel Lanzini,West Ham,Norwich,2022-01-12,True,90,0.0,0.1642536222934723,0.0,0.3255848288536072,3,3.0,1.0,4.0,0
Manuel Lanzini,West Ham,Leicester City,2022-01-16,True,90,0.0,0.0,0.0,0.1028631329536438,1,0.0,2.0,5.2,0
Manuel Lanzini,West Ham,Manchester United,2022-01-22,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.1,0
Manuel Lanzini,West Ham,Watford,2022-02-08,True,30,0.0,0.0,1.0,0.0211201105266809,4,0.0,1.0,4.2,0
Manuel Lanzini,West Ham,Leeds United,2022-02-13,False,78,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0
Manuel Lanzini,West Ham,Newcastle United,,True,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Wolverhampton,2022-02-27,True,90,0.0,0.121999941766262,0.0,0.0,3,2.0,0.0,3.1,0
Manuel Lanzini,West Ham,Liverpool,2022-03-05,False,90,0.0,0.4026997089385986,0.0,0.0237267985939979,2,1.0,1.0,3.4,0
Manuel Lanzini,West Ham,Aston Villa,2022-03-13,True,90,0.0,0.0,0.0,0.0161996819078922,1,0.0,1.0,2.9,0
Manuel Lanzini,West Ham,Tottenham,2022-03-20,False,83,0.0,0.0,0.0,0.0,2,0.0,0.0,1.6,0
Manuel Lanzini,West Ham,Everton,,True,0,,,,,0,,,0.0,0
Manuel Lanzini,West Ham,Brentford,2022-04-10,False,56,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0
Manuel Lanzini,West Ham,Burnley,2022-04-17,True,78,0.0,0.0,1.0,0.7521172761917114,6,0.0,3.0,6.6,1
Manuel Lanzini,West Ham,Chelsea,2022-04-24,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0
Manuel Lanzini,West Ham,Arsenal,2022-05-01,True,70,0.0,0.0555164888501167,0.0,0.0363125652074813,2,1.0,1.0,3.8,0
Manuel Lanzini,West Ham,Norwich,2022-05-08,False,90,1.0,0.7834088802337646,0.0,0.0198689214885234,9,2.0,1.0,9.6,1
Manuel Lanzini,West Ham,Manchester City,2022-05-15,True,76,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0
Manuel Lanzini,West Ham,Brighton,2022-05-22,False,80,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0
